,contents,emoji
0,contents,emoji
1,"i need to find a place that doe deep tissue massages, my damn back hurt 😖",😖
2,i dont even know ateez ka and he like rlllyyyy 🤤🤤🤤🤤👺👺👺🤡🤡😍😍🤤🤤😳😳🖐🖐🥰🥰😖😖😖😖😖,😖
3,leave u alone 😖😖😖,😖
4,notice the car be post tree car accident... a car i’m still not allow to drive anymore 😖,😖
5,boo boo the fool 😞😖😢😭,😖
6,i make an oopsy 😖,😖
7,seem didn’t get the sms...😖🙄🙈🙉🙊,😖
8,"you’re 11 minute away, i have miss u all day, why aren’t here.😞😖😭sedap siak suara halsey ni..😬",😖
9,break in the new boot 🥾😎yorkshire 3 peak challenge be this saturday!!⛰⛰⛰and i be feel 😳😖🤯🥺it would be…,😖
10,have you ever break a bone? — yes 😖,😖
11,i’m never go to understand people who post picture with their messy as closet 😖,😖
12,price too high u must be cap’n 🤦🏽‍♂️😖,😖
13,omg😔how could they😫😫😖😖😢,😖
14,this lady better not drug test me today 😖,😖
15,you deserve better noel 😖,😖
16,welcome ka n'nok 😖😖😖😖#แรงเงา2,😖
17,today the god of traffic won't just let me prosper 😖😖😖 damn,😖
18,we on that bowser peach stuff kinda weird but the blank white background be look so good😖.,😖
19,look at those eye 😖 i feel possess star at the pic,😖
20,yeah no edit feature in twitter... pretty sad 😖,😖
21,what movies?😖,😖
22,absolutely. eo always need patience while hold the well gene.🥺😭😖,😖
23,me! daddy be mine. 😖,😖
24,aj don fuck up! yoruba boy like yu😖,😖
25,my back be kill me 😫😖😣😩,😖
26,the dumb thing we do for the dumb people we love chekka!!!! i **** u 🖕😖😡😠😳,😖
27,oh geeze😖😱😭❤️,😖
28,cant sleep 😖,😖
29,see haterrrrrrr 😖😖😖😖😲😲😲,😖
30,facebook start to get annoyinggggggggg😖😒,😖
31,i can’t believe you’ve do this 😖😖,😖
32,oo.... wicket where be you 😣😖😭 c'mon guy take wicket 😐#mivcsk,😖
33,thank you darics! miss you 😖,😖
34,thats terrify kimberly 😖,😖
35,"this be unfair, the best part about the 1st option be when the 3rd option happen but i wouldn’t just want the 3rd option 😖",😖
36,i miss my bestfriend 😖,😖
37,"australianlabor if elect want to continue to take the life of innocent child in ""abortion"" clinics. 😖 disgust…",😖
38,i wish the fair in pennsylvania sell elephant ears😭😭😖🥺🥺,😖
39,now contemplate whether or not i’ve make a terrible mistake by dump him but i guess i have to put my mental health first 😖,😖
40,look for deco idea for this party get me 😖🤯,😖
41,"me in the baby clothe section: my uterus be in pain, it want a child 😖",😖
42,you think i don't? this be another one 😖,😖
43,because have you meet these niggas? yikes 😖,😖
44,a they care 😖,😖
45,"keep practising, never too old too learn😖",😖
46,what be your problem with buffy?i be begin to think that you like go to the vet give your mother ulcers! 😳😖🐾,😖
47,patience? take more than patience bob. there be none so “deaf” - to paraphrase 😖😏,😖
48,that video of the girl wash her hand and sleeve make me cringe 😖😖,😖
49,my arm really hurt like it need to be crack or something i can’t do it 😖,😖
50,it’s always the bitch with a huge gap in dem mouth 😖,😖
51,💃🏻build your diet around your lifestyle and not the other way round...😖-🏆focus on the bigger picture when startin…,😖
52,drain 500 litre of hot water to replace immersions...😖⏰,😖
53,fuuuuuck it’s start to thunder which mean my dog mila isn’t go to let me sleep tonight 😖,😖
54,hate weird scary dreams😖,😖
55,the sun wa find jobless bcs haruto light up the world 😖,😖
56,"i miss singing, i really do. 😖🎶",😖
57,plug me in😖,😖
58,😂😂😂 this shit cray! a for bb!? 🙆🏽‍♀️ i’m weak 😳😖😓,😖
59,"i believe it's just generic malt liquor, a la mike's hard. really delicious! i'm already on my second ... 😖",😖
60,post a new ig pic plsew he make me cringe 😖 u disgust me.,😖
61,the have a successful season. but last night’s performance get a #congratulationsyouplayedyourself 😖…,😖
62,this just make me cry at 5:30am wtfffff 😫😖😫,😖
63,crazy how your mind can be your own worst enemy at time 😖,😖
64,fuck i just needa vent im tire of hold shit in 😣😖,😖
65,that's not gonna happen😖😖😖,😖
66,i’d send one in but i’d be worry ryanair wouldn’t honour the prize 😖,😖
67,"be that death i see here? oh, yes it is! 😖",😖
68,i’m so tire of cookout food 😖,😖
69,why they tell people tho? 😖,😖
70,my nipple hurt so bad😖,😖
71,i’ve us them before but not for a renaissance style portait like this one 😖 the last time i use it wa…,😖
72,man my stress level be start to rise again &amp; it’s make me fuck angry fr 😖😤,😖
73,"surprisingly it get out smooth🍸. i want more... poor jiminnie, that must really hurt 😖#bbmastopsocial bts #bts",😖
74,this literally make me sick to my stomach 😖,😖
75,i mean i would but you won't let me play on the playsharp😖,😖
76,this lesson be fuck painful 😖,😖
77,i wish i have a button to switch off my think 😖,😖
78,i just wanna learn how to braid😖😞,😖
79,this mirror bitch be mean 😖,😖
80,im mad asl😖🥺😡,😖
81,😬😖 such an eyesore see that,😖
82,be this even possible?😖,😖
83,maybe i should finally get crunchyroll because i didn't realize mob psycho 100 season 2 wa an exclusive and i haven't see it yet 😖,😖
84,"we try kick him out, but he’s get so many damn clever disguises!😖",😖
85,i’m melting. . . 😖💔,😖
86,10 day of school left... it’s bittersweet😖,😖
87,i just really want to cry all night long 😖,😖
88,damnnn 🥴 she fully look like the girl that wa on the news from be in the tan bed too damn long 😖🤨 and now…,😖
89,😖 rindu chatime 😩😩,😖
90,okay i pretty sure if someone do that to me i would have p--p myself. just saying👀🤭😣😅😣😫🤨🙃😞😖🙁☹😭🤬🤬🤬👁🧽🧽,😖
91,😖 this be a nightmare,😖
92,that so wa sooo scary tho 😖,😖
93,just ruin my pre-dinner nap 😖,😖
94,wow genius 😖,😖
95,my fart sound like someone play a saxophone full of astroglide 😫😖,😖
96,i agree. it’s so bad 😖,😖
97,bruhhh..... your childhood wasn't complete if a mother hen didn't chase you 😖,😖
98,twitter be sooo bore without liverpool! 😭😖,😖
99,i want deen maju badly rn. or any place that sell ayam bawang yang sedap 😣😖,😖
100,guilty dog bark the loudest🤔🤔😖 it be true.☺️👍,😖
101,"i’m just irritate about miss the kid 😂😭 i’m grow and mature, i know how to admit when i’m wrong and not hold onto shit.😖",😖
102,it's like wear a plastic bag 😖☹️,😖
103,talk to a cute as white boy rn pray 4 me 😳😖✌🏾,😖
104,ikr 😭😭 why everyone never notice him 😖,😖
105,enough of dod!!!!!😨😩😖please 🛑!!! #gh,😖
106,everyone want to get in on the act.😖 so sad .the death of the planet: religion and smog.well mayb…,😖
107,dk to the giant please 😖,😖
108,it make me cringe when girl do a whole full face beat without lashes😖,😖
109,jalen rise shit be spin 😖,😖
110,lovely photo 😖,😖
