,contents,emoji
0,contents,emoji
1,"watch broadcast: we be both important!keeping it real 💯, but holy 😇.#books📒😇💇🏿‍♀️",💯
2,"finally bighit family one frame!💯🔥💜🙌🌈 i'm very happy for this😻* jimin, be you sleep baby?😂#bts…",💯
3,play💏with dazai’s balls🍒 not⛔️ his feelings🌈😪✋make his dick cry😻💦 not🚫⛔️ his eyes👀💧😭👎 break⛔️ the bed😈🍆 not🚫 dazai’s heart💔😔✌️💯,💯
4,west california it’s beautiful out here! i’m your sweet sticky pain💯💯💯🔥🔥🔥shalom goddi,💯
5,work in silence 🤫. ifb 💯 instantly,💯
6,with me or against me💯💯💯💯,💯
7,about my homies ima rock out with anybody 💯,💯
8,i’m from the trenches💚🐍 you can’t come here 💯,💯
9,💯 al honey badger.,💯
10,never really felt real love 💯,💯
11,major facts. 💯,💯
12,oh hell yeah! thank you that make me laugh! 😂😂💯🐷 happy monday!,💯
13,i'm glad that you're eat well jungkook-ah! i love you 😘😍💜💯,💯
14,goodmorning!! 💯,💯
15,i’m this old! only the real one know about this one 😭💯,💯
16,#bossmonopolyllc 🌴❤💔❤🍷 go checkout my new song #playas 🌴❤💔❤🍷 listen to playas 💯💰 by motown black #np on #soundcloud,💯
17,press play from track one and let it flow. 💯💯💯,💯
18,"fact 💯 ish ain’t cool start over , spend everyday alone ✍️",💯
19,if this ain’t the truest shit ever 😂😂😂💀💯,💯
20,pray shawty continue to hold it down 🙏🏾 i be go for a while &amp; she still ha never let my side #solid 💯,💯
21,just gotta work on me. &amp; find happiness within myself so that the bullshit doesn’t even affect me. 💯✨,💯
22,"it’s good to check up on your friend , you never know what they could be go through. 💯",💯
23,#bossmonopolyllc 🌴❤💔❤🍷 go checkout my new song #playas 🌴❤💔❤🍷 listen to playas 💯💰 by motown black…,💯
24,it time to crash youtube servers!!🔥🤩record breaker on it way!! 💥💯% summer family entertainer!!🤩#prince…,💯
25,gym rat hours💪🏼💯,💯
26,super dry + rib = life 😍💯,💯
27,the only way i’m go be up 💪🏼💯,💯
28,sweet lou 🔥🏀 mainam. 💯love tom!! x,💯
29,🤣😭💯 the accuracy!!,💯
30,sex before work will have you doin everyone’s job🤞🏽move bitch i get it 😂💯🤷🏽,💯
31,"in advertise train follow me,,eucurtoraap ♥️.😼🔥.........thug life 💯--........... .…",💯
32,god bless you my brother. real talk. everything in life ha purpose. head high chin up. i’m pull for u soldier. 💪🏼💯,💯
33,spring ball be here ❗️🐅💯🏈,💯
34,kyrie n bron shoulda just work that shit out💯💯,💯
35,01 never trust no1 💯🤝...,💯
36,"you're 💯 right, layna 😊👌",💯
37,you pas on both 💯,💯
38,"this be the biggest moodayy good stuff bro, really reppin eu🐐💯",💯
39,thank broo!! 💯,💯
40,anybody that know me now &amp; day know that my wife &amp; kid will always come first 💯 #familyfirst,💯
41,😘😍 i love you 24/7 💜💯,💯
42,yessir!!!! 😤💯,💯
43,wa pick by the broncos🔥🔥🔥🔥🔥 i’m so happy they trade back to 20💯💯💯💯💯,💯
44,i barely talk to yo as don’t ever think i need u in my life bum as bitch💯,💯
45,we pass by the place where the new will be open. the restaurant logo look oba legit 💯,💯
46,no features. we just need you speak to your supporters💯🖖,💯
47,this nigga energy💯is what we need in our lives😂👌,💯
48,"be he the one you use to call ""buddha""?congratulations baby boy! 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽💯",💯
49,"indeed. 💯 i get the water drop 😎, i'm hunt for sound that blend well with r&amp;b, exotic claps, s…",💯
50,"yaradi knowwwamerica you need to know: 😫 👎 💯 💀 💀 , tell that bitch to be cool. say: bitch be cool. and together, we will make america wealthy again.",💯
51,yo we better pick a qb that boi haskins preferably 🙏🏿💯,💯
52,already know bro i get you 💪🏾💯,💯
53,hoe fo sho 😂 💯,💯
54,let’s go!! congrats brotha💯,💯
