,contents,emoji
0,contents,emoji
1,play💏with dazai’s balls🍒 not⛔️ his feelings🌈😪✋make his dick cry😻💦 not🚫⛔️ his eyes👀💧😭👎 break⛔️ the bed😈🍆 not🚫 dazai’s heart💔😔✌️💯,🚫
2,x sell out. 🚫,🚫
3,pussy nigga throw shoot ain’t me🚫🧢,🚫
4,this make me sad🚫🧢😔,🚫
5,virginity be a social construct 🚫 just reset it 😌,🚫
6,ibaka put a stop to that 4-on-1 🚫,🚫
7,..i will spoil myself with $ before expect it to be do by someone else. your $ be not need here🚫,🚫
8,❣️❣️❣️❣️#marksiwat #หัวใจศิวัช 🚫don't edit the watermark,🚫
9,i'm a 🔴🔴manchester unite supporter...i'd rather hand over the win to city...than see liverpool win the league 🚫🚫🚮,🚫
10,🚫fierce israeli air strike on gaza a while ago#gazaunderattack,🚫
11,endgame tonight 🚫🧢,🚫
12,strongest bitch inda field she forever 10 toe down 🚫🧢 !,🚫
13,nope 🚫🙅🏾‍♀️,🚫
14,attention🗣‼️ this be how bad😏🙌🏼 bitch leave🚪 london 🌃🚏to go 🔜🤑to prague 😈you bitch cant🙅🏻🚫 even spell🔤 prague 🆘…,🚫
15,#prettymuchphases song of the year🚫🧢,🚫
16,"first thing first, i’m a bag get ‼️🚫🧢",🚫
17,"go to show out this year, trust 🤷🏽‍♂️🚫#lockdown",🚫
18,"follow everyone who retweets this, 🚫",🚫
19,come and see vini's live in #bigolive: i wanna beep🚫 beep🚫 you,🚫
20,ik thas where cuh wa goin‼️🗣that nigga real gah damn🔥🚫🧢,🚫
21,:((((((((( i'm sorry that some boy be gross 🚫 i'll fight em for u hmu,🚫
22,you get that bawal on your mind 🚫,🚫
23,alll them walk case out there 😂😂😂😂😂😂😂😂🤷🏾‍♂️😂💁🏼‍♀️🚫🚫🚫🚫🚫🚫,🚫
24,every song on igor be amaze except go go thank you 🚫🧢,🚫
25,ion feel for it 🤷🏾‍♂️🚫,🚫
26,edm be officially cancel 🛑 ✋🚫,🚫
27,may 31st i’ll be there no cap 🚫🧢❤️🤞🏽,🚫
28,love my queen🚫👒🌹🌹🌹🌹,🚫
29,"on january 1, 2017 legislation to ban single-use plastic bag in aruba come into effect. 🎉🚫👏following 4 year of…",🚫
30,avenger : end game! ugh! please no spoilers! 🙅🏻‍♀️🚫,🚫
31,mf couldn’t have say it any better 🚫🧢,🚫
32,"hold on, trina be snap 🚫🧢",🚫
33,i cannot repeat this enough ... fuuuuckkk heroin . 🖕🏼🚫,🚫
34,dat not dababy 🙅🏽‍♂️👶🏽🚫💯,🚫
35,i didn't know that. thank you for the learning. stone the crow could be boris nexti'm about ready to block you 🚫 say your peice and im done! but hurry up! my patient be dwindling..,🚫
36,y be dick rid tf out of so hard 🚫🧢,🚫
37,i would be chieffin the fattest wood in that bih 🚫🎓,🚫
38,block it. report it. when doe putin find the time for these games? 🤖🚫🤖🚫🤖🚫🤖💥,🚫
39,u &amp; about to wake the nation 🚫🎩💯💯💯🅿🅿🅿,🚫
40,"hello!! here i bring you the last commission you make, a beautiful symbrock story with mpreg and a delivery.🚫prohi…",🚫
41,stop smoke 🚫,🚫
42,bitch ain’t no go back &amp; forth i ain’t play no tennis 🚫,🚫
43,no more 42 min break for me. harvey specter can wait 🚫⚠️‼️❌,🚫
44,itachi be the🐐🚫🧢,🚫
45,why apple gifts.. no crypto!!?🤔🚫⚠️😏,🚫
46,just post wholelottared on limewire 🍈⁉️❗️❓‼️🚭📵🔞🚳💯💢♨️🚷🚯🚫📛🛑⭕️❌🆘🅾️🆑🆎🅱️🅰️🈲🈹🈵🈴㊗️㊙️🉐,🚫
47,add me catch these hand 👿🚫🧢,🚫
48,it better to act like i didnt love you than to admit that i still do 😪🚫,🚫
49,have a freshcopy for sale w fresh discord 🚫🧢,🚫
50,today be deadass my last day of high school🙄😉❤️😓🐐🙄😓🥵💧🤫😡😊👌🏻😀🚫🤧🐐👌🏻🤩😉🥺👀😡💧🙄🤷🏼‍♂️😊🚫🥺🤫,🚫
51,hit rewound(2 unlimited---no limit)🚫🔞🔊🔊📼⏪📼⏪🌎📼⏪📼⏪📼⏪,🚫
52,quit smoke be go good 🚬🚫,🚫
53,when your husband own an art studio and your mad a hell. 🚫,🚫
54,park enforcement request 🚫tag: dc:fj9328loc: 3103 14th st nwsubmitted 11:06 05/10/2019violation: park in…,🚫
55,female be wildin on twitter!! 🚫🧢,🚫
56,#balling foot on necks. 🚫💨,🚫
57,no caption 🚫,🚫
58,🔊on vcs tarif🔊 💰(300)60menit◼◼💰(200)30menit◼◼ open member:600.( 3x vcs ). 😊😊full face+full body...🚫no basa b…,🚫
59,"what be ddlg ; ddlb ; mdlg and mdlb ??as usual 🚫 no reply just do quotes, retweets and likes- dave",🚫
60,dm not allowed🚫,🚫
61,i be not unrealistic wit none of my women.. i tell em if they ain't wit it then let's just forget it 🚫,🚫
62,i thot 🤔 🐝t🐍 say 📢 end 🚫 violence ✊✊ yet their fan be do the most 😡😡,🚫
63,🌸 : available⭕️ : booked🚫 : sell,🚫
64,you'll never know...will ya? 😳🚫😳,🚫
65,vince gonna paint you guy on sight 🚫🧢,🚫
66,idc what nobody say black clover ha have the best open in the game since it come out. 🚫🧢,🚫
67,"the one year we need/want hella pyro, there isn't any. 😔 🔥🚫",🚫
68,🤐🚫🍔🍟 say no to fast food ! #eat2live #mcdeath,🚫
69,marvin try and marvin fell... nobody stand a chance against the mighty airlock! #radiators #celebjuice🚫💪💨,🚫
70,l a marzuli 🚫black-eyed kid 🚫👹don't let them in‼️👹,🚫
71,this chick be a stud 😤🚫🧢,🚫
72,you cant give a marry woman head🚫🚫you know?,🚫
73,i don’t want nobody’s ask “how wa your exam” when i come out...just keep walk 🚫,🚫
74,"20 gram #plantbased protein 💪no gmo's, soy or gluten 🚫certified #vegan ✅meat-lover approve 🤤experience the…",🚫
75,ankle go 🦴🚫,🚫
76,"puhlease 🚫❌there be other passenger on that train , the world be hard already , some peop…",🚫
77,file under thing that make absolutely no sense. 🚫☀️🍻,🚫
78,park enforcement request 🚫 / for hire vehicle complaint 🚖tag: md:5cp5078loc: 2115 m st nwsubmitted 17:59 04…,🚫
79,i wanna start try to draw nsfw to give it a try so.....🚫 18+ only 🚫send me a dm on what youd want and please…,🚫
80,update jh 🚫,🚫
81,kid cudi/kids see ghost 🚫🧢,🚫
82,"stop spoil the avenger movie, no one tell you when your ex wa cheat on you. 😂🗣💯🚫🧢😊",🚫
83,congrats brodie. many more to come 🙏🏽🚫🧢,🚫
84,lmao aw my babe 🙆🏾‍♀️... but you should know monday twitter be a minefield 🚫#learner,🚫
85,slick jealous. 🚫🧢,🚫
86,she’s toxic 😡 she’s use joel for his fame 😷 we don’t need her around our avocado boii ✋🏼🚫,🚫
87,ima let you do what you wanna do so i can see what you rather do 🚫 🧢,🚫
88,50 strip on me 🚫🧢🤭,🚫
89,"censorship be wrong! 🚨 my voice be stifled, my free 🚫 speech isn’t. the ability to express myself ha be irradica…",🚫
90,come to america if we don’t wake up 🚫🚫🚫🚫🚫🚫🚫,🚫
91,"i be fuccing other nigga bitch ,it’s get outrageous ..🤷🏾‍♂️you a fool for that 🐐🚫🐐",🚫
92,"don't go anywhere oo. 🙅🚫* i only hope these people be learning, and aren't h…",🚫
93,she 🇯🇲 never be with a real bos 🔯 i'm tryna bring her home 🚫🧢,🚫
94,wow he wa the goat 🚫🧢,🚫
95,"#playground 🚫 oakland, california",🚫
96,im block your as 😂🚫,🚫
97,the last three year of my life be shitty i deserve the happiness i’ve be run into lately. i’m on my bullshit all summer 🚫🧢,🚫
98,keep it g 🚫🖤,🚫
99,amazing! 🚫👻,🚫
100,final score from the nest: kestrel - 1- 1goal: juliana paoletti ⚽️saves: olivia anderson 🚫🚫🚫🚫🚫🚫…,🚫
101,no fuck cap 🚫🧢,🚫
102,that new legado 7 album👌🏼🌬🔥🔥🔥🔥🔥🚫🧢,🚫
103,be high be the best feel 🚫🧢,🚫
104,ayy wu poppin shawty😎 my wife just divorce me last night😞✊🏻 lemme cop that number ja feel🚫🧢🔥🔥🔥👀😳🙈,🚫
105,🚫 no excuses🚫 hasta -50% / just for you ✨,🚫
106,free my bro billy doin time soon touch road 🚫🧢,🚫
107,i do not like be skinny 😭💯 i need my weight back 🚫🧢,🚫
108,i’m the best center in 4th period 🚫🧢,🚫
109,😤✊🚫🧢- the basement initial reaction from fan in brampton and scarborough.,🚫
110,cancela 2019 🚫,🚫
111,if i get kill juss kno a “homie” kill me i move different 🚫🧢,🚫
112,everybody get pregnant.. fuck sell weed i’m sell similac by the 3.5 😭😭😭🚫🧢,🚫
113,nct127: doyoung 🚫,🚫
114,not interest in get to know anyone romantically at all🚫,🚫
115,[!!!]clan count a of april 25 9:33 pm (pht):faerie - 9oceanid - 8🚫 magus - 11 elderwood - 8shaman - 6lyca…,🚫
116,yo da realest nigga breathe 😤.....if i hold my breath 💯💯💯🚫🧢,🚫
117,free watt free fredo free all da 🤚🏾guys 🚫🧢 💯 rip 👑 ski &amp; stunta 😢,🚫
118,niqqas will say fuck you behind yo back and shake your hand🖐 with the same hand🚫🧢💯,🚫
