,contents,emoji
0,contents,emoji
1,"watch broadcast: we be both important!keeping it real 💯, but holy 😇.#books📒😇💇🏿‍♀️",🏿
2,🙏🏿🙏🏿 you go be alright bro god get you,🏿
3,"molly boyzzzzzzzzxxxxx💕💕😅💂🏿‍♀️🤨🤨👄😚🧢💙💦🧢🤩🚰🧼🗝🛋🛎except, i.",🏿
4,25:04:2019congratulations 🎊🍾 event planner: event secured👮🏿‍♂️💪🏿 ace-olivia,🏿
5,bearable bull 👌🏿😂,🏿
6,i’ll be recieving with my entire chest 🥳🙏🏿,🏿
7,no tatako need here😂😂🤦🏿‍♂️,🏿
8,i aint neva wrong boo 💆🏿‍♂️,🏿
9,i'm in!!! ✊🏿✊🏿✊🏿,🏿
10,worse feel be when you lose your iphone charger and you don’t have a replacement for it🤦🏿‍♂️😭,🏿
11,we be tell by embassy to forget about your passport the moment you touchdown at jkia 🤷🏿‍♂️🤷🏿‍♂️😂😂,🏿
12,everytime i’m on facebook it’s always someone i know advertise they pornhub page🤦🏿‍♂️,🏿
13,and now i get offer a higher salary than both job include make more than the director to be a lead teacher in my own class 🥰🖕🏿,🏿
14,i almost have to repeat the 6th grade because of this bullshit 🤦🏿‍♂️😭,🏿
15,"very bad mind, i dont like how some lady do with that kind mind 🤦🏿",🏿
16,yo we better pick a qb that boi haskins preferably 🙏🏿💯,🏿
17,now see these guys! 🤦🏿‍♀️🤦🏿‍♀️,🏿
18,you go boy 👦🏿,🏿
19,random facetime call &gt;&gt; 😔🤲🏿,🏿
20,great point💃🏿,🏿
21,portland anit get it fam 🤦🏿‍♂️,🏿
22,close call 😓🙏🏿,🏿
23,congratulations🎉👏 queen fancy 👸🏾 and king otto🤴🏿🐾🎉! your royal 🏰 woofnesses! 🐕🐕 ❤,🏿
24,the big question be what will identify a in 2020? 👩‍💼👩🏼‍💼👩🏽‍💼👩🏾‍💼👩🏿‍💼🙋🏿‍♀️🏹🏹,🏿
25,eish i feel guilty 🤦🏿‍♂️,🏿
26,we can 🤷🏿‍♂️,🏿
27,thank you i see you !!! 🙏🏿🙏🏿🙏🏿,🏿
28,this one ☝🏿 in white cap from adamawa sha. make we keep quiet 🤫,🏿
29,a the cliché goes: don't shit where you eat 🤷🏿‍♂️,🏿
30,fuckkk bitch mckkkornhole 🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿,🏿
31,wise tweet 🤟🏿,🏿
32,thank bro ✊🏿,🏿
33,omg retweeted a trailer i work on 🙏🏿💛 😭,🏿
34,all i want be u👍🏿👍🏿,🏿
35,😂😂😂😂😂😂 i mean 🤷🏿‍♀️,🏿
36,thank you👏🏿😂😂,🏿
37,babbyyyyyy❤🌸🤤🤞🏿✨,🏿
38,i deserve this yeezy 🤷🏿‍♂️,🏿
39,morning peeps!! 🙋🏿‍♂️,🏿
40,get some good work in yesterday 💪🏿🏈 never be this excite about a season 🙏🏿,🏿
41,yessir! all grind! 💪🏿💪🏿,🏿
42,have an unusual dream. inauguration of a president in a stadium. people dress in red and feast on a buffalo ✊🏿,🏿
43,at custom with all my friend who want to root!!!! 🤙🏽🤙🏽🤙🏽🤙🏽🤙🏽👉🏿👉🏿👉🏿👌🏼👌🏼👌🏼👌🏼 #sex #customs,🏿
44,👨🏿‍🎨 fashion designer flow! 👨🏿‍🎨,🏿
45,wow what a finale !!!! thank you for have me at the private screen for ! ❤️🙏🏿,🏿
46,still do not want.🖕🏿,🏿
47,you already my guy ✊🏿,🏿
48,you’re show leadership. 👊🏿😊,🏿
49,"of course, i get you for life. 🙏🏿",🏿
50,you be a miracle ❤️🙏🏿i’m up like i don’t have to work 12hrs tonight 🌚,🏿
51,jordan wa the best player in the nba every year he played. 🤷🏿‍♂️,🏿
