,contents,emoji
0,contents,emoji
1,"idk, peroo ilove listen 10,000 reason right now.☺️🖤",🖤
2,awesome!!! we need character and talent! good pick! 🖤💛,🖤
3,🖤 i'm proud of u,🖤
4,"take care of yourself, your health come first always. we love u 🖤",🖤
5,i be so ashamed i didn’t realize he pierce his ear!!! add that to all the other reason i love him💚🖤♥️,🖤
6,we ready... 🦖❤️🖤🏀 #allroadsleadtothe6ix #wethenorth,🖤
7,i’m tryna get da bag run it up🖤,🖤
8,"if i get to hear these 7 handsome men in person, in guarantee to have a good time 🖤🖤",🖤
9,""".and maybe whatever seek will be""🖤🕊",🖤
10,you be amaze tonight. be proud! ❤🖤 #edc,🖤
11,it’s 12am and i’m so hype. 28 week todayyy!!! finally in the 3rd trimester with only 12 week leave to go 🖤🖤🖤,🖤
12,pure cocaine 🖤,🖤
13,"happy happy birthday, my love 🖤",🖤
14,i also miss you so much☹️🖤🖤.,🖤
15,sometimes i feel like give upbut i just can'tit isn't in my blood 🖤🎶,🖤
16,you get so fine! — damn i use to be ugly ? but thank you luv 🖤,🖤
17,goodnight world!i hope corbyn besson from why don’t we will follow me while i'm asleep!! 💙🖤🌠✨💭😇☘️🍀🤞🏻🙏🏻,🖤
18,"see u in 579 day boy, hope u always be healty. take care, xiumin oppa! 🖤🌻😙☹️.",🖤
19,.thank you for your support of this work! could you help u boost? 🖤🖤,🖤
20,you’re stun 🖤,🖤
21,this be the best news i’ve hear in a minute 🖤🦋,🖤
22,awww thank you 🖤,🖤
23,happy birthday momma!! always bless to have you around 🖤,🖤
24,what would you say be your best and worst personality trait? — be to nice. bye 🖤,🖤
25,dm’ed !! 🖤🖤,🖤
26,you be the only star i see tonight~!🌃good night and sweet dreams~baby milo🖤 #perthppe…,🖤
27,it have the biggest cheer of the day 😁😁🖤🖤,🖤
28,"update, she write my tattoo 😭🖤",🖤
29,sorry i take so long to make this🖤,🖤
30,😻🥵🖤 gorgeous,🖤
31,"it's hard for me to end a conversation with ""i love you"" when i know it's not true ✊💔😭🖤",🖤
32,welcome!! 🖤🖤🖤,🖤
33,"- we believe in you, forever and forever ... 🖤❤️❤️#standbydaniel #ourchoicedanie #다니엘의_소중한꿈을_응원해#강다니엘_응원해…",🖤
34,"❛❛ hello boys, i'm back 💋🖤 ❜❜",🖤
35,get lose in yellow spring and find ourselves here 🖤,🖤
36,i’ve never felt so good 🖤🖤,🖤
37,be with someone who know exactly what they have when they have you 🖤’,🖤
38,star war and the cure be life 🖤💜 you’re my favorite.,🖤
39,how deep of your heart 🖤,🖤
40,🖤manchester!!!🖤who’s come to this bad boy in aid of the cristie hospital?! saturday 18th may £…,🖤
41,my 🖤 get colder by the day,🖤
42,"i have such a huge love and appreciation for women. some be such beautiful things, both inside and out. 😣🖤",🖤
43,“the pain could never be erase remain and turn it into strength.” asilaydying ✊🏻🤘🏻🖤📸,🖤
44,🖤how be you🖤,🖤
