,contents,emoji
0,contents,emoji
1,"( 🔪 ) hey i've become a bite bored, so i change jace to a reddy fc for a lil bit! only thing change be his fc + bi…",🔪
2,"i leave the bitch behind me, now i'm cut up from the butcher 🔪",🔪
3,whatever you do just remember to cut the steak 🥩 on the bias #90dayfiance never forget 🔪,🔪
4,jungoo be cold if somekne dont giv him hot pack n a blanket ☺🔫🔫🔪,🔪
5,"🔪~ well, i do it folks, create another rp account! this time, magnus! don't hesitate to drop by and say hi!",🔪
6,"it happened, i finally have to draw saizo..commission for !! 🔪",🔪
7,me whoever hurt you: 🔪🔪🔪,🔪
8,my home away from home 🔪🔪🔥,🔪
9,🔪💀🔪who would you have dinner with!🔪💀🔪,🔪
10,have an amaze and frighten #thirstythursday #horrorfamily 🖤🔪🧛‍♀️,🔪
11,how fun it must be to be at their concert 😢🔪,🔪
12,"feng shui tip!don’t give knife a a gift! 🔪anything sharp, hostile or point doesn't make a good gift. it car…",🔪
13,"i’m sorry, boo. need me to 🔪 anybody?",🔪
14,i’m not the type to cut people off but 🔪,🔪
15,honestly go crazy again last night lmao my very own jalapeño burger &amp; cajun fries!🥔🍔🔥🔪👨🏾‍🍳💯 #chefsmitts…,🔪
16,couldn’t agree more. big disappointment for sure 👍 🔪,🔪
17,"#5jobs1. banquet server at mansion🐰 2. sushi chef 🍣🔪🍱🍶3. concert #lightingdesign, audio engineer and…",🔪
18,"🔪 in my back, hit a artery!",🔪
19,"-dear girl if a guy ask you to get him a girlfriend,idiot he's talk about you..!🙊🔪🤦‍♂",🔪
20,bts better win today at inkiyago or i'm come for the corrupt industry 🔪🔪#bbmastopsocial bts,🔪
21,let's kill this love 🔪💔.......#coscuarmy #oxey #ndeah #blinks #deruta #instalike #streamer…,🔪
22,🔪 knife to meet you 🔪 #largemarge #peeweeherman #thesimpsons #turbojugend,🔪
23,y’all hoe better not spoil this shit 🔪,🔪
24,the first cut be the deepest🔪😔,🔪
25,i use to picture knife attack my face like this (🔪🔪🔪🗡🗡🗡💉💉💉) when thing get bad,🔪
26,"no, haha the silent hill nurse 🧟‍♀️🔪",🔪
27,put bojoo's cover on spotify or else. 🔪🔪🔪,🔪
28,"also, don’t get all stabby 🔪 it’ll get messy.",🔪
29,now you’ve make me do it 👀 🔪,🔪
30,who say what? i need name for research purpose 👀🔪,🔪
31,i have a breakfast for two 🔪🔪,🔪
32,i swear if someone spoil 3x20 for me.... 🔪🔪🔪🔪,🔪
33,wa it me because i get that in my cc and i 🔪🔪🔪,🔪
34,ded to me.🔪,🔪
35,we love dis game a lot tell dah cripple dis s our world 🌎 n dis s our game paah paah paah paah 🔥🔥🔥🔥💥🔪🔪🔪🔪🔪🕺🔪,🔪
36,thank so much for incredible feedback!! 💕🔪💕 mwah,🔪
37,forge in fire 🔪,🔪
38,do mot stab miss hayley 🔪,🔪
39,so if i do this again: 🐸🔪,🔪
40,school make me wanna 🔪🙄🙄😳🤣😭🥺😡,🔪
41,all joaks aside tho...🔪🔪🔪🔪🔪🔪🔪🔪🔪,🔪
42,"it’s 12:12, i’m tired, and and i be plan to fight my history teacher ùwú🔪",🔪
43,license 2 kill ?? 🔪,🔪
44,i want beer bitch gibe me beef 😡🔪,🔪
