,contents,emoji
0,contents,emoji
1,even the simple food look so delicious 😋,😋
2,thank you (for everything) 😋,😋
3,wait for war next election 😋,😋
4,"a picnic in the land of flavors!the perfect break, a field full of delicatessen on a spring afternoon 😋artwork m…",😋
5,ooh! thank love i'm multilingual 😄😄😋#jambomassawe,😋
6,i keep my word 😋,😋
7,you like biitccchhhhhhhhh lemme bite some off for myself! 😂😋🥺,😋
8,saddle up ☺️😋,😋
9,sheeet baby 🤪😋,😋
10,finally added😋,😋
11,you're kill me mr. jeon😋💜,😋
12,the doc be just like here's how we want you to use cmake to set it up 😋😋😋,😋
13,i get some chocolate frog and chocolate bar 😋,😋
14,i want some italian food 😋,😋
15,"that's me out the office, let the birthday celebration commence 😋 i'm not selfish i won't have a birthday week jus…",😋
16,sweet like candy😋🍭,😋
17,yes indeedy!!!! 😀 👍😊😉😋😇,😋
18,pancake and ice coffee for brekky 😋,😋
19,something quick and easy 😋,😋
20,always love a you can see!😉😋😍,😋
21,"i'm so sorry, i never manged any sally cap this time. i hope she come back next week look a sexy a this week 😋😋",😋
22,the number 7 horse ha the number 7 on it head😋,😋
23,"i want some tierra mia, the coconut one to be specific! 😋",😋
24,two chapter post on #wattpad in two days. 😁 that's a new achievement😋,😋
25,my stomach hurt so bad right now .. i think i need a fretta from stella’s 🤤😋👌🏼,😋
26,it's tight and good 😋,😋
27,let make speedway 😋,😋
28,just be suggestive 😋,😋
29,"make a little butternut squash crinkle stir-fry with bell pepper, pancetta and parm 😋 #dindin",😋
30,i’m soooooo happy about this!!!! 😍😍😍😍😍😍😍😍😍😍😋,😋
31,"to curb the "" jihad's big bang theory"" - gaza e hind .. something like that 😋",😋
32,go big or go home 😋 #carverytea #giantcake,😋
33,what do you think about me? ( 😎 ) ganteng( 😋 ) ganteng banget( 😉 ) parah sih ganteng( 😍 ) gilsss gans gilsss,😋
34,"if you be interested, this article be basically part 1-3 of this tweet thread but in a bite more detail. 😋…",😋
35,both hand up please 😋,😋
36,at least there be a little raptor red? 😋,😋
37,i’ll be the actress star in your bad dream 💁🏼‍♀️😘😋,😋
38,flamin’ hot doritos will keep me happy..honestly 😋😂💀,😋
39,and if you drink a stout it’s coffee bread with hint of chocolate and hazelnuts😉😋🍻,😋
40,my mom's make phirni be the best in the world😋,😋
41,my skin certainly need a re-charge! 😋,😋
42,spank dat as 😋,😋
43,first stop when i get home: taqueria de sol 😋,😋
44,oh yes you know me 😋,😋
45,i'm still laughing.....my kinda humor!👏👏👏👏👏👏🤣😜😂😋🇺🇸🇺🇸😎,😋
46,im not #hungover 🥴 but i’m bloody #starving 😋 #outlastnight 🥂🍾 xx,😋
47,i just love a big chunk of crusty french baguette 😋,😋
48,im kinda excite for my birthday this summaa.. #26 😋,😋
49,thank you 😋 ..... 😂,😋
50,what ha she have to do with whoever you like..it's your choice..and you don't need her opinion😋😋,😋
51,randomly fancy a nando’s 😋,😋
52,page you should stock these in your oddbins 😋,😋
53,😋ladies 👭 don't back like you don't open yo mouf 👄 like this to apply your #lashedxnisha 😻 #lashstrips then put mas…,😋
54,i say nagpur. they hear orange city😋,😋
55,"so from the start of the night to the end of the night, with a fair few cocktails, shoot and bomb in between😋 li…",😋
56,need my black and gold vvd jersey to get here before june first 😋,😋
57,coconut short rib 😋😋,😋
58,oh my... stretch those perfect leg out 😋,😋
59,coffee. mmmm. sorted😋,😋
60,this take me back yummy 😋 xx,😋
61,sing to me!!!😋❤️😍,😋
62,day 010 — with late... yum yum 😋 #100daysoflettering,😋
63,👋😋 hi iqra your wed snap be gorgeous 🌸😊,😋
64,you fail to mention um.....dat culo be get extra scrumptious 😋😋,😋
65,anyways imma be 27 this year and i really wanna throw a party in my backyard with a taquero 🌮 and golden road mango cart for errr’one lol 😋,😋
66,i just want some crab leg 😋,😋
67,oh you be wear some today then 😄 absolutely stun stacey 😋👅😘,😋
68,extreme close up!!!!! (fine by me 😋🔥) #sexystubble #sebastianstan,😋
69,you cant say no to this😋😋😋😋,😋
70,congress party only can revive when become congress president 😋😋😋😋😁😁😁😁,😋
71,thank you babaji. ..itna hot guy saamne wali table pe bethane ke liye jo ki obviously apne neighbour ki beti ke sath yaha aaya hai😋😋,😋
72,same for me 😋,😋
73,just wait till 3m returns😋😏 so happy master 3 with dead 3m,😋
74,show me your face baby 😋,😋
75,bex be on dutch tv again (second time this week that they show the devil wear prada 😋🤪),😋
76,long time no see baby😋,😋
77,mhm.... yammi 😋 w pinut butter coat ✨,😋
78,period omg yummy yummy wummy hunny😋,😋
79,i’m so excite for what the next month ha in store 😋,😋
80,yes please 😋,😋
81,let her hurry mehn . be do wait 😋😔,😋
82,she get sum to relax me when im under stress 😋,😋
83,be you sure??😋,😋
84,"i’m so hungry 😋, i skip breakfast (had no time) and finally i’ll get my lunch!!",😋
85,oatmeal just do some to me 😋,😋
86,ho twitter ma aatanka machchairaxes 😂😋,😋
87,of course😋x,😋
88,for an easy low-fat meal or tasty side dish just mix you favorite roast veg with couscous 👍😋…,😋
89,haagen-dazs strawberry ice cream 😋,😋
90,i want a bomb as fem 💦😜🤞🏽😋👭,😋
91,we can have a private party 😋,😋
92,"but ill check my dm once in a while, no worries. 😋",😋
93,my dame look 😋😋😋🥰,😋
94,"that’s quite the map 😋register to one of our thematic workshop and learn more about accents, soccer, champagne an…",😋
95,i knowwwwwwwwww but you can show off your shape in the right size 😋,😋
96,only real lover would understand this. this be the best feel to share with your soulmate. great night 😋😋 and gr…,😋
97,babies.. 😍😋,😋
98,"much obliged, gramps!! you take care!! 😋✌️",😋
99,it's like a geek's chardonnay for open during the holidays😋tastes like fruity sprite.,😋
