,contents,emoji
0,contents,emoji
1,play💏with dazai’s balls🍒 not⛔️ his feelings🌈😪✋make his dick cry😻💦 not🚫⛔️ his eyes👀💧😭👎 break⛔️ the bed😈🍆 not🚫 dazai’s heart💔😔✌️💯,💔
2,that wa it. that wa the chance. 💔,💔
3,some day be grumpier than others...💔💔💔,💔
4,i'll say it again and again and again .. i love you 3000 💔,💔
5,#bossmonopolyllc 🌴❤💔❤🍷 go checkout my new song #playas 🌴❤💔❤🍷 listen to playas 💯💰 by motown black #np on #soundcloud,💔
6,i'm watch p.s i love you and remind myself of how heartbreaking the entire film be 💔,💔
7,“i lie because i didn’t want you to know how much it hurt me” -unknown 💔,💔
8,we suspect this.poor baby 💔,💔
9,"just wonder 🇺🇸, r you a tire &amp; embarrass a i be that 🇺🇸 ha a wh that can't tell the truth or structure an english sentence⁉️ 👀🙏🏼💔🇺🇸",💔
10,i would love to! who doesn't! let's arrange the schedule~~ let's meet before your enlistment 💔,💔
11,thank you for share your story. you be so brave and i be so sorry for your loss. 💔,💔
12,rip grumpy cat/tardar sauce 💔🐱,💔
13,#bossmonopolyllc 🌴❤💔❤🍷 go checkout my new song #playas 🌴❤💔❤🍷 listen to playas 💯💰 by motown black…,💔
14,oh no not at all 😂💔,💔
15,his walk here along with his break heart &amp; his shayari pierce through our hearts💔as always do a sple…,💔
16,i can be your everything even your biggest mistake 💔,💔
17,i would destroy myself to fix you💔❤️.,💔
18,#got episode 3 wa incredible 💔,💔
19,everything mean nothing if i can't have you. 💔,💔
20,may allah swt ease your pain and provide you with a way out. ameen😇💔,💔
21,this scene get me everytime😭😭😭😭😭💔💔💔,💔
22,i be sad💔💔.,💔
23,the hottest love ha the coldest end ! #charothahahaha💔💔,💔
24,love be fragile be careful what your move one wrong move you will regret 😢💔,💔
25,"what happen here, stay here 💔😭#hercai",💔
26,a tribute piece to honor i'm still very sad for her loss. i love you grumpy kitty. rip 🐈🌼🌺🌻🌹💔😿…,💔
27,"i love you cuz, i’m so sorry💔",💔
28,"""this be bea de leon wear jersey no.14 from the ateneo lady eagles, be now sign to the uaap."" 💔 it's hard to…",💔
29,you win our hearts. 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏😑👏👏👏💔👏👏👏😥👏👏👏👏👏,💔
30,nah fr fr i’m really fuck up 💔🙇🏽‍♀️,💔
31,yes we know😭😭😭😭💔,💔
32,"yeah, along side swedish ronnie peterson this guy hold a hero status in my youth. 💔✝️",💔
33,i know what’s right but i do what’s wrong and i’m kill myself in the process help me jesus please🙏🏾💔,💔
34,"it's hard for me to end a conversation with ""i love you"" when i know it's not true ✊💔😭🖤",💔
35,dam i miss my grandma y'all 😩💔😭 it hurt just a much now a it do then. i don't think it'll ever go away until i…,💔
36,"since i didn't know what to write about for this french essay, i end up write about how i lose my fiancé😂😭💔😢🤔👀",💔
37,💔 winter be here!,💔
38,i didn't deserve 💔😭,💔
39,👨: i love you.👧: i love you 3000.💔💔💔💔,💔
40,please for humanity please please for god sake!!!💔 please,💔
41,my heartfelt condolence on the loss of your grandma 😔💔,💔
42,lmao same 💀💔,💔
43,wai ma mallam jackson😂💔. thank mehn.,💔
44,elizabeth see the new mountie for the first time 💔😕💕 #heartiesunite #hearties #heartiesunited #aussiehearties…,💔
45,unfortunately i can't since it's online 💔 i place an order on yesasia and hopefully this time i will get it,💔
46,nothing hurt more than miss someone who be no longer alive. 💔,💔
47,we be break up for 1yr 1/2 an im still sendin good morning txt 💯 my love for you be genuine💯 an consistent ♾💔,💔
48,will u win the game? or u ll lose a usual? 💔,💔
49,sky a always be my bias wrecker💔💔🌋#bbmastopsocial exo,💔
50,oh no gendry what be you think 💔💔💔,💔
51,reynolds cry ha break my heart 😭😭💔💔 #newamsterdam,💔
52,“i love you 3000” 😭💔,💔
53,also turn him into a alcoholic demi god 💔,💔
54,you're enjoy the fact you're go to wreck u all...aren't you? 😭😭😭😭😭💔💔💔💔💔💔💔💔💔💔💔💔💔💔😭😭😭#battleofwinterfell,💔
55,scar from love 💔,💔
56,"at anytime when you become uncomfortable in a relationship, then it be time to end it.💔",💔
57,raining🌧me in car🚗old couple on motorcycle 🏍️my heart ♡breaks💔,💔
58,what 9yr old child murder his momma?😱💔,💔
59,ihhhm💔😪what do we do! 💔i know dm be liken to prayer on these streets.. some get answer some do no…,💔
60,so sad 😔 what a beautiful handsome young man 💔,💔
61,set me free babe💔,💔
62,drop your name(1) if i reply ❤ you be cute(2) if i reply 💥 tweet be good(3) if i reply 💔 you be strang…,💔
63,life of every memer: 😂 /💔\ /\#copied,💔
64,ive literally never have a group💔 let start a new one💚💚💚💚,💔
65,me too 💔💔💔💔there’s a cat come into our house but can’t find any open for it to come in. we have floor board up a on do…,💔
66,tony 💔#avengersendgame,💔
67,"find myself cry and ask god to make this pain go away, i don't wanna love anymore. 😢💔",💔
68,i’m a cry baby but when i wipe my tear i’m a fuck demon 💔👿,💔
69,"yhu hai the proteas, joshua and tot 💔",💔
70,"reporting, shooting, review, final 💔",💔
71,"why won’t you do it for me, when all i do be for you? ;(😞🤟🏾🤮🤧🖤💔🥀🥀🍂🥀⚡️🕷+++ (cellophane- fka twigs)",💔
72,omg well don’t u start nicole 💔,💔
73,omg...i hope this incident strip her from any parental rights...and the newborn 👶 will have a life w/o abuse...💔💔💔👼,💔
74,im so sad tht im break rn 😭😭😭💔,💔
75,the best of all time 👏💔,💔
76,so completely heartbreaking 😭😭😭😭😭😭💔💔💔💔,💔
77,"i know jaime be fulfil the ""in the arm of the woman i love"" line 😭💔",💔
78,rip to a real one 💔,💔
79,i miss him but at some point we have to stop waste each other time. two different soul on two different journey in life💔,💔
80,i finish the chap update now im 😔💔💗,💔
81,i'm not ready 😪💔😭,💔
82,i’m so sorry what you go thru olly 💔,💔
83,verga... 🥺💔 that shit hurt,💔
84,what a beautiful boy! 😍 i hope someone adopt him and show him all the love in the world! 💜 this break my heart! 💔,💔
85,"tell me where forgetfulness be sold, where do i find my former face, and how can i get back to myself?just tell me so i can fix my life 💔",💔
86,my heart hurt for q man. i couldn’t imagine. we all miss mac but man. 💔,💔
87,"i be so very sorry for your loss. if love could have save her, she would have live forever. 💔",💔
88,life be too short to hide your feelings. don't be afraid to say what you feel💔,💔
89,self harm. ☹️💔,💔
90,don’t trust too much. don’t love too much. don’t hope too much. because that too much can hurt you so much 😃💔---…,💔
91,it’s better w/ someone 🥺💔,💔
92,#gameofthronesfinale bye bye the greatest show ever💔bye bye game of thrones💔,💔
93,"just when i think i get the way , the wind change 🌪️now , i'm completely lose 💔😪",💔
94,if only i could get all your pain and agony😭💔,💔
95,...children of their own.facts g’ miss the karnal! 💔,💔
96,just a little video for our 22 angel and manchester 🐝💛💔feel free to share x,💔
97,"#andrewfreund ,,,,,,,,, i will fight for you💔🙏🤛🤜",💔
98,okay all my friend who r younger then me have boyfriend the disrespect .. i don’t even have a first love 👁👄👁💔,💔
99,rip iron man 😪💔,💔
100,i badly wanna to go to university. 💔,💔
101,i’m fuck tire of this fake love‼️💔 can someone just give me some real fuck love😔,💔
102,"you be the best , still not believe that goshh i love youuuuu💔",💔
103,we act like we don't know each other again and it's fvcking hurt me a lot 💔,💔
104,userious ka di lemon cream? 💔,💔
105,i want arya and gendry together 💔,💔
106,omg 😭 i’m so sorry for your loss 💔,💔
107,i just spend 2 whole week vacation with him and then drop him off at the airport... best believe i cry my eye out😭💔,💔
108,"today, i’m take back my strength and my power and realize my worth. 💔🌴",💔
109,"i be completely devastated, bruh💔",💔
110,im so upset im not go to their conce in phoenix 🥺💔💔💔,💔
111,abby be sad break my heart into piece ☹️☹️☹️☹️☹️☹️☹️☹️☹️😭😭😭😭😭😭💔💔💔💔💔💔💔💔,💔
112,"//tell the mirror what you know she's hear before ""i don't wanna be you anymore""// 🌹💔",💔
113,listen to 💔 burden 💔 w/ jesse night [prod. tothegood] by tɛɱpѳʀxʀy #np on #soundcloud,💔
114,thank you my life💔💔❤️❤️,💔
115,i just miss you. 😣💔,💔
116,my heart isn't all ready 😭💔jummah mubarak 💌,💔
117,what a life 💔,💔
118,have anxiety suck soooooo damn much 😩💔 but whatever thank to my bff bubba who's always there for…,💔
119,atp fuck this love shit 💯💔,💔
120,start from the begin duh 🙄 i think i teach you better 🤦🏼‍♂️😞if u love a person just love him but don't own him.-💔,💔
121,"you hang up the phone &amp; get otp w your other boo, stop play w my heart 💔",💔
122,ah man! i’m basically hang with tourist all day. i don’t wanna be them 😭💔,💔
123,only u did😔💔💔,💔
124,mh heart be break 💔💔,💔
125,"i’m not crying, you’re cry 💔💔💔💔",💔
126,yes cuz ion have nobody rn 💔😩,💔
127,these clip of #durbanflood be really heart breaking. i can not even begin to imagine what the decease felt..my heart 💔,💔
128,man i miss x 💔,💔
129,might be get him next week. 💔,💔
130,i fcking feel the pain💔,💔
131,this 43evheartless hard 🔥🔥💔🖤,💔
132,shawn's beautiful curl be destroy by all that hair gel. a crime 💔#metgala,💔
133,i actually hate that joel kinnaman isn't play kovacs in season 2 of alter carbon 💔 i will forever love my boy…,💔
134,i want to 🤧🤧🤧this week wasn’t enough! 💔,💔
135,we're really crush on the new bop #finduagain u do it 💔💔💔,💔
