,contents,emoji
0,contents,emoji
1,"thunder, lightning, and heavy rain 🌧 over here in fall church",🌧
2,📍adana’da bugün hava durumu#havadurumu 🌧☁️🌤🗓2️⃣6️⃣nisan2️⃣0️⃣1️⃣9️⃣➡️,🌧
3,shet huy fav weather!!!!! ☹️🌧,🌧
4,#hyon forecast hella cloudy for clown like this. let it rain 🌧 good luck 👍,🌧
5,🌧 while talk to u,🌧
6,raining🌧me in car🚗old couple on motorcycle 🏍️my heart ♡breaks💔,🌧
7,☀️ today with a slight chance of afternoon 🌧. great day to play some 🏌️‍♂️⛳️🏌️‍♀️ #bcc #golfcourselife…,🌧
8,"can’t wait til it rain, i’m go outside and do it for lil saint ✊🏾🕺🏾🌧",🌧
9,invierno 🌧️ #bbmastopsocial bts,🌧
10,wake up to the sound of rain and no agenda for the day... 🌧☺️ alexa cue sunday morning by maroon 5,🌧
11,"happy thursday sox and daisy 😻😽🐾😺 your catbag and sun puddle be pawsome, we just have rain again today🌧😼h…",🌧
12,it’s safe to say that everyone remember the downpour during party on the playground last year. 🌧💦🌊ugh. the pto wou…,🌧
13,east coast get hit pretty good with rain 🌧 and thunderstorm ⛈ yesterday and today,🌧
14,#crypto mkt cap last hour🚀$solve +4.845m$npxs +4.643m$enj +4.159m🌧️$btc -765.336m$eth -131.351m$xrp -91.2…,🌧
15,a rainbow after d rain 🌧🌈,🌧
16,"maybe gonna buy day go later, just to have a game for day like today 🌧🙃",🌧
17,pluviophile-im the person who love comfort from the rain🌧,🌧
18,don't forget to stop by and take advantage of our lease deals! #jeep 🌧️,🌧
19,rainy weather 🌧,🌧
20,you know when rain be heavy when it look like a cloud smash into the ground.... 🌪🌧,🌧
21,aaaaaa favoriteee 💙🌧️,🌧
22,9:36 be - rainy morning 🌿🌧,🌧
23,#crypto price change last hour🚀$2give +20.17%$bora +20.17%$xcp +14.41%🌧️$pton -10.98%$btt -8.20%$pot -7.…,🌧
24,"liquid sunshine, everyone! #flwx #tallahassee ☀️🌧",🌧
25,🌧april shower → bring may 🤣 funny! this week canadian comedy superstar 🇨🇦🤣⭐️- be here! soon -…,🌧
26,piddle down here. 🌧🌧🌧☔☔☔,🌧
27,"#demaweatherreporttoday we can expect cloud and sun, with a few showers. ⛅️ 🌧 high of 53°, low of 38°",🌧
28,it’s be rain all week and my skin be screaming. 🌧 i need some☀️ here.,🌧
29,"🌧rain rain go away🌧what kind of outfit would you like to see? particular occasion? a certain colour? 1 item, diff…",🌧
30,finally ni uwan njud sa cebu woahhh thank god!🤗🌧,🌧
31,"🌧 here in edinburgh now, i expect it’s arrive at the moor too. should mean the course be ready for…",🌧
32,𝘈𝘧𝘵𝘦𝘳 𝘵𝘩𝘦 𝘳𝘢𝘪𝘯 🌧,🌧
33,it a nasty wet sunday morning 🌧️☂️why not treat yourself to a tasty mcdonalds breakfast? ☕ deliver to you in yo…,🌧
34,great it's rain now 🌧,🌧
35,lluvia🌧#bbmastopsocial bts,🌧
36,"i've be count the day &amp; it finally here. 🌧☔🌧 &amp; quite literally outside, after several magnif…",🌧
37,moin ed 😀🌧️🍀☕☕☕,🌧
38,great. yeah i’m excite to see them grow too. but will need some 🌧🌧 or might not grow at all. 🤞🏻🤞🏻,🌧
39,weather: *is nice*me: *hangs laundry out*weather: syke! 🌧️🌧️🌧️🌧️🌧️🌧️🌧️,🌧
40,i saw lightning.... wait for the rain! ☺️🌧,🌧
41,good morning everyone 🌧 hope y’all be have a great day ☺️,🌧
42,"#météo matin, ⛅ ☀ ☀🌤☁⛅☀⛅⛅☀☀⛅☁☁⛅🌦 ☀☀🌤☀🌤⛅🌧🌧 ☀🌤☀☀🌤☁☁ 🌦…",🌧
43,ughhh i miss this. jeon jungkook 🥺😭🌧,🌧
44,grateful thing one can do when it's rain be to let it rain and admire it. 🍂 ♥️ 🌧 #milano #milan #lombardia #rain…,🌧
45,rainy sunday 🌧 🥞,🌧
46,tgif! 🌧 the rain won’t stop us! ☔️ five more hydropool self clean hot tub be deliver today to this beautifu…,🌧
47,i love the rain 🌧 :),🌧
48,this rain 🌧🙌🏾🙃,🌧
49,"eeeeeeh, this weather can’t make it mind up! #ukweather ☀️🌧🔥❄️",🌧
50,☀️ ☁️ 🌧 weather update: it’s 75 and humid right now. not a cloud in the sky which make for quite the view of the m…,🌧
51,hello. this be carol. let's search tasty food with me around the world. i be in new zealand🇳🇿. the weather now be 🌧…,🌧
52,friday. rain. 🌧 #kswx,🌧
53,may it rain there seriously 🌧,🌧
54,first brew of the year! 😘🌧🌧🌧,🌧
55,a hot drink on a rainy day always make the perfect reading/writing atmosphere. ☕🌧️📖♥️ #booklovers…,🌧
56,no one:no one at all:california this year 🌧 :,🌧
57,lucky! we only get 3 here in seattle 🌧,🌧
58,it’s rain 🌧 day at wg...........,🌧
59,lowkey love this rain rn 🌧,🌧
60,make it rain. 🌧,🌧
61,it such a nice day to sleep but i have work :-(( 🌧,🌧
62,and normal british weather resume 🌧,🌧
63,i be thomas be like 14 so his 🅱️ 🌧 isn’t develop,🌧
64,🏳️‍🌈 #pride2019🏳️‍🌈🌧 or ☀️our team &amp; our community show up to support &amp; celebrate!amazing to hear people shout “w…,🌧
65,rain and rain 🌧,🌧
66,aaahhhhh yas 🌧 just what i need,🌧
67,canny beat a bite eh putang pie chrissy bhoy 😂sunshine ☀️ go come with rainy 🌧☔️ days‼️,🌧
68,cuddle weather 🥰🌧,🌧
69,#김남준 : forever rain 🌧,🌧
70,gameday‼️ wildcat host concorde district rival westfield.... weather permit of course 🌧game details: 🏠 the…,🌧
71,"nope! rainy april and it seems, so far, rainy may! 🌧☔",🌧
72,lovin’ the weather 🌧,🌧
73,#vejrudsigt #danmark - i aften : 🌕 🌕🌕 🌕🌕🌕🌕 🌧🌕🌕🌕🌕 🌧☁🌕🌕🌕🌕 🌧 🌕 🌕 🌕 🌕 🌧🌕🌕🌕 🌕 🌕🌕 🌕 🌕 🌕 🌕🌕🌕 🌕…,🌧
74,🇬🇷 💙🌧️🌀🌬️#atenas #grecia #viaje #peruana #athens #travel #greece #trip #areopagus #monuments #museums #parthenon…,🌧
75,the sky be cry 🌧,🌧
76,let it rain ☁️🌧🌧,🌧
77,if u can get it planted. 🌧🚣‍♀️,🌧
78,i'm so cold 😞🌧,🌧
79,the calm before the storm this morning🌧,🌧
80,thats how be stick at home 🌧,🌧
81,#crypto mkt cap last hour🚀$btc +371.456m$xrp +43.552m$ltc +27.746m🌧️$cro -3.728m$ont -1.840m$bts -1.164m#bitcoin #cryptocurrency,🌧
82,one week leave in portland. ✌🏻trading:🌲 for 🌴🌧 for ☀️🏔 for 🌆,🌧
83,now the rain weep o’er his hall and not a soul to hear🌧🎼,🌧
84,i just love this song!!🌧🎶 thank u dominick!!💞💞🤠⭐ it quite fitting☺ he's go to b in mississippi in…,🌧
85,#お目々にコーヒータイムweather be a bite shit today tbh 😢🌧️☔,🌧
86,pho in this rainy day 🌧,🌧
87,what’s your favorite rainy day album? 🎧🌧,🌧
88,love 💕 to hear the sound of the rain 🌧 xxx .,🌧
89,"🌧️ #ipswich light rain stop in 40 min 10°c with rain, mostly cloudy throughout the day with high of 13°c #myweather",🌧
90,#mindbodythoughtsdiaries:when #life #rains on #your #parade👉🏾⛈🌧⛈🌧👉🏾...bring out the #slip 'n' #slide 👇🏾👇🏾…,🌧
91,with the blustery weather outside🌧 why not escape the rain by head into the brasserie at wivenhoe house to enjoy…,🌧
92,when it rains... it pour 🌧,🌧
93,"i can imagine linda😊 feel like a get through sort of day, the weather rubbish 🌧🌧🌧 i’m off to my…",🌧
94,"so, let’s play fortnite! 🤔rain 🌧 #bbmastopsocial bts",🌧
95,soak wet condition at this wa the view from the car beforehand. but #stormhannah🌧️ d…,🌧
96,"bring your raincoat for day 2 over 30,000 turn up yesterday some intrigue game today 🌧 #magicweekend…",🌧
97,if u trynna hear the tape early quote this w a “🌧” and i’ll send u a 2 song,🌧
98,rain rain go away!!☀️ i actually hate rain 🌧,🌧
99,cozy monday. 🌧️☕,🌧
100,hop to finish our gear 2 run today with a little 7d2d add in!letting the kid play in the rain a little. 🌧,🌧
101,i love the smell of rain so much 🌧,🌧
102,already is. nutts corner 🌧️,🌧
103,alrighty how much rainfall have you have #gippsnews farmers? biggest gippsland total i can see from be 61mm at omeo 🌧🌧🌧,🌧
104,"i want to be a t-rex 🦖 , pro wrestler 🤼‍♂️, meteorologist 🌧, and a pilot 👨‍✈️. end up in the av…",🌧
105,kevin crush it today! tell him we’re all pump to see him on again ☀️🌤🌧#takeyourchildtoworkday,🌧
106,i can kiss my man in the rain tonight 😘💧🌧,🌧
