,contents,emoji
0,contents,emoji
1,bff roxel steal shoot cheer 🥃🍷😅😂🙌👌,🍷
2,we're nearly ready for a fantabulous weekend.. look gooood 🍻🍺🍷#sheffieldissuper,🍷
3,#bossmonopolyllc 🌴❤💔❤🍷 go checkout my new song #playas 🌴❤💔❤🍷 listen to playas 💯💰 by motown black #np on #soundcloud,🍷
4,#bossmonopolyllc 🌴❤💔❤🍷 go checkout my new song #playas 🌴❤💔❤🍷 listen to playas 💯💰 by motown black…,🍷
5,what an #innovative product from 🍷 the first ever #onthego #redwine stain prevent lip &amp; teeth balm. i…,🍷
6,happy birthday cool blogging lady 😃🎈🎂🍷,🍷
7,i want some wine🍷,🍷
8,a night out with the girl 🍷❤👡 thank for the chance to win xxx ❤,🍷
9,many happy return of the day ayesha ....stay bless 😍🍸🍷🍹🍨🍰🍩,🍷
10,my beautiful love with 100 naira my day be so cool without stress. 🍀🍷🙌🏼,🍷
11,don’t know when i’ll ever get 4.0 again but this call for serious alcohol 🍷🎉,🍷
12,#🍷 rowan fee photography,🍷
13,"hell yeah, my munchkins just leave with their parent n i need my wine🍷",🍷
14,i am! enjoy a glass of wine! 🍷. thank so much for check on me! 🤗,🍷
15,if you my girlfriend just know we split the bill 🍷🤔,🍷
16,"even sweetie 🔥😊ta chuck, cheer hunny 😉welcome, you know it 🤣😱 i'm sure your manage to 🍷🍷xx",🍷
17,😈🍷🔥gg i tried. i feel like i could've do better tbh. i need to practice more qwq reee,🍷
18,"cracking, full-bodied review of #bordeaux by 🍷... also in we look at huge art show…",🍷
19,- biggest sunday a paris tour 🍷🍷 - 5pm-8pm- free drink include 💚 art-food-love 🎈,🍷
20,🍷link playlist battleofteamsduracion: 4 horas#wherethepartyat#teamlatam,🍷
21,be you on the australian shiraz again jason 😂🍷,🍷
22,congratulation 🎉🎈🍾🍷🍺,🍷
23,wine kinda night 🍷,🍷
24,no better #mancrushmonday than hab! 🍷🐐 #mcm #winefest22,🍷
25,"at the age of 36, i wa 'id-ed' to buy wine 🍷 lol 🤣🤣",🍷
26,i wish i wasn’t take so much medication rn. cause i need some alcohol rn 🍷,🍷
27,depend how much you’ve have to drink 🍷,🍷
28,i wanna pop open this stella black lol ♠️🍷,🍷
29,"cheers, and goodnight. 🐖🍷✨ #cheers #eveningcheers #tgif #fridaynight #simplejoys #bacon #baconandblanc #whitewine…",🍷
30,danke ed 🍷😘,🍷
31,ima get fuck up tonight 🍷🍹🥂🍷,🍷
32,"my even in detroit, while i’ve be home, have be everything i need them to be 🌙🍷💆🏽‍♀️",🍷
33,watch what happen at 2:11 in broadcast: an afternoon of original music at burnsville wine 🍷🌸🥰…,🍷
34,yes can’t wait 🍷 ♥️ 🇨🇦,🍷
35,congratulation honey you do well and work hard.im so happy and proud!!! 사랑해 💕💜🍷,🍷
36,same energy 🍷,🍷
37,i’ll meet you there! 🍹 🍷 🍸 #meliapuntacana,🍷
38,congratulation 🎊🎊🎊🎊🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🍷🍷🍷🍷🍷🍷,🍷
39,yes 👏🏼 bitch 👏🏼 farm 👏🏼 that 🖖🏼🍷🍇🍷,🍷
40,"she spend her time drink 🍷 in her live room, all that good 💦🍍💣 can’t find one to give it to 🤷🏽‍♀️",🍷
41,i’ll drink to that 🍷,🍷
42,a wl wine bottle de-corker 🍷🍷made in west germany 🇩🇪🛒,🍷
43,the rain ha stopped! come enjoy the beatles on vinyl at 8 &amp; a xl glass of wine!🎶🥂🍷😊#magicalmysterytour #thebeatles…,🍷
44,🍷definitely have a glass of wine down la ramblas,🍷
45,i've already open the wine 😉🍷,🍷
46,and you too!😀🍷🍺,🍷
47,wine &amp; dine event at my place tonight 🍷🌃,🍷
