,contents,emoji
0,contents,emoji
1,rat tarde tv 📺 #intrusos 🗣3.1#elshowdelproblema 💥3.6#ddm 🗞5.1#cortaporlozano 💇‍♀️6.4#corteyconfeccion 👗7.8…,🗣
2,this go out to all my bottom in red bottom 🗣,🗣
3,or lie to other people🗣🗣,🗣
4,🗣 cute face and as swole,🗣
5,louder please 🗣️🗣️🗣️,🗣
6,"girl you let them boy play u ....they don’t betray u ,u betray u🗣🤦🏽‍♀️🙃",🗣
7,"a much a i enjoy turn up, look you will never catch me turn up in the rain and the snow 🗣 it’s not worth it periodt",🗣
8,"make a table top rpg podcast 🗣🗣... i mean, if y’all want... i love your show 💖",🗣
9,"this go live in about 10 mins, tune in and i’ll be in the chat 🗣#avfc #dcfc #eflplayoffs",🗣
10,🗣 next weekend staing friday!!!!place your order with,🗣
11,ian trippin lls it be what the fuck it be at this point 🗣💁🏽‍♀️‼️,🗣
12,oml smooth af 🗣😂,🗣
13,"call all small business owners!🗣️🗣️🗣️🗣️ service list ja. be a proud sponsor of jamaican small business support,…",🗣
14,ill speak for the whole class of 2020 on dat 🗣,🗣
15,i want it so imma go get it 🗣,🗣
16,windmill in the half court👀🗣,🗣
17,this bih slap so hard damn 🗣,🗣
18,🗣dats my muhfuckin zaria.. let em kno baby,🗣
19,i wanna give up so goddamn bad 🗣 but i kno that’s wut sum people want and i cannot let that shit happen.,🗣
20,🗣 level upi don’t know man but that’s all i’ve be hear in my head....thanks nipsey for the reminder 🙏🏽🕊😇,🗣
21,it mean some when that ch across my chest🗣,🗣
22,"not the “old stockings”, bruh!! 🗣😂😂😂",🗣
23,a bitch who bout it will never intimidate me 🗣 so what make you think yo weak as will ?,🗣
24,gym work at 2:00 in the morning 🗣 i need my opportunity it’s only right 🗣❤️🏀,🗣
25,i fw everybody the same way they fwm 😌 this shit go both way 🤷🏾‍♀️🗣 i don’t owe nobody shit ‼️,🗣
26,"you glow different when you’re not hating, hurting, bitter, miserable, or messy 🗣🥰.",🗣
27,make enough to comfortably support me and my momma 🗣,🗣
28,really snap 👀🗣🔥🔥🔥🔥🔥,🗣
29,🗣 switch to almond milk,🗣
30,call all girl boss and hustler 🗣 we now offer wholesale pack for your boutique &amp; stores! visit…,🗣
31,all you gotta do be lie to me one time and ya do 🗣,🗣
