,contents,emoji
0,contents,emoji
1,hi fam please stream boy with luv 600k more and we’ll have that 200m pleaseeee??🥺👉🏻👈🏻💜 we only have1hour left! #bbmastopsocial bts,👈
2,taehyun please hold hand with yoongi 👉🏽👈🏽,👈
3,can they also add every other song 😔👉🏻👈🏻,👈
4,"can i,,,,,,,,post my boobs? 😪👉👈",👈
5,who stay up till three in the morning read manhua and cry like a baby at the end 😁👈,👈
6,wish me luck😟😟👉👈,👈
7,wow‼️ 👉scammer alert👈i just get this in the mail today. they mail it to me at my address. ask me if this oth…,👈
8,hi follow me = follow u 👈👉,👈
9,i really wanna attend bbmas one day for bts and hopefully if they go next year i can do so 👉🏼👈🏼,👈
10,"👉👈can i be your assistant?happy early tuesday🐝don’t put to much pressure on you, i know you can do wtv you set yourself to, stay strong and…",👈
11,i love lee taemin so muchmay he come to france with affordable prices😍👉🏾👈🏾,👈
12,#ironman: army attend the speak yourself tour please say hello to my bias kim seokjin for me 🥺👉🏽👈🏽 it would mean the world,👈
13,can i get footage please 👉👈,👈
14,pretty 👈👈👈👈👈👈,👈
15,i may be in love with jimin 👉🏼👈🏼,👈
16,u fav fren 👉👈,👈
17,"i wa bear for this shit, don’t let nothing pas me 🚪👈🏻",👈
18,just finish make the playlist and i think i put too many song ???? 👉🏻👈🏻,👈
19,;)follow everyone who like this 💲👈,👈
20,wanna bet? (😭👈me earlier during the movie),👈
21,i’m gonna see today 👉🏻👈🏻,👈
22,erm sell my skz ticket 👉👈 but now i get $180 i can spend on clothe hekwkwkwndnensjdjkdkdkd,👈
23,wanna be twitter friend 👉🏼👈🏼 🥺,👈
24,do you really call yourself dray twits? 👈🙄🤕,👈
25,thank you👉🏼👈🏼😔 💕,👈
26,already do that... you know me😻🔥👈,👈
27,"wish we could give california back to mexico, but i don't think they would take it ... too many illegals 👈",👈
28,"great, now i be think about that kid/man and i want to find him and shout loudly (👈🏾adv.…",👈
29,/ guess who’s gay? 👈,👈
30,i saw a liddol girl with a liddol tata keychain. i’m soft🥺👉🏻👈🏻,👈
31,"hello, yves! the pancake look delicious, yum. i'm hungry. can i have more than 2 plates? 👉👈",👈
32,we both be 🥺👉👈,👈
33,bodybuilding 👈,👈
34,im do a hand study to practice for my art schtuff so doe anyone have a picture of bang chan’s hand 👉🏼👈🏼,👈
35,doe anyone know what i’m talk about? 👉🏼👈🏼,👈
36,👉 drooliciousness at it best!! 👈,👈
37,"in all you do, try be a wow, and not a woe. - anthony liccione••swipe 👈🏽, 🖤, follow me &amp; beautifulpsycho__ ,…",👈
38,i’m marry an idiot. 👈🏽 i do not like my keyboard. 😠,👈
39,cause 👉👈 i want to,👈
40,"ug police be like ""my friend 🙄am not your friend💁, shut up &amp; start talking👈.",👈
41,"la mantis, orphan black, the 100, get 👉👈",👈
42,but true 👈👊👊,👈
43,👉🌹good morning have a fabulous day🌹👈,👈
44,jiminnie feel good cause he's wear this hat 🥺👉🏻👈🏻,👈
45,make a new acc hope we can be friend 👉👈,👈
46,any moot na box a 320?? 👉👈,👈
