,contents,emoji
0,contents,emoji
1,🍾🍾🍾we will be host the end of season award dinner at oakwell this evening! keep your eye on u to find out t…,🍾
2,25:04:2019congratulations 🎊🍾 event planner: event secured👮🏿‍♂️💪🏿 ace-olivia,🍾
3,congrats bro 🍾🍾🍾,🍾
4,"thank you , i be sure they will be need the energy boost! should keep them go to the pub 🍺🍾…",🍾
5,congratulation to #jimin 🎉🍾🎈ranked 🥇 four consecutive month #지민 #btsjimin #박지민 #bbmastopsocial,🍾
6,whettttttt 😩 now we gotta pull up to the job 🍾😂,🍾
7,happy birthday!!! i hope you have a wonderful day 🥳🍾,🍾
8,congrats 🎉🍾🎈happy anniversary ♥️,🍾
9,"i know, so sorry dear 😟😟 but i'll keep you inform ! i hope he will win 🍾👑🎉",🍾
10,im not #hungover 🥴 but i’m bloody #starving 😋 #outlastnight 🥂🍾 xx,🍾
11,flip it like a pan caaaaake!!! 🔥🔥🔥🔥🔥🔥🔥🍾🙏🏼🙌🏼🙌🏼,🍾
12,bro you’re kill it; we should 10/10 have a celebratory drink at some point. congrats 🎉🍾,🍾
13,win on both ought to be mention too....🍾🥂👏👏👏👏,🍾
14,lucas moura you absolute hero! come on spur 🍾🍾🍾,🍾
15,congratulation 🍾 🥂 to the new mr. and mrs. galasso! #weddingseason #weddingszn #goodtimes #ralphcalledit ! harbo…,🍾
16,congratulation ❤️🍾🎈,🍾
17,so look forward to a night out tomorrow in edinburgh tomorrow with my bestie 🍾🥂,🍾
18,i understand the sauvignon bit. cheers! hic 🍾,🍾
19,"good knowledge graham 😀, happy birthday ginny 🍾🥂thankyou pooooo #ashdatetanight",🍾
20,congrats 🍾 i love you 💜,🍾
21,happy anniversary to you both! 🥂🍾🎉,🍾
22,congratulations. 🍾 a fabulous read. #creativebizhour,🍾
23,i love you 😍and congratulation 🍾,🍾
24,hope you enjoy it and 🍾🍸to many more happy and wonderful returns!🌺💐,🍾
25,it’s this weekend 🤩🤩🤩🤩🍾🎉🍾🍾,🍾
26,congratulation on a major milestone bro it’s up from here. 🔥🔥🔥🍾🍾🍾 never forget we get ya back reg…,🍾
27,wooooow 2 gold silver 🍾🍾🍾🍾🍾🍾🥇🥈🥇🥈🥈#leedsblue gold and silver #yorkshirefiore gold #yorkshirepecorino silver 😍😍😍😍,🍾
28,🍾🍾🍾 winner! 🍾🍾🍾and the winner of the free cosmetic tattoo brow makeover isssss...... lisa pollard!congrat…,🍾
