,contents,emoji
0,contents,emoji
1,khalid so dope i love see a brother succeed especially a talented one ✊🏾,✊
2,tyl omg!!!!!✊🏻😍,✊
3,same your way bro ✊🏽. hmu,✊
4,be ya self. 😘😍 be r-rod ya favorite rapper ryt ✊🔥🤞,✊
5,i'm in!!! ✊🏿✊🏿✊🏿,✊
6,"pull through a little longer, me and the rest of kai nation belief in you 😔✊",✊
7,"rip tasha, we'll remember you✊🏻😔",✊
8,god damn right i’m pro abortion. ✊🏻,✊
9,i’m finally home omg 😩✊🏼,✊
10,nam 🥺😍😍✊🏼✊🏼😔🤧 #bbmastopsocial bts,✊
11,winner of the bodmin youth tournament today 🏆✊🏻,✊
12,yes!!!! we have this on tape!! thank u récord-nim ✊🏼,✊
13,ya’ll win the series but we smack that booty tonight. ⚾️👼🏻 thank for catch a game with me brodie ✊🏽…,✊
14,wait until ryujin oppa get the line on july comeback 😩✊🏻,✊
15,might fuck around and | 👀 | \ / ____| |_____/ ✊__/\_✊kill myself,✊
16,"we get this sis, we can prevail ✊",✊
17,finally some good news. protection for the lgbtq community 👏🏾💪🏾✊🏾. i hope there's serious punishment fo…,✊
18,"it's hard for me to end a conversation with ""i love you"" when i know it's not true ✊💔😭🖤",✊
19,can’t beat a garden party. get it go ✊️,✊
20,always fight the good fight ✊✊✊,✊
21,dance king ✊🏻,✊
22,i’m the favorite ✊✊,✊
23,fight fight fight ✊🏻✊🏻,✊
24,be these bots? ok 😭✊ #btsatrosebowl,✊
25,thank you meagan ✊🏾🙏🏾,✊
26,miss my baby 😔✊,✊
27,we be lead ✊🏽 #sainauguration19,✊
28,oh my god this be it💜✊ fight,✊
29,“the pain could never be erase remain and turn it into strength.” asilaydying ✊🏻🤘🏻🖤📸,✊
30,final day 1 ✅✊🏻......4 day to go 😭😂,✊
31,agree with every word ✊🏽,✊
32,then the hotel must be an army too✊🏼,✊
33,money ain’t nothing to me if you family✊🏾💯,✊
34,3j just cancel all the album unboxers out there😔✊,✊
35,yes please😭💜✊#bbmastopsocial bts,✊
36,"yes, special bond since day one! 😭✊🏻",✊
37,malukai let’s me know when my septum ring be crook &amp; don’t let me walk around lookin like a fool lol he’s a real one 🤣✊🏼,✊
38,lovely photo. hope your all well ✊️🏁❤️,✊
39,"i didn't choose the ugly, the ugly choose me ✊🏼",✊
40,honestly same. ✊🏻,✊
41,"on some next level shits, sai baba ✊",✊
42,we love that for her honestly 😔✊🏼,✊
43,"reality: a pachiri like sihun, not to mention others like seobin and yuri a well. 😔✊",✊
44,i know the hooper in you would understand ✊🏽,✊
45,i like when he's drink ✊,✊
46,idk why ashton delete all his photo from ig and idk why but i'm scaredi didn’t knw that you can slurp on pizza cheese like noodle oof everyday jungkook teach u something new 😔✊️,✊
47,episode 4 #iambrucelee✊🏾⚖️💯#walkon like a #warrior 🐉 🔥 #brucelee #warriormax #basedonthewritingsofbrucelee,✊
48,get you a friend who spam you while you're asleep just to annoy you ✊ ps: you better watch out for my revenge 😤,✊
49,i'm join you 😔✊,✊
50,all the feel ✊😫,✊
51,it’s only a matter of time bro 👀✊🏼,✊
52,"can’t wait til it rain, i’m go outside and do it for lil saint ✊🏾🕺🏾🌧",✊
