,contents,emoji
0,contents,emoji
1,i wishhhhh 😞,😞
2,"love that i wait two year for sloppy editing, rush episodes, and a disappoint ending. #gotfinale 😞",😞
3,"i have no business scream that loud,,, this be my fault 😞",😞
4,why have they do this 😞,😞
5,i wish someone wa massage my head rn 😞,😞
6,this dissertation anxiety be really not good for my heart 😞,😞
7,i feel like hot garbage. help. 😞,😞
8,just by her post. wwe don't wanna give u that becky. 😞,😞
9,all my oomfs who tell me😞😞 thank you love u guy,😞
10,$ 😞follow me &amp; everyone who reply ifb or retweet it,😞
11,can’t sleep 😞,😞
12,i want one😍😍😍😍😍i love my cat but so miss have a dog😞😞,😞
13,"ah okie, wa look everywhere and all i get only people clown him 😞 thank you, tho!! 💜",😞
14,perhaps .... short for now. i have no money for blonde atm😞,😞
15,hello ... y sad 😞 wht happen,😞
16,boo boo the fool 😞😖😢😭,😞
17,i only get the one month trial of tidal so i haven't hear it in forever 😞,😞
18,"there ain’t no pain in this world like lose your dog, last night my best friend pass away. 😞",😞
19,i'm not ready for tonight #got series finale episode 😞,😞
20,i miss that smile 😞,😞
21,walk into work monday to try this know i’ll fail 😞,😞
22,wow i’m really feel myself rn. wish i have a man to send selfies to. smh. 😞😞,😞
23,"hello, but i don't give false hope. 😞😞😞",😞
24,"thank you! i've evacuate to another place, so i guess i'm safe for now 😞",😞
25,army since 20172 official merchs (3 bt21 merchs and 1 incoming)1 army bomb (2 supposedly kaso nascam ako 😞)bts…,😞
26,"you’re 11 minute away, i have miss u all day, why aren’t here.😞😖😭sedap siak suara halsey ni..😬",😞
27,in the ec we always run for t-shirt 😥😞,😞
28,im sorry for your loss 😞,😞
29,i feel so lose because destiny isn’t by my side 😞,😞
30,i need more usa follows. everyone in the uk seem to be asleep! 😞,😞
31,oof my right knee be start to hurt a lot from put all my weight on it 😞,😞
32,the nba would be so much better if we didn’t already know the end result 😞,😞
33,adora sleep with a knife 😞,😞
34,"why won’t you do it for me, when all i do be for you? ;(😞🤟🏾🤮🤧🖤💔🥀🥀🍂🥀⚡️🕷+++ (cellophane- fka twigs)",😞
35,yall :( the way i love al 😞💘,😞
36,mannnnn please remove it 😞 — shu hwa,😞
37,my body &amp; soul be not ready for #gameofthrones to be over 😞,😞
38,really miss my little holiday breakfast this morning 🥺😞,😞
39,": binibini u deserve to be happy. so, smile!me: 😊/😞act goofy af tryna hide my depression",😞
40,"feel like pure shit, just want loki back 😞🤚",😞
41,so sad... 😞,😞
42,hate be away from my boyfriend 😞,😞
43,idk how my homies put up with me 😞,😞
44,i miss my ex 😞,😞
45,😞😞😞😞 — why u sad,😞
46,i’m try not to be dramatic about it but my back hurt so bad today😞,😞
47,thank you omg😞😞💖💓,😞
48,my chest hurt 😞,😞
49,none of my jean fit me anymore 😞,😞
50,rob by that tool child 😞,😞
51,"gr, i wa bully your tank 😞✌️",😞
52,somethings be just not meet to happen 😞😥,😞
53,in so much pain😞,😞
54,thank patty. grief be a normal part of life but it doesn’t make it hurt any le doe it? 😞😘,😞
55,ain't welcome anymore😞,😞
56,savage hubby 😒😞stop that choi,😞
57,i couldn't believe what i wa hear on radio today word fail me 😞,😞
58,oh i know it happen i wa there 😞,😞
59,wish i could go back a few hour and watch elkdtal for the first time all over again 😞,😞
60,start from the begin duh 🙄 i think i teach you better 🤦🏼‍♂️😞if u love a person just love him but don't own him.-💔,😞
61,so annoy and hungry 😞,😞
62,i already miss my parents😞,😞
63,add me please? 😞,😞
64,didn’t know that wa you. my bad. 😞,😞
65,i’m never go to be able to see endgame at this rate or enjoy my relax day off just end my life rn plz 😞,😞
66,i miss you badly but i couldn’t tell you my hubby 😞 i act like nothing happen but actually everything be break 😢 i…,😞
67,one day left😞💔,😞
68,in your face!!!! 😒crocs 1flipflops 0 😔😑😞,😞
69,it's sad to see old people cry😞 #kukithila,😞
70,my boyfriend r all asleep wut 2 do😩😞,😞
71,meanwhile my man like to play nigga knock on my chest😞😞😞,😞
72,tiya = 3 sadeh = 0 - third time tiya ha attack sadeh second time for boo.(boo be limp around the house) 😞...…,😞
73,"yesterday i drive thru where my dad use to live, my heart😞",😞
74,them asteroid ☄️ would hit different no cap 😞,😞
75,it wa towards the back so hopefully he won’t miss them much. 😬😞 i still felt bad though.,😞
76,i miss this wig 😞,😞
77,at hospital at the moment 😞,😞
78,she get me here😣😞❤️,😞
79,my white gene actually fail me in this one😞 betray me &amp; go to my sister,😞
80,😞 my favorite show #savesantaclaritadiet #santaclaritadiet,😞
81,it's so unfortunate 😞 people who have good heart and be care for by everyone be mostly the one that get it it's sad,😞
82,it be almost 2 week 😞,😞
83,i'd have to have friend to do that 😞,😞
84,"but mnet be unfair by cut the best rap part of girlx3, they cut the entire part😞",😞
85,it really sad😞...,😞
86,agreed! i have really hop to see her in armor at some point 😞,😞
87,"hey umm who’s the guy in the middle of your header, tell him to hmu 😞 — oh man fuck that guy",😞
88,this sad asf bruh😞,😞
89,anyone else get this flu 🤒 cold thing ? 😞 like someone switch it on instantly grrrrr,😞
90,marryyy me plss😞🔥,😞
91,dawg 💔💔💔😞🥺🥺🥺🥺,😞
92,listen to song that take you back to one specific moment or person sucks! especially when they’re no longer here 😞,😞
93,get a bad as headache😞,😞
94,"i’m discipline , but at the same time i’m not. so i guess i’m not really discipline 😞",😞
95,np 😞 and he the cutest 😭😭,😞
96,#mapleleafs fan bail on the team from maple leaf square with 2 min leave sad 😞 #tmltalk,😞
97,i just can’t believe this video where muslim woman be be beat without mercy! 😞😞wh…,😞
98,falto luke perry 😞😢,😞
99,forward don’t accept http ... 😞.,😞
100,fuck a poacher 😞,😞
101,sooooo... i’m up early and there’s no new harry pics? 😭😞,😞
102,no you suck i call yesterday 😞,😞
103,i didn't see it in their channel😞😞,😞
104,"idgaf what you do, just don’t lie to me bro.... that’s all i ask 😞",😞
105,whiskey dick? more like whiskey tear im too drink to cry 😞,😞
106,tough watch this one - brilliant but tough 😞 #ourdementiachoir,😞
107,this be so immature of her. baby have babies. 😞,😞
108,cody unfollow u too?😞,😞
109,i love youuu always kachi!! miss you😞❤️❤️❤️,😞
110,fist time in 5 year that i’m not run in the cleveland marathon 😩 i definitely feel a way today 😞,😞
111,a girl will have a complete crush on you and never tell you😞😒,😞
112,"😞, i wonder if gov kay ellen be listen 👂",😞
113,i’m so sad lalo isn’t come this weekend😞,😞
114,shit hit me in wave and i’m over it 😕😞,😞
115,i have one on my line the other day but it slip off... i could’ve make this smh 😞,😞
116,😞 okay.. my life doesnt even change.. i want to sleep forever..,😞
117,this artist be die 😞,😞
118,"i wa so drink last night, i can't remember what happened.i can't imagine wake up one morning to find a crack in my phone😞",😞
119,dam i wish my nigga nip wa hea .. 😞 how u die at 30 sum after bang all of them year ♿️🙏🏾🕊,😞
120,u dint unfollow me🙈🙈🙈so i m not a tweleb😞😞😞,😞
121,not my baby 😞,😞
122,if i blink i will fall asleep in this taxi 😞,😞
123,"please donate me some height, i’m only 5’0 and i’m 17 😞",😞
124,hectic. my aunty change her netflix password 😞 now i have to study,😞
125,i want spaghetti 😞,😞
126,not gonna lie i miss julie like im sad 😞 even though i would drop her like 5x a day,😞
127,only roseanne here. 😞,😞
128,rough 😞 what’d you play?,😞
129,from one fish.😥😞😳,😞
130,uh i have to get up at 8 😞,😞
131,saw a whole as coyote on the road 😞,😞
132,it's honestly sad that i'm not even shock by these anymore... 🙄😞,😞
133,"thank youu💗, seriously all i want from today😞♥️",😞
134,"people come, and people go 😞#bbmastopsocial exo",😞
135,no me anda whatsapp 😞,😞
136,thank you very much!!😞🙇‍♀️💜,😞
137,yeah it was😞,😞
138,how about that i.t. chapter 2 trailer...👀😞,😞
139,okay i'll draw yugyeom but give me some idea 😞😞😞,😞
140,jesus weep 😞😞😞😞,😞
141,im so impress by all those straight note you have 😍😞🤠,😞
142,stupid diva😡😞,😞
143,i hate those people who use others to gain attention. i hope he's not sad. my poor baby bunny😞,😞
144,hope babe cop well with the death of his girl 😞 #ripmissandei 🙏🏽,😞
145,that what if’s hurt like a bitch 😞,😞
