,contents,emoji
0,contents,emoji
1,he’d just have to eat me cause i think i’d have a heart attack and fall out if i wa that close to that big snake. 😵,😵
2,"i've use one before in the us, but i doubt it's there anymore 😵",😵
3,"be binge watch when they mention the chase, this wa my actual face 😵as in cannock chase...lov…",😵
4,i have sau many good idea 😵 i have strange feel in my live.,😵
5,tire of pretending.😵,😵
6,big bang theory just ended... game of throne will be end tomorrow... dermn 😓😵,😵
7,this be why i never drink 😭😭😭 i feel like death today 😵,😵
8,give love to atsushi😤😤😤😡 and his beautiful eyes😩😵,😵
9,wow!! 😳😳wilder just kill that dude!! 😵🥊😵🥊😴🤤🥴🥴☠️,😵
10,i want chinese foood 😵,😵
11,"14 hour without solid food. 😵mind you, i can still have like, jello and broth and stuff. i'm just a giant baby.",😵
12,you're right. i can't diving. i shouldn't say i want to diving. 😵,😵
13,"ahhh yes, she wa the same ‘journalist’ that write that awful piece on shorten’s mum 👎🏼tyler’s album actually go hard wtf . especially that song with playboi carti 😵",😵
14,"damn all these beautiful girls😡they only wanna do your dirt!!they'll have you suicidal, suicidal😵when they say it's over...",😵
15,so down! yet to see them live 😵,😵
16,yes yes yes 😂😵,😵
17,i wish i could ctrl+z the last two margs i have last night 😵,😵
18,what be you talk about 😵 exam be on friday we better studay,😵
19,ok but can i really hack go out tonight and not drinking😵,😵
20,butcheron 😍😵🤯,😵
21,absolutely gutted this game get move to sunday a wa suppose to go up to manchester this saturday. 🤯😵😭,😵
22,this better be good 😵,😵
23,scammer 😵😵😵,😵
24,hhhhhh naw buh de struggle be get outta bed to be a loyal fan😵😵😵 bay v cleelaahn or however you spell it🏏🏏🏏😂🙈 #nopunintended,😵
25,how do you do that? i have it on repeat mode on spotify but i don't see this message 😵,😵
26,"seriously, sistur barai 😵",😵
27,😮😵(that mean it’s amazing)which it isgood stuff dude! really like how it curves!,😵
28,it feel good to be drink on your birthday 4️⃣😵,😵
29,😂try to tap in this energy 💫 and get drained!💯🤒🤕😵😷 #humor,😵
30,my chest hurt so bad it hurt to freakin breath 😵,😵
31,feel like i'm miss half of my limb 😳😵😩,😵
32,ummmmmmmu know what on the other hand i won't correct that nvmindddd 😬😬😂😵😐,😵
33,enough already stop hold go for it😵😵😵,😵
34,luis cessa what a joke... 3 run in bottom 9 😵#sfgiants tack on a couple late run to kill our under,😵
35,😵 i don't miss those day at all 😂 it's more fun when it go down your back 😂,😵
36,u make me feel like😆😅🤔😪😭😌😍😭🤯🤪😱😵🙃🤩🤔😅😠😪😭🤬🤭☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️sa celebrity don't take real rapper serious🤦🏾‍♂️💔,😵
37,ug hope your tongue feel better! we have all be there 😵 blame the stupid delicious food 🤕,😵
38,be my eye just tire or whaaat 😵,😵
39,feel like my brain be on overload 😵😵😵😵,😵
40,wow - an in utero constraint technique provider! 😵,😵
41,and the side effect of no sleep kick in 😵😵,😵
42,and those certainly be *some* photos! 🤯😵🙃🤪😍❣,😵
43,get it! 😵👂🏽 lol,😵
44,midterm exam then recitation!? bigti na prend. 😂🤕🤕😵,😵
45,playoff hockey be wild... never see anything like this san jose / vega game 😵,😵
46,highhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh😵,😵
47,no surprise at all.esp. since pete's an #alllivesmatter kinda guy... 👎😵,😵
48,"she could never be loyal, but she's so fine 😵",😵
49,your bio be so cool omg!!!! and i love your pinned😵😵😵,😵
50,gotta work 😵,😵
51,powerless😴😫😵,😵
52,congrats to the boston bruin for end the toronto maple leaf post season yet again 😲😭😵😡😠,😵
