,contents,emoji
0,contents,emoji
1,lov ur fat as mah ❤❤❤❤😘🙋‍♂️,🙋
2,"stanning hatari. just like me, si 🤷🏻‍♀️🙋🏻‍♀️",🙋
3,hey team! 🙋🏼‍♀️ why be the 5fm app not working? want to listen live on the app &amp; doesn’t allow me to. i’ve del…,🙋
4,biggest fan right here!! 🙋🏽‍♂️❤️,🙋
5,good morning and thank you. enjoy your weekend!😊🌞🙋,🙋
6,🙋🏾‍♀️ let go!,🙋
7,"guess who’s cry rn because she be have some headache + dymenorrhea &amp; period cramps,, fck 🙋🏻‍♀️",🙋
8,💕🌈🌹😍🌅have a bless day &amp; see you later on today my dear friend. much love. ⭐️god bless⭐️🙏🏻❤️🌅🙋‍♀️😘☕️☕️hi to shadow 🐾🐈,🙋
9,hey thank you rajkumar😊🙋🏻‍♀️,🙋
10,california next 😁🙋‍♂️,🙋
11,"enneagram type 2, withhold to punish 🙏🏻 help all of u passive aggressive lil brat 🙋🏼‍♀️ tryna have our own nee…",🙋
12,i volunteer🙋🏾‍♂️,🙋
13,girl who fw harry potter quote this with 🙋🏽‍♀️,🙋
14,the big question be what will identify a in 2020? 👩‍💼👩🏼‍💼👩🏽‍💼👩🏾‍💼👩🏿‍💼🙋🏿‍♀️🏹🏹,🙋
15,good morning mark 🙋☕ have a great weekend with your girl 💕💕 i'll not be around much for the next week 😊🔑🏡,🙋
16,via - i be ready to kick off my race season tomorrow morning!🙋‍♀️please press thumb for me fro…,🙋
17,🙋‍♀️ i can vouch for her on that follow me while you’re at it. i’m not funny bu…,🙋
18,i have a permanent ticket 🎫 🙋🏻‍♀️,🙋
19,mother’s day comin up and guess who mama on thin ice 🙋🏽‍♀️i have peel soooo much. i’m so discolor 😑,🙋
20,he get me through ... he get you too! 🙋🏽‍♀️🙏🏽💝,🙋
21,high five of you use to watch tmnt when you be young 🙋🏻‍♂️😂😂😂😂😂😂😂😂,🙋
22,"i mean, i’m even wear a black dress today. i suppose if anything i be at least on brand. so i have that go for me. 🙋🏻‍♀️",🙋
23,i'm here 🙋‍♀️,🙋
24,"perky 🙋 swifter ,revealed: the £271 billion “rape” of the national insurance fund that deprive 50 woman of their state pension",🙋
25,morning peeps!! 🙋🏿‍♂️,🙋
26,meeee🙋🏼‍♀️🙋🏼‍♀️ pretty please! i’m attempt to learn make up at 30 &amp; have be follow you &amp; your recommendatio…,🙋
27,a lovely morning it is. 🙋🏻‍♂️,🙋
28,oh heyyy! 🙋 customer review of the day from stephanie r.,🙋
29,"good morning ,ali ! romania very hot 🙋‍♀️🤗",🙋
30,the legend man 🙋‍♀️🙋‍♀️🙋‍♀️💖💖💖,🙋
31,"good morning, mike ☕️🙋‍♂️ happy thursday, my dear friend! we’re get so very close to the weekend…",🙋
32,thanq 4 the follow 🙋‍♂️ i follow back 🇺🇸🔔🕊,🙋
33,"🙋‍♀️same sister, same",🙋
34,mo im here if you need a wife/stepmom 🙋🏾‍♀️ #lhhatl,🙋
35,good-by🙋‍♂️,🙋
36,oh you be lucky to be able to 🥳💜🙋🏽‍♀️,🙋
37,hand down one of her best tours! guess who wa lucky enough to attend 3 shows? 🙋🏻‍♀️,🙋
38,av geek 🙋🏽‍♂️,🙋
39,like and retweet from a drop out 🙋🏼,🙋
40,that’s me 🙋🏽‍♀️ i’m “someone”,🙋
41,have a great weekend 🌞☀️🌷🌹😊🙋🏻‍♀️while syrian men enjoy european welfare.,🙋
42,that's great jay! have a pleasant evening!! 🙋‍ tgd,🙋
43,"who’s ready for an epic summer vacation? 🙋 from paddle boat to water sliding, make a texas-sized splash and last…",🙋
44,just get my wrap in the mail today!!! who want one? 🙋‍♂️🙋‍♀️,🙋
45,"mexican here 🙋🏽‍♂️ idk what she say because i’m blocked, but she sucks…",🙋
46,who’s ready for pride?! 🙋🏼‍♀️. get your ticket at,🙋
47,lies. bitch ain’t never cheat in her lifeeeeeeeeee 🙋🏽‍♀️🤦🏽‍♀️,🙋
48,hello hello berteena!signs of life and greet from florence!happy weekend 🙋‍♂️👋,🙋
49,"🙋🏻‍♀️ well, the rain ha show up today for sure ☔️💦☔️💧☔️💦☔️ happy hump day 🙋🏻‍♀️",🙋
50,"i be the person who wa 5 in 2008🙋🏼‍♀️ and yes that‘s true, i wa a small girly back then #selene_525",🙋
