,contents,emoji
0,contents,emoji
1,it's be a long month for real madrid✅ 2 win 🤝 2 draw ❌ 2 defeat ⚽ 7 goal score 🥅 5 concede,⚽
2,full time in the #premierleague⚽ watford 1-1 southampton(gray 90' - long 1')⚽ tottenham 1-0 brighton(erikse…,⚽
3,make up for liv and her team today win the u11's spring league today! congratulation girl ⚽️👏…,⚽
4,get yourself down there to see what promise to be a great final and a brilliant display of football! ⚽️,⚽
5,aire 🔴⚽️💣💥🔥,⚽
6,🔥 inplay tip⚽️ portuguesa woman v sao jose woman 💎 over 1.5 first half goal 📈 odds at 2.25leave a like an…,⚽
7,"#otd 1936 ⚽️ despite the game be play on a monday afternoon, a 40,402 crowd. greet the #facup be paraded…",⚽
8,league winner presentation even at carrow rd 🏆🥇⚽️,⚽
9,"and booooooooooooooooom!!!👌⚽💥🔥 #inplay #betting hjk helsinki 1-0, yet another tip &amp; yet another winner! that's…",⚽
10,"absolutely fantastic jordan, thank you so much for your support. smash it this season ⚽ #teammnd",⚽
11,virgin my dick🙃.... only ⚽ c an understand,⚽
12,half-day on the piss in liverpool 🙌🙌🍻🍻🍻⚽ the football be shite but life be good 👍 utt 👊 👊 👊 #htafc #utt #livhud,⚽
13,what a week of ⚽️ so far... monday: kompany’s wonderstriketuesday: liverpool’s miracle matchwednesday: .....…,⚽
14,well deserve best team ⚽️⚽️⚽️,⚽
15,"score 7 goal tonight up front in football ⚽️👌 great formation, play girl 🙂🥂",⚽
16,❤️⚽️❌❌❌#amsterdam thank you boy,⚽
17,excite to be do my fa1 football coach course in july ⚽️❤️ #girlsfootball #inclusivefootball,⚽
18,come back to everton...⚽️,⚽
19,so glad we've get pep at the wheel😀⚽️⚽️ manchester be blue😀😀 get in,⚽
20,"⚽ chelsea v eintrach frankfurt (sge) ⚽🏆🍺 happy hour til 10pm, and we're open til 5am!#europaleague…",⚽
21,⚽ (ozil) goal 4 - 4 90th+ 4 min mustafi ⚽ og 🙄extra timeno goal mustafi nearly score another own goal 🙄pen…,⚽
22,#inplay tip 🌍 austrian bundesliga 🌍⚽️ vienna v hartberg⚽️📝 vienna win 📝odds 1.7stake=💰,⚽
23,we score all the goal ⚽️🥅⚽️🥅⚽️🥅👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,⚽
24,sit play i’m on:⚾️ #mlb cws/min f5 o6⚽️ #mls phi -¾ 1.875🏀 #nba tor -2gl to u if you tail.,⚽
25,"full time | #absaprem 3 - 1 ,hotto musonda ⚽️,pelembe…",⚽
26,good luck ⚽️🏆🏆,⚽
27,good time with brian of and thomas with at their tailgate! #athenafamily💜⚽️,⚽
28,👉calling all clubs-nominate now ❓who encourage #respect for player &amp; supporters⚽️makes football fun for all?✅ n…,⚽
29,have such a good time with these lot in dallas 🇺🇸⚽️ thank for make it so good u lot 🇺🇸💙 n thx to the coach wh…,⚽
30,she’ll be one happy girl tomorrow 🎂⚽️🥅🎁🎉🎈💙xxx,⚽
31,"#u20 | incondicionales, our journey begin now! 🇲🇽⚽️meet your start xi for our debut in the #u20wc!! 👇🏼😍…",⚽
32,now🔴 #النٌصر_الزوًراء ⚽️✌️ ✌️ #الهَلال_الاستقلالً ⚽️⚽️live matsh here ..mobile 📱 link 🎥1⃣&gt;&gt;…,⚽
33,"fantastic match, awesome result. we be go up!!! ⬆️😍👏⚽🎉👍 thank so much to the whole team, the man f…",⚽
34,boy ready to embark on their journey to cobham. next stop the club final! ⚽️⚽️🏆🏆,⚽
35,"congrats to tonight well play no complaint from u - all the best in the final lads, hope you go on and win it ⚽️",⚽
36,follow for mufc content ⚽⚪🔴 thank for all the retweets!more…,⚽
37,you too mate enjoy the match and the weekend. 🔴⚽️👍🏽,⚽
38,aiff gear ⚙️ up to celebrate afc grassroots football day ⚽️ on may 1⃣5⃣read ⏩,⚽
39,love it when a newspaper give equal respect to football ⚽️ both local and international. kudos to,⚽
40,5-25£ #inplay for the smart people that didn’t cash out (💰bet 3)🇦🇺 altona ⚽️ over 1.5 home goals💰- 5/9like if on ❤️,⚽
41,yees get in ha be vote pfa fans' player of the year. 16 goal ⚽️ and 15 assists🎯. get the party s…,⚽
42,it only take second .. vote for anfield wrap 👍⚽️❤️,⚽
43,you just want saint because you know unite will beat you next season ⚽️⚽️⚽️😂😂😂,⚽
44,⚽️ asc women’s home opener ⚽️may 12 • 2pm • mission bay stadium • vs. miss asc’s forward k…,⚽
45,excelente 👨‍🎤⚽️. check,⚽
46,#allsvenskan tip from a profitable ⚽⚽⚽,⚽
47,when you remember how good the show wa but you can’t get the football match on the beach out of your head. ⚽️🥅 🏖,⚽
48,when you get the news me and sienna have get ticket for derby away in a box 😍💛💙💛⚽️ #lufc #mot,⚽
49,god i love this man!! 🔴⚪️⚽️😍,⚽
50,congratulation liverpool ⚽️🏆 #championsleague2019 #livtot,⚽
51,i be look after it don't worry about that. ⚽️👍💙💙,⚽
52,thank you so much to locozyjam who be another new friend 🤗 on ❤️ twitter! i hope you enjoy 🌈 my tweet 😊 ⚽️ x…,⚽
53,goated af 😍can’t wait ⚽️🏆,⚽
54,⚽ samedi combi 🏀st. louis blue ot (overtime) : 1.56#nhlplayoffs+milwaukee buck : 1.30#nba📊 2.03⏱️ 21h00…,⚽
55,tonight live football at wcc 🏆- premier league📅 - wednesday 24th april 2019⚽ - man utd v man city⏰ - kick off…,⚽
56,back in the for villa derby. ⚽ 🍻,⚽
57,george mcauley cup result:* semi final *24-04-19connor 5-3 riverdale steven hill ⚽️⚽️⚽️mark mckelvey ⚽️⚽️…,⚽
58,the first #fifa19 team of the season have be release ⚽,⚽
59,good luck to all and future career in football ⚽ 🖤🧡,⚽
60,our style of play out from the back ⚽️⚽️⚽️🔴⚫,⚽
61,see you in pair with my two girl in tow. ⚽️ ❤️,⚽
62,to me it never was🤷🏾‍♀️thank you so much for make it a hugely enjoyable game ❤⚽️👌 #celebfcfamily #charityfootball for…,⚽
63,5 game for the u7s this weekend ⚽️,⚽
64,well worth that long old journey to wrexham! proud of the team! bring on salford ⚽️,⚽
65,can not wait for the new season to start ⚽️⚽️ need to kick ball,⚽
66,class pal 🔥⚽,⚽
67,goaaal de s.coleman ! ⚽️ (20’)everton 2-0 burnley #premierleague,⚽
68,good luck tonight.... come on! ⚽🤞,⚽
69,some great performance from the swindon u11s today beat wba and leicester city to win the tournament #stfc ⚽️,⚽
70,last practice before our game against ⚽️,⚽
71,drax live a morning ⚽️,⚽
72,🚨parlay gratis🚨⚽️⚽️⚽️,⚽
73,"cracking, but brief, trip to toulouse ⚽️🇫🇷",⚽
74,"football in the sunshine 🌞 #grassroots #football ⚽️ bramley, rotherham, unite kingdom",⚽
75,fantastic news ⚽️👍🏻,⚽
76,football be come home. ⚽,⚽
77,gotta love it 🔴⚽🏆,⚽
78,a little bite of football fun for you today. ⚽️ the champion league semi final be tonight but who do you think will…,⚽
79,"well do pete, credit to you mate!⚽️ 🎉",⚽
80,fc inter 3-0⚽️⚽️⚽️,⚽
81,"""a game of soccer with locals""⚽🤩in summers, after the exam be over of young child they get summer vacation f…",⚽
82,last night's result:vale 35s 1 - 2 redhall alba⚽️ mom david millarmtv 🐝,⚽
83,🤣🤣🤣🤣my favorite football player.⚽️,⚽
84,"i'm a city fan, it isn't over yet still one game to go, respect to brighton and wolves, common city ⚽ ⚽ ⚽",⚽
85,tell - a - ⚽️⚾️,⚽
86,"so do i, stomach do somersaults...⚽💛💚🧣✌️",⚽
87,love a bite of football ⚽️⚽️,⚽
88,absolute scene 😂🔴⚪️🔴⚽️⚔️👊🏻,⚽
89,"🤠⚽️🏆🍻🏟💙💛 vaquero home opener, let u know if you can make it at",⚽
90,⚽️ #juvenilpreferente🏆 #semifinal⏱ minuto 20cd tahiche 1️⃣ - ud lanzarote 0️⃣,⚽
91,look like you're wrong!⚽️⚽️⚽️😂😂😂,⚽
