,contents,emoji
0,contents,emoji
1,1 ako umalis ng ust and i just get home... 🖕🏻you philippine traffic,🖕
2,and now i get offer a higher salary than both job include make more than the director to be a lead teacher in my own class 🥰🖕🏿,🖕
3,"hilarious, house dems, i’m tell mommy! barr, contempt this 🖕, now what?",🖕
4,i can’t tell if this be seriousi’d like to give him my middle finger. 🖕🏼,🖕
5,if you go to 🖕🏾😈 hell fuckin yeah,🖕
6,everybody get me fuck up ⚡️🖕🏾🇩🇴,🖕
7,"bitte, you fuck poor cunt. 🤣🖕🏻",🖕
8,my 'ppl you may kno' tab ain't nuthn but girl da hell y'all stalkin my pg fa🤦🏾‍♀️1 face ain't surprise me at all girl🖕🏾😂🤣😭,🖕
9,have the finger 🖕🏻,🖕
10,fuckkk bitch mckkkornhole 🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿,🖕
11,fuck spur 🖕🏽,🖕
12,available session /tribute expect first! 🖕#findom #paypig #feet #chastity #pindick #clitdick #sissy #cuck…,🖕
13,"knock someone house down because god &amp; 2000 year ago. ok, sound reasonable 🖕",🖕
14,why all of a sudden everyone be be a bitch to me and make horrible remark to me already have a bad day in work 🖕,🖕
15,"back off, bitch 🖕",🖕
16,there’s actually this person who think my friend and i be bugo 🖕🏼😂,🖕
17,saltier than the dead sea rn. fuck all yall with a sex life to speak of 🖕🏽🖕🏽🖕🏽,🖕
18,why everyone at 8 in the morning gotta think “hey let’s take the free way”🖕🏾,🖕
19,say the mouthpiece for jihad jazeera 🖕,🖕
20,still do not want.🖕🏿,🖕
21,that’s a lie. lol🖕🏻,🖕
22,"love how suarez shithouses an injury to robertson, whose replacement bag a brace. nice to see a cheat fail to prosper 🖕",🖕
23,of course and u? 😂🖕🏽,🖕
24,i fuck hate have long nail and people ask me how do i wipe my ass... like the same way a you shitty 🤣🖕🏽,🖕
25,fuck people who compare their friend . like honestly fuck you? im not in the mood to be tell that my best friend be bettee then me 🖕,🖕
26,"🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕block me, i hate you 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕",🖕
27,kick rock you po 🖕🤷‍♀️,🖕
28,they just give anybody cna license! 🖕🏾,🖕
29,if you believe that this happens: 🖕,🖕
30,i’m come 🖕🏼,🖕
31,good morning all you future millionaires. go be great to the one that don’t respond 🖕🏽 you break bum ✌🏽👀🤦🏾‍♀️😂,🖕
32,🖕🏽🖕🏽🖕🏽😂small titty r the best way forward anyways,🖕
33,the dumb thing we do for the dumb people we love chekka!!!! i **** u 🖕😖😡😠😳,🖕
34,again scum! anyone who ha a problem with me say that can get fucked! 🖕🏻,🖕
35,wow humble hayyuuuuuppppp 🖕,🖕
36,out east thuggin erday wea it ain’t safe at 🚧🖕🏾🚔,🖕
37,you're an idiot🖕,🖕
38,then you haven’t hit your lowest 😂🖕🏽,🖕
39,i have mosquito bite in my butt.. and have no idea how🖕🏼,🖕
40,fuck the capital 🖕🏻,🖕
41,1 world cup 2 world wars🖕🏻🇩🇪,🖕
42,you be too stupid to listen to. 🖕🏻,🖕
43,trust issue 🤦🏽‍♂️ so confuse 🤷🏽‍♀️ me &amp; you 😍 fuck the rule 🖕🏼,🖕
44,my family have a cookout today while i wa in memphis and didn’t even save me a plate. where the loyalty??? 🖕🏼,🖕
45,there oncw wa weak man who pass by on a train with his kids.......giving canadian the finger🖕.no…,🖕
46,“drought” 😂😂😂🖕🏾,🖕
47,trump warn iran not to threaten u or it will face 'end' (from 😂🖕🏾🇨🇦 “poke the bear😂✊🏾 let’s have a good fun…,🖕
48,"excuse my mix emotion today, i’m struggle 🤷🏾‍♀️🖕🏾",🖕
49,i cannot repeat this enough ... fuuuuckkk heroin . 🖕🏼🚫,🖕
50,love that only we know but f fuck it le do it 🖕🏽🖕🏽,🖕
51,"this ha be the longest weekend of my life. worst part is, it’s still it over. i have an event on sunday 😢🖕🏽",🖕
52,sound familiar 🙂🖕,🖕
53,i can't wait for that permanent zuckerberg fb ban in june. 🖕🖕🖕🖕,🖕
54,nigga fucc flat out for even raise this question. this be why we say white people have no soul🖕🏾👎🏾,🖕
55,great job you draft another stupid face idiot 🖕🏽,🖕
56,when people make unnecessary noise when eat a sweet or chew gum. 🖕🏾,🖕
