,contents,emoji
0,contents,emoji
1,i want my man and i want him now ☹️,☹
2,i always fuck up everything good in my life ☹️,☹
3,we be do amazing☹️😓...... one break out have to ruin it all 😔🥺,☹
4,i’m tire ☹️ and monday leave a scar,☹
5,shet huy fav weather!!!!! ☹️🌧,☹
6,midnight crave 😩☹️,☹
7,i also miss you so much☹️🖤🖤.,☹
8,oh crush! please☹️,☹
9,"see u in 579 day boy, hope u always be healty. take care, xiumin oppa! 🖤🌻😙☹️.",☹
10,i miss ☹️...bt still win 🙂🤘,☹
11,my mother want me to go westmoreland with her and mi nah go... me nah miss road march fi look pon bush. i’m so very sorry ☹️,☹
12,"why be courtship no longer a thing,,,, ☹️",☹
13,why do you want to disown me☹,☹
14,"“fool me once, shame on you. fool me twice shame on me."" goodluck ph ☹️",☹
15,i miss my man and i can’t see him till wednesday ☹️,☹
16,you already know 😒😢☹️,☹
17,look how happy he is!!!!☹️❤️,☹
18,"i cant sleep right , know i hurt u ☹️",☹
19,i miss them goof around like this ☹️,☹
20,hey guys! unfortunately we’ve endure technical issue so we won’t be upload tonight ☹️ although the video will…,☹
21,i miss u love u ☹️☹️☹️☹️☹️,☹
22,why you don’t want come to arab?☹️#wahtaboutarabarmy,☹
23,i hate when i see grow men talk about wrestle ☹️☹️,☹
24,"sigh, why can’t the episode be just a lil longer. ☹️#pumprules",☹
25,im beyond bless for have bry a a best friend &amp; great annoy companion ☹️,☹
26,how i be so friendly but have no friend ☹️😂,☹
27,miss you too ☹️,☹
28,too late !! ☹️,☹
29,please send me these 😂☹,☹
30,rawann☹️❤️❤️,☹
31,have a bad sleep and then wake up a you have be kill several time ☹️,☹
32,what about me for support? 🥺☹️,☹
33,feel like monday☹️ but it’s not,☹
34,ill be your friend omg why ha it make me sad you have no friend on here you deserve to feel welcome and loved☹️☹️,☹
35,it’s meeee jam aka add me back pls ☹️🥺,☹
36,"this consistency deb be give me,,,,,, i just sksksksksks hayyy i couldnt ask for more ☹💓",☹
37,i can’t may 3rd i’m in chicago for my sister bachelorette/cubs game ☹️,☹
38,yeah still hasn’t shipped. i order yesterday right around 9am ☹️,☹
39,saa a meee or i say “sorry i’m in a meet but feel free to text.” ☹️,☹
40,will surely miss your insight about nu. ☹,☹
41,im so ready to go to college man but at the same i don’t wanna leave home ☹️this be where it’s at where everybody a…,☹
42,still prefer wolf/goblin ☹️,☹
43,my heart ☹️,☹
44,i miss u more. there’s no one to share my coffee with ☹️,☹
45,girl same! me and brys make 3 year in august i tripp☹️💓,☹
46,please be more careful ☹️,☹
47,i miss u so much ☹️,☹
48,only if the guy pass out. it be sad but i believe cop have more urgent work to do ☹️,☹
49,awww :(( i will miss u my partner in event ☹️,☹
50,get well fast mamiiiii ☹️❤️,☹
51,yh the leak be shit ☹️ the writer mock it bigtime,☹
52,grabe☹️ keep safe everyone. pray harder☝️,☹
53,what happend☹️,☹
54,let teethe round 2 commence ☹️🙄😏😲,☹
55,i think about that everywhere nowadays ☹️,☹
56,i need money for that ☹,☹
57,why can’t it be bank holiday monday every week? ☹️ #mondaymorning,☹
58,self harm. ☹️💔,☹
59,still think this be honestly the sweetest thing eveeeer ☹️☹️☹️,☹
60,this suck ☹️😭,☹
61,ew i feel sad ☹️,☹
62,legit nothing but a pair of draw and god know i’m wear it ☹️,☹
63,anyone watch the fact music award??i can't...i have school ☹️#bbmastopsocial bts,☹
64,i vote liberal i’m happy lol but not with north lose ☹️,☹
65,rude that they’ve see avenger and we still haven’t ☹️,☹
66,my dog refuse to eat this cheerio ☹️,☹
67,hope my friend be okay ☹️,☹
68,abby be sad break my heart into piece ☹️☹️☹️☹️☹️☹️☹️☹️☹️😭😭😭😭😭😭💔💔💔💔💔💔💔💔,☹
69,i get a weak immune system☹️,☹
70,bro literally corey just leave and i miss him already ☹️,☹
71,i forget my password last time but yo girl be back i know no one miss me but it okay ☹✊ will change the content…,☹
72,"sadly she/he die this afternoon. we keep her quiet, comfortable and hydrate but unfortunately we couldn't save her ☹",☹
73,this be the only cream that seem to give me temp relief from itching. i've try them all. ☹,☹
74,i need a new duo for every and any game. ☹️mine ha be go a while and i need a new one asap cause play with…,☹
75,"you may now rest in peace, lola ☹️",☹
76,especially my animate picture ☹☹☹,☹
77,tapi it doesnt work on me ☹️,☹
