,contents,emoji
0,contents,emoji
1,happy bihday!!!🎈🥰🎉,🎈
2,"happy birthday, tinu! ✨🎉🎂🥂🎈",🎈
3,congratulation to #jimin 🎉🍾🎈ranked 🥇 four consecutive month #지민 #btsjimin #박지민 #bbmastopsocial,🎈
4,🎂🎉🎁🎈🎈❤❤💜💙💕gorgeous photo.nice photo.❤😊😊😊,🎈
5,"that’s wonderful, and thank for take the time to chat and help him get back on the ladder! 👏👏👏👏🎈🎈",🎈
6,happy 18th to my brother have a good 1 and we’ll give it some in we be fest this weekend🎈🕺🏽,🎈
7,cmonnnnnn🎈🎈🎈🎈❤️,🎈
8,congrats!!!!! 🎉🎈🎊,🎈
9,happy birthday cool blogging lady 😃🎈🎂🍷,🎈
10,"alright, good luck, congratulations, and amen, you’ve earn everything you work hard for. congrats 🎈🎉",🎈
11,nah. just don’t wana share my money that’s all 😊enjoy the rest of your day 🎈,🎈
12,"will you celebrate your bihday🎉🎁🎈🥂🍹🎂 with me call today &gt; 773-593-4293 0n may 25 , -19 june 22, -19 july 27,-1…",🎈
13,happy birthday maw 🎈,🎈
14,congrats 🎉🍾🎈happy anniversary ♥️,🎈
15,my two favorite ❤️🎈❤️,🎈
16,birthday boyooo🎈,🎈
17,great journey sir. you be blessed..✌️🙏🎈🥇,🎈
18,alright that's fairhappy birthday 🎂🎉🎈#bbmastopsocial bts,🎈
19,happy birthday dear 💗🎈,🎈
20,love crash a party 🎈,🎈
21,happy birthday mate 🎈,🎈
22,she’ll be one happy girl tomorrow 🎂⚽️🥅🎁🎉🎈💙xxx,🎈
23,happy birthday eat 💚🎈,🎈
24,omgg happy bihday to us ahhhhh💘💞❤💗🎉🎈,🎈
25,happy birthday to you 🎂🎉🎉🎉🎊it's my birthday too 😊🎊🎊🎊🎈,🎈
26,happy birthday 🎂🎈🎉 hero!,🎈
27,"help me wish my love husband, amaze father, my 🤴a happy birthday!! 🎈🎂🎊 ❤️ you to ♾ and beyond!! 😘",🎈
28,hey man woah happy 16th !!!!!! 😭❤️🙌✨💫💪🤧🤠🥰🎉🎁🎈did u get your license on your bday fr bc that’s iconic,🎈
29,happy bihday 🎈🎂🎉,🎈
30,"happy birthday 2 my one &amp; only betlog, 🎉🎈u know errthang, ilysm and imy!! keep safe oki? i get u al…",🎈
31,yasss girl!!! 🙌🏼 😍 happy birthday channing tatum 🎉🎂🎈,🎈
32,congratulation ❤️🍾🎈,🎈
33,happy birthday best wish to you have fun 😊🎉🎂🎈🎶💿,🎈
34,congratulation 🎈 great job,🎈
35,welcome ang happy birthdaay hoorat 🎈🎉,🎈
36,happy 22nd birthday to our beautiful granddaughter!❤❤🎈🎂🎉,🎈
37,"today, we celebrate this delicious young man. there's never be a sweeter boy 🎈🎂#14yrs #sethasaurus #chicofuerte…",🎈
38,happy birthday to you from cheer 🥂 to more life 🎈,🎈
39,happy birthday 🎉 🎂 🎈 😘,🎈
40,happy birthday 🎈🎉🎊🎁🎂!,🎈
41,congratulation girl 🎈☺️,🎈
42,happy birthday neng!! love u hehe🎈,🎈
43,تضن بتقواه🎈👄🌷💌🎁🌐🌏🌎🌍☕ you think you can,🎈
44,happy birthday sweeti🎈🕯,🎈
45,"happy birthday 🎈🎁🎊🎉🎂 to my nephew!!!christian turn 9!!!away we grow!!! anchorage, alaska",🎈
46,so happy for you kath :) i hope you have the best life together:) sand love and congratulation 🎉🎈,🎈
47,36 day until tabi day 🎊 🎉🍻🎈,🎈
48,happy birthday 🎊🎂🎈,🎈
49,- biggest sunday a paris tour 🍷🍷 - 5pm-8pm- free drink include 💚 art-food-love 🎈,🎈
50,happy 20th birthday to my handsome son gerryii. enjoy your day. love you mucho ❤️😇🎂🎈🎈🎈🎈🎈🎈🎈!,🎈
51,happy birthday 🎈🎂🎉 🙏🏽,🎈
52,"🎈i just wanna thank everyone 🎈who ha listened, shared,🎈retweeted. 28k+ spotify🎈 stream in 1 month! &amp; we on🎈…",🎈
53,congratulation 🍾🎈🎊🎉,🎈
54,happy birthday 🎁🎉🎂🎊🎈 enjoy your day!,🎈
55,have the happiest birthday 🎈,🎈
56,al-ajial international american school congratulate you on your success for the academic year 2018-19.⚡️🎈✨🎈🎉🎈🎉🎊,🎈
57,congratulation 🎉🎈🍾🍷🍺,🎈
58,im proud of u!!!✨✨🎉🎈🎉🎉,🎈
59,happy birthday!! 🎉🎂🎁🎈,🎈
60,hello may 🤩🎈,🎈
61,happpy birthday 🎈♥️💋,🎈
62,today be the day🎈,🎈
63,my bday be exactly 2 month from today😁🍾🎈🎉,🎈
64,"#newlisting 🎈if you've be look for a classic twain harte cabin with character, and ooze with charm this be t…",🎈
65,hope you have a lovely day!🤗💪💃🎁🎉🎊🎈,🎈
66,happy birthday self 🎈🎊new age unlocked💯🍰🎉,🎈
67,#hbd shwetha devanahally...🎈🎂🌹presenting hey navile.....first cover video song only on #jhankarmusic🌹for more upd…,🎈
68,congrattsss!!! 🎉🍾🎈,🎈
69,*mic check* 🎤 so...i just want to give a huge birthday shoutout to all of the incredible gemini’s in my life 🎈 it’…,🎈
70,never get tire of watch those balloon 🎈,🎈
71,wow i didn’t know congrats !!!!!!!🎈,🎈
72,happy birthday! enjoy you day. 🎈🎂,🎈
73,happy birthday babe 🎉🎈,🎈
74,happy birthday danny 👍🎈🎂🎉🎁,🎈
75,birthday 🎈 | happy birthday to the amaze #the100,🎈
76,happy birthday to your beautiful daughter🎂🎈! hope she ha an amaze day!,🎈
77,wish you a very #happybirthdayjordanfisher :-) 🎂🎼🌞🎈🎉,🎈
78,congratulation 🍾🎈🎉🎊,🎈
79,congrats 🎈 🍾,🎈
80,#aldubxadnpromotesselfcarehappy bday 💕🎈🎂talking about your problem be our greatest addiction. break…,🎈
81,happy birthday to you 😍🎉❣️🎁🎂🎉🎊🎂🎈🎁❤️❣️🌹😍😘😘😘,🎈
82,happy birthday!!!!! you 🎊🎈🎉🎂,🎈
83,[es] can you please help cheer me up? i really want to cry today. thanks.-🐧🎈.,🎈
84,happy birthday 🎊🎉🎈 may princess 👸🏻,🎈
85,"my first animation clip ""second wind"" wa release last friday🎈album drop may 10!pre-order here and watch the f…",🎈
86,keep prosper 🎈,🎈
87,it’s my month 🎈😴.,🎈
88,i have one preety bae 🎈❤😍😍😍,🎈
89,happy birthday little baby🎈,🎈
