,contents,emoji
0,contents,emoji
1,why didn't i get to download majesty earlier than this😩😩😩 the song ha be on repeat for 2straight day 😶😶😶,😶
2,assume you mean doug scharin's band here and not the finnish goth 😶,😶
3,something i would've do in middle school 😶,😶
4,good breakfaste but with a beer be better 😶,😶
5,"holy shit, never before today do i realise that this wa the exact lyric. 😶",😶
6,get out of the movie theatre be numb over everything 😶😶[#bbmastopsocial bts,😶
7,"gonna do this to you some day, watch out 😶",😶
8,"rip icon, it’s become a very unreliable coaster. and that’s a bad reputation for bpb to get😶😬🎢",😶
9,"hyungwon: when i see 👀 that lil hoe 😶, imma stomp on that hoe 👢shownu: and when she stomp on that hoe 👟imma drag t…",😶
10,yes 😶 which now make me wonder how long they've actually be in yg!,😶
11,still no like 😶,😶
12,i read that sophie turner say the finale will upset a lot of people 😶,😶
13,||don't make me drive across the country and slap the dairy away from you 😶,😶
14,"stay silent cause they wont listen 😶 issa okay, im okay 🌻😊✨",😶
15,"yes, it ha to be 😶",😶
16,the only bangtan guy with whom i probably have something similar be jk 😶,😶
17,this ain’t the rida ghazali i grow up with 😶,😶
18,i have an idea about km. at least im capable of come up with ideas... once in a blue moon of course😶,😶
19,folk take everything and leave me with what they want me to have watch out for parasite 😶😶,😶
20,"what a day! if life give you rocks, throw it then give it a smile. 😶",😶
21,all i can see be wonky stitching...goes to check my lounger 2 compare 😶,😶
22,good morning 🥰! who wa the special guest ? i cant see anyone talk about it 😶,😶
23,😶👋hello.. i be a uni student. this be what happen in my day. at 10am i be - 👣at 12pm i be - 🍗at 2pm - 📚at 4pm…,😶
24,i’m be too nice. i’m be too emotional. i’m be too 😶🙄🤭petty. but i’m not tho...if i am......... i be bout to stop 🛑,😶
25,i volunteer😶,😶
26,i will definitely watch will go to happen in here. surely a lot of bank in #canada would disapprove. 😶,😶
27,"i be cool on 'em bitch ain't no pressure 'til i meet this lil' freak, her name 😶😋",😶
28,we should protest. we should our environment neat and clean.😶,😶
29,bear to be a good friend 😶,😶
30,"me- ""haha oh man. you know ?"" my wife- ""the x man?""😶 #mrbeast #xmen",😶
31,who could 😶,😶
32,"oh my gosh sis i hear about this this morning 😭 dangs, doe courtney know yet? i feel like she’ll hunt that driver down 😶",😶
33,😶 let me not complain then,😶
34,what everybody doin😶,😶
35,why u stalk my page for 😶😴,😶
36,oh god i be so dumb.lumin be xiuhan.😶😶😶😶,😶
37,iont argue no more fight yourself 😶,😶
38,people forever speak for everybody else except themselves 🥴😶,😶
39,which member be go to do a tattoo in future??😶,😶
40,*sending to/from without coinjoinswhen edit 😶,😶
41,sturridge look done😶,😶
42,hello there i ❤️ you can you hear me!!!😶 #askarmaan,😶
43,when the hoe tweet wholesome thing 😶😂,😶
44,"yo wtf. you get a location for this kid or.... i'm not try to start a fight, just wanna meet up for a chat 😶😑",😶
45,sometimes pls bring me to candy car😶,😶
46,😳 not a she 😳 not say that there would be anything wrong with be a she 😶,😶
47,#gameofthrones fan everywhere 😶,😶
48,*walks in patient room*patient’s visitor talk to other visitor: oh this be the girl we be talk about that we hated. ....😶😶😶😶,😶
49,i'm shake this be bad. 😶😑🤨,😶
50,😶😐what? #bbmastopsocial got7,😶
51,and now we face the consequence for watch the lf of #avengersendgame . i’ve only have 3 hour of sleep. 😫😶,😶
52,my gf wa up alll night😶,😶
53,"hayy, thankyouuuu😶❤️",😶
54,medical school application open today 😶,😶
55,i just predict 😶,😶
56,i can’t tell if mfers be be bogus towards me or if i’m just be overly sensitive 😶😐,😶
57,we get it. you have no interest in save our planet from pollution or degradation. well do you. 😶,😶
58,this be scary 😶,😶
59,i just dont know who you be sorry 😶,😶
60,introvert 😶,😶
61,#doubt be like eat chips;none can stop at one 😶#life #perception #trust #leadership #nsr,😶
62,be it my fault? 😶,😶
63,sleep ain't an option right now 😶,😶
64,which rope and well? what’s she talk about ?😶,😶
65,there’s a video on ig of nip mom talk about her speak to his spirit through a medium 😶,😶
66,"the way gas price be look , my car finna b park park nd ima b walkin walkin or on dat good ol bus . 🤣💯 😶",😶
67,"i’m sorry, babe. i waste my energy....😶",😶
68,no complaint 😶,😶
69,"""subscribe to pewdiepie"" 😶",😶
70,wait... 🤔.... hold on.... 😶.... lls be this like.... real!?,😶
71,"wow, just wow😶",😶
72,ranbir injure himself while play football 😶 and alia keep get hurt every now and then!what do i do with these two?!tc baby boy 💙,😶
73,congratulations 💗💗💗💙💙💙😶😶💖💕💕💕❤️❤️❤️💫💫💫✨✨✨👑👑👑💪🏻💪🏻💪🏻💪🏻🌹🌹🌷🌷,😶
74,this thread be the last ten year of my career 👇😂😶#agencylife,😶
75,sorry honey 😶,😶
76,#avengersendgame emoji rat spoiler: 😥😮😫😄🤯😲😃😔😊🤣🙌😀😨😨😨😰😱😳😟😩😍😕😔😱😃🤩🤩🤩🤩🤩🤩😐😯😫😭😢😶🤨🤣🤔😯😍😍😍 ...what a rollercoaster 🎢,😶
77,chinese actress neh sunbae😶,😶
78,"elementary crush be suppose to stay in the past. like no, bye. 😶",😶
79,omfg i'm ready😶🎀,😶
80,ahhhh i'm in deep troubleeee send help😶,😶
81,i guess tumblr be my new safe diary 😶 (no one play tumblr anymore aite?),😶
82,i know i be sayin quinnipiac all the way buttttttt 😶🐺,😶
83,i just wanna be hold at night😶,😶
84,travel alone to iligan city 😶🎒,😶
85,the fact that shes wear all white while 4-wheeling in the mud be give me anxiety 😶🤭🤦🏾‍♀️ #thebachelorette,😶
86,take a nap at 1pm and wake up at 1am😶 wtf,😶
87,the amount of time ive be betray by no one wake me up😶,😶
88,"well, i would like some answer to those questions. there be an election coming, so.. 🤔😶 #euelections2019 #brexit…",😶
89,larry hernández ha always annoy me.. &amp; arley style way too chill for larry in my opinion 😶,😶
90,juanitta have the nerve to ask me if i want a cheeto then hand me a snap pea.... she call them green cheetos lol 😂😶,😶
91,so i apparently get sunburn eyes?😶*,😶
92,guy why a*m*s think **s win today?😶they trend the hashtag 16th win 😶so who's wrong? 😐,😶
93,definitely not gonna be white eventhough my house will look spacious😶,😶
94,will you be my kayenaat ❤️😌.because duniyaa to madarchod hai 😶😔,😶
95,...at your own risk... the risk v return be 😶😬,😶
96,what time do you get there? we’re stand tomorrow and i don’t want to end up at the back 😶,😶
97,that guy wa probably like...what the heck just happened? 😶,😶
98,what do we say to the god of lies? 😶,😶
99,we love queen petras 😌wtf do i just watch 😶😶,😶
100,so u mean it's actually all of u who miss the clue that she's the one 😶 o.k,😶
101,ivy? 😶 who dat ? lol,😶
102,there’s taeyong’s too 😶,😶
103,what do i do? again?🤔😐 to feel this kind of treatment?😶,😶
104,forget to lock my patio door before leave and my bed room window wa wide open 😶,😶
105,the thing people do for “love” 😶,😶
106,y do i have oomfs notifs on a if they have mine on.. 🤚🏻😶 [turns it off],😶
107,oh it’s a song ! awesome it is.... you should listen .... why be you cry ! 😶,😶
108,i think i might be offend 😶 crystal water - gypsy woman (she's homeless),😶
109,go back to sleep 😶,😶
110,"jeeez, that‘d be just sad. 😶",😶
111,nadler ha a zipper?!? 😶 i think he could only wear stretchie pant with his stomach damn near his chin n all tha…,😶
112,sorry wendy’s employee 😶,😶
113,let’s not talk about chargebacks 😶🙄,😶
114,but i'm afraid labour still won't get my vote. wouldn't trust them further than i can throw them 😶,😶
115,well you know you be fuck 😶,😶
116,"but, it always the word ""pride"" that really matters. 😶",😶
117,i'll get ovum it .😶🙄🙄,😶
118,"เพราะ 😶 ""เพลงส่วนบุคคล-fellow fellow"". let's enjoy music on joox!",😶
119,that happen too often 😶,😶
120,i wa look for some link to watch produce live but it's actually on mnet's youtube channel 😶,😶
121,a college senior 😶,😶
122,ar jur sum 😶,😶
123,i’m speechless 😶🤦🏻‍♀️,😶
124,it’s be 3 year and we all lose the ability to look one camera 😶,😶
125,well not all of them 😶,😶
126,deym gurl r u sure med school be stress u??? u r sooo gorgeouss still 😶 hhhooooooow?,😶
127,bad mooood😶🤦🏻‍♀️,😶
128,"oh, i didn't know that... 😶😶",😶
129,only one sentence😶,😶
130,why be bitchy my only mood these day ¿ 😶,😶
131,i didn't even consider that a a factor 😶,😶
132,can’t believe i’m watch #avengersendgame tomorrow 😶,😶
133,ai really blow it tonight! 😶,😶
134,whatnthe heck do i wear today?? this weather ugh!😶🙄,😶
135,drop your highest grademe: 67😶,😶
136,today have be so rough 😶,😶
137,i be 16.9 and she doesn't exist 😶😶😶,😶
138,safal??😶😂😬but i'm not talk about boy only.. girl bhi 🔥😐,😶
139,aquarius baby let's just sit back 😶,😶
140,ka awkward.... 😶,😶
141,please follow me😢🙇i need 100 followers😶#armyfolloarmy,😶
142,do i need to stay? 😶,😶
143,"girl same, im like wtf 😶",😶
144,103 slide 😶,😶
145,heii 🙌 finally someone call my name 😶,😶
146,my friend come to me for love advice 😶😂,😶
147,read my timeline like 🤭😶😯😦😧😮😲,😶
148,nice! wish i wa in a team or something some time. 😶,😶
149,i really do a whole presentation by myself for a group project that be just so stinky 😶,😶
150,yelimies. 🙄this be fine. 😶,😶
151,it feel so good when someone finally get what they deserve... 😶😶,😶
152,flo just tell hope the truth 😶 #boldandbeautiful,😶
153,so no more boba for me..? 😶,😶
154,and who be surprise 😶🤯,😶
155,yaaa and never get to know what they ask you... 😶 #uknowwhatimean 😛,😶
