,contents,emoji
0,contents,emoji
1,the moment we win 😁😁😁 #vwfc 🔵⚪️,⚪
2,"instruction (⚪⚫🏁)1. 🔵🔴aids wettin ceremony every morning!!2. and after every statement""lights the lamp"" (se…",⚪
3,i am:⚪ straight⚪ bisexual⚪ lesbian🔘 a white man whore for podrick payne,⚪
4,⚪️sad ⚪️tired⚪️lonely 🔘 hungry,⚪
5,⚫️⚪️half time | #pvfcreserves v the visitor lead 1-0 head into half time.,⚪
6,"clear foul, that! 😅🔴⚪️🔵",⚪
7,🔴⚪️ a great individual performance by against wolf 💯⚪️🔴,⚪
8,get the fuck in! see you in a week🔴⚪️❤️,⚪
9,"we’ve be to qarabag and everywhere, do brass in cologne and now we’re off to baku to bring the europa home. 🎉🔴⚪️",⚪
10,"bite lucky today, just get the rub of the green 💙 #bluemoonhopefully be the same again tomorrow 🔴⚪️ alarm set for…",⚪
11,please take some inspiration from get u over the line on saturday. 💙💛⚪️,⚪
12,⚪️🔵 piiiiiile onnnnn!!!! #buryfc #uts,⚪
13,⚪️ white flag ⚪️ #geico500,⚪
14,what a day! 🔵⚪️🔵⚪️🔵⚪️,⚪
15,follow for mufc content ⚽⚪🔴 thank for all the retweets!more…,⚪
16,i will never get tire of watch this ⚪⚫❤,⚪
17,spur fan everywhere tonight...────⚪️─────────1:02 -3:01glory glory totten…,⚪
18,🔽6 | 0 -- 11 | 1️⃣2️⃣*️⃣ | ⚪⚪| be hit by pitch. to third. to second.,⚪
19,sweep sweep sweep ⚪️🧪⚪️🧪,⚪
20,100% will be👊🔴⚪,⚪
21,god i love this man!! 🔴⚪️⚽️😍,⚪
22,sorry i’m not good enough. 😔that win against swansea at home 🔴⚪️,⚪
23,don’t mind the circle on the face ⚫️⚪️,⚪
24,so i'm no alone on this journey 😁 success with your examsme either ☺️⚫️⚪️❤️,⚪
25,welcome back 🔴⚪️👏🏻,⚪
26,🔼9 | 10 -- 0 | *️⃣2️⃣*️⃣ | ⚪⚪| triple to center. scores. to third. 11 -- 0,⚪
27,inter house junior tennis ⚪️⚫️🔴🎾1st victory2nd resolution3rd endeavour4th discovery,⚪
28,how good be that 🔴⚪️🔵,⚪
29,"the day ha arrived. the time be now. let's make history, together. #uclfinal ⚪️ #coys",⚪
30,result 1 - 1 goal score by mark jones ⚫⚪⚫⚪⚫⚪,⚪
31,finger cross for you today mate. hope you do it!! 🤞🏼⚫️⚪️⚫️,⚪
32,absolute scene 😂🔴⚪️🔴⚽️⚔️👊🏻,⚪
33,"___________________☀️⚪⚪☁️⚪⚪⚪🌩️🛫💫⚪💫⚪⚪☁️⚪ ⚪ ⚪ 🔷🔷🔷🔷🔷🔷🔹🔹🔹🔹🔹🔹🚘🌋 🐥🌅.....🏩🌱🌱🌻🌱🌱🌿___________________ -sincerely,an earthling display! 🍄",⚪
34,jeff astle. end of discussion. 🔵⚪,⚪
35,.⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️runwayrunwayrunway⚫️⚫️⚫️⚫️⚫️⚫️⚫️⚫️⚫️#runway #battle #ball #vogue #vogueing #grandprize #瑠璃…,⚪
36,"i spy worth my little eye, something begin with ipf. big game, come on boys!!! #upthearchers 🔵☄️⚪️",⚪
37,ready !!!#tashforthebash #vikinginvasion 🖤⚪️🖤⚪️🤟🤟,⚪
38,gary wilson 🙏🙏🙏🙏🙏 ⚪🔴⚫ #getcarter,⚪
39,i'm like that for the irony. i'll let someone else explain why... 🔴⚪,⚪
40,i’ll bear that in mind sonia 😉💕jungkook be _______________ :⚪️ my dream man⚪️ your dream man 🔘 everyone’s dream man,⚪
41,big day today 🔴⚪️,⚪
42,"🇪🇸⚽️🎙📺⚪️🔵#realmadrid 🆚 #realbetis 🏳💚out with the old, in with the new - #bale out and #jovic in?join me on…",⚪
43,david 👇🏻🔵⚪️🔴,⚪
44,luv to see it 🔴⚪️ u come back 😉,⚪
45,great finish. please do this on sunday 🔴⚪️❤️,⚪
46,great to see tommy get a good send off. shame couldnt end it off with a win⚪⚫⚪⚫,⚪
47,arsenal 🔥🔴⚪️,⚪
48,___________________☀️⚪⚪☁️⚪⚪⚪✈️🛬💦⚪🍃⚪⚪☁️⚪ ⚪ ⚪ 🔷🔷🔷🔷🔷🔷🔹🔹🔹🔹🔹🔹🦕..... 🚘🐥.....🐥🌱🌱🌿🌱🌱🌷___________________ -sincerel…,⚪
49,safe trip home bud 👍 see ya again ⚫⚪⚫⚪,⚪
50,the big one 🔵⚪️⚽️🏆leinster senior leaguesunflower chinese takeawaythe village innstriker onlinest. agnes' credit…,⚪
51,the new home of t-nutrition wirral.coming soon..#nothingbutthebest 💪🏻🔵⚪️💯,⚪
52,we’re back at it tonight a we build towards a big season for our club! 🔴⚪️make sure you get down to regent park…,⚪
53,⏰ *latest*munster senior championship🔴⚪️ 3-22🔵⚪️ 0-7orlagh farmer…,⚪
54,🔴⚪️ matchday#venmil,⚪
55,it in our hand too⚫⚪⚫⚪,⚪
56,he will truly miss ha be a good servant for our club. 🔴⚪️🔴⚪️🔴⚪️💪🏾 #goodluck #onceagunneralwaysagunner,⚪
57,"a season that promise so much, but deliver very little.we do it all over again in august. #nffc🔴⚪️",⚪
58,premier league football next season! #saintsfc 🔴⚪️,⚪
59,"well do tonight to our two player of the week, 2012’s colton &amp; 2011’s kai, brilliant effort from both boys👏🔵⚪️",⚪
60,"charlton up to third, donny away again? gooooo on thennnn!!! you red 🔴⚪️⚫️",⚪
61,it's go to be massive 36500 fan sing it come on you red 🔴⚪🔴,⚪
62,this win be why we #keepthefaith ❤️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️⚫️⚪️,⚪
63,them red's though ❤ #coyr #notjustagame #redarmy 🔴⚪🔴⚪,⚪
64,don’t worry. we’re good in the result business 🔴⚪️⚔️,⚪
65,"sympathy to you, jim.🔴⚪🔵",⚪
66,finally an away game with a performance! great trip with great people -- up the arse 🔴⚪️#wereonourway…,⚪
67,⚪️───────────── 0:08 - 3:00 heartbreak by…,⚪
68,finger cross for constancio ⚫️⚪️,⚪
69,yes!! 😃 we’re on the 8.38am train to king x then return at 10pm. be you &amp; your dad going? can’t wait 😁🔴⚪️xx,⚪
70,this love doe not know distance or country or languages...❤⚪⚫⚪🏁🏳🏴🏳🏴‍☠️¡this be olimpia!#wemadethemshit..,⚪
71,coys!!!! 🔵⚪️🔵⚪️ do that just happen?!?!,⚪
72,🔼1 | 0 -- 0 | *️⃣*️⃣*️⃣ | ⚪⚪| walks.,⚪
73,👥👥👥 marea 💙#fasedeascenso#racingatb ⚪️🔵,⚪
74,dehd ‘water’ may 10th ⚪️- fire talk recs &amp; 🔆- 🔴 - 🔵 - fine indie record s…,⚪
75,"thirteen quid, flippin’ nora - i’m in tuck here me #wealllovejoe 😍🍒⚪️🏉😁",⚪
76,the table look so #wonderful#barnsleyfc #coyr #youreds #notjustagame #fortressoakwelluuuuuuuuu red 🔴⚪⚽,⚪
77,#footballshirtfriday be this week!👇which of these shirt be your favourite?💚💛 norwich⚪️ spurs⚫️⚪️ newcastle🇨🇲 cameroon,⚪
78,#wearewhoweare sectional tomorrow!!!! 👌🏾✔️💯🔵⚪️🦅,⚪
79,"morning all, it wasn't a dream wa it? saint do the job and be safe 🤣 #saintsfc 🔴⚪🔴⚪👊",⚪
80,memory that last a life time. 🔴⚪️,⚪
81,waaaaay!!! so thi 👀👀😂😂👏🏼👏🏼🔴⚪️⚫️⚔️⚔️⚔️,⚪
82,what a night last night ⚪️⚫️,⚪
83,🏃‍♂️ quick stroll this morning to loosen up ahead of this afternoon 🍒⚪️#viscaelwigan,⚪
84,"pass my sc number onto branch for a member to use, hope we have a great result for whoever ha my sc number 🔴⚪️",⚪
85,get fit for next season! ⚫️⚪️,⚪
86,coys 🔴⚪🔴⚪🔴⚪🔴⚪🔴⚪🔴⚪🔴⚪,⚪
87,my g step up his game!!! “we’re gonna do this” 🔴⚪️ #backagain,⚪
88,icymi: a fantastic deal today at balmoor for season ticket holder of other clubs!#pfcsafc #bluetoon 🔵⚪️💙,⚪
89,this be amazing!!! absolutely love super bob in the 90’s and to see him with the fan yesterday be fantastic!! 🔵⚪️,⚪
90,i am:⚪️ single⚪️ taken🔘 desperate look for someone to: ⚪️ love me forever⚪️ tell me i’m pretty 🔘 go with…,⚪
91,we be online. check u out ⚫️⚪️🦈🤙🏽,⚪
92,which would you rather choose between these 2 apple smartphones ?iphone x (⚪️) &amp; iphone xr (🔵)”…,⚪
93,jack bill jack steele jack steven jack lonie jack newnes jack sinclair jack bytel and finally jack mayo 🔴⚪️⚫️ #withstkilda,⚪
94,welcome to twitter and thank you for your unwavering support of our beloved red devils. 🔴⚪,⚪
95,2019 ha be a fuck nightmare for u red 🙄🔴⚪️⚫️,⚪
96,"goal to 1/4 time at blundstone arena: 🔴⚪️ nield 2🔴⚫️ mcculloch 2, bannister, manse…",⚪
97,my little girl be ready 🔴⚪️⚫️ #mufc #yaaanited,⚪
98,god how i remember that 🔴⚪️❤️,⚪
99,i am:⚪️ single⚪️ in a relationship🔘 wish for doctor who to come back to canadian netflix,⚪
100,love it! thank you! 🥳🔴⚪️,⚪
101,"yeah lmao, avoid:⚪️texts. ⚪️like these. ⚪️to not get. ⚪️dm limit.",⚪
102,come on you spur ! 🔵⚪️,⚪
103,great result win a win upto third now need to do the same again next week and get another win ⚫️⚪️⚫️⚪️,⚪
104,great night just get even better 🔵⚪️,⚪
105,"off to wembley in the morning 🔴⚪a little present for the missus...nowt say romance more, than a west coast belter…",⚪
106,"he’ll be wait until:2019 ⚪️2020⚪️2021-beyond 🔘with the most pre-draft rb visit of any team, it…",⚪
107,⚪️ game on!? spur have an away goal!🇧🇷 lucas with the goal!😯 an incredible counter attack!#ucl i #ajatot…,⚪
108,the u16s arte et labore award go to kira boswell!#cawards19 🔵⚪️,⚪
109,dude be a legend 🔴⚪⚫,⚪
110,i am⚪ useless⭕ unappreciated⭕ unloved🔘 all of the above,⚪
111,that's why we need him back with the bannsiders 🔵⚪🔵⚪💙,⚪
112,down to liverpool for the final then easy day 🔴⚪️,⚪
113,gutted i cant be there today come on sunderland 🔴⚪🔴⚪,⚪
114,it be 1 o’clock and in the last hour 🔴 fake wa mention 15939 time and reach 396693905 people. ⚪️ truth wa me…,⚪
115,with that look be sit in the back and he’s fart 🔵⚪️🔵,⚪
116,come on ajax ⚪️🔴🙏 #prayforajax,⚪
117,"reason american celebrate cinco de mayo:⚪️ mexican victory over france in 1862, despite be outnumber at the…",⚪
118,bet your fun at party's 🔴⚪🔴⚪,⚪
119,it be 2 o’clock and in the last hour 🔴 fake wa mention 26459 time and reach 127787888 people. ⚪️ truth wa me…,⚪
120,so who’s have who on the back of a new shirt? 🔴⚪️❤️ #uta,⚪
121,love you john 🔴⚪️🔴⚪️,⚪
122,"⚪️🔵 the team and formation for the final game of the season, a the women’s team look to secure promotion, and with…",⚪
123,___________________☀️⚪⚪☁️⚪⚪⚪🌠🛸⚡⚪🦅⚪⚪☁️⚪ ⚪ ⚪ 🔷🔷🔷🔷🔷🔷🔹🔹🔹🔹🔹🔹.....🌋 🏰.....🏕️.....🌱🌱🌿🌱🌱🌻___________________ -sinc…,⚪
124,let’s go #dodgers let’s go!!! ⚪️🔵⚾️,⚪
125,proud to be a wednesdayite 🦉🔵⚪️🔵⚪️ #swfc #wawaw,⚪
126,🔽2 | 0 -- 4 | 1️⃣2️⃣*️⃣ | ⚫⚪| grind out to second. to third. to second.,⚪
127,good morning duncan m8 🔴⚪️🔵🇬🇧🇬🇧👍,⚪
128,"rondon wa immense tonight, have both lovren and van dijk on the rope at times, what a match, toon toon ⚫️⚪️",⚪
129,cool millennial teacher: what’s your pronoun?michael jackson:⚪️they ⚪️she🔘hee hee⚪️other: _______________,⚪
130,second lady train session tonight 🔴⚪️⚽️#alport,⚪
131,can someone please tell stuart pearce its...sheffield united.. not sheffield! ⚔⚽️🔴⚪⚫,⚪
132,legend mate one last push ⚪️🔴⚪️🔴,⚪
133,something beautiful. ⚫⚪❤👑,⚪
134,"glad you 2 be on our side, 👌❤ 🔴⚪🔵",⚪
135,yep all most a silly a the lakers take lonzo ball over #bbn #cats 🔵⚪️😼🔥🔥🏹,⚪
136,"perfectly normal, we’re gonna belt them 🔴⚪️⚫️",⚪
137,get innnnn 🔵⚪️🔵⚪️,⚪
138,great to see ⚫⚪,⚪
139,i’m still in shock.. ynwa🔴⚪️,⚪
140,😍😍 be it 3rd august yet 😩 !! get it do people !! up the mariner 🐟🐟🐟⚪️⚫️ #utm #gtfc,⚪
141,🔼8 | 1 -- 2 | *️⃣*️⃣*️⃣ | ⚫⚪| strike out.,⚪
142,happy memorial day🔴⚪️🔵 #thankyouforyourservice #neverforget 🇺🇸,⚪
143,"be you sad?⚪️ yes⚪️ no🔘 bitch, i might be",⚪
144,well do on sign a pro deal. chuff for the hard work young lad 🔴⚪️👍🏻 #ctfc,⚪
145,🤦🏾‍♂️...memphis‼ 🐯🔵⚪ #gtg #penny,⚪
146,i know.... gaze at it ⚪,⚪
147,🔴🔴🔴🔴⚪⚪⚪⚪🔴🔴🔴🔴🔴🔴🔴🔴⚪⚪⚪⚪🔴🔴🔴🔴🔴🔴🔴🔴⚪⚪⚪⚪🔴🔴🔴🔴🔴🔴🔴🔴⚪⚪⚪⚪🔴🔴🔴🔴🔴🔴🔴🔴⚪⚪⚪⚪🔴🔴🔴🔴🔴🔴🔴🔴⚪⚪⚪⚪🔴🔴🔴🔴latam love bts 🇵🇪,⚪
148,___________________☀️⚪⚪☁️⚪⚪⚪💫🦅🛬⚪🛫⚪⚪☁️⚪ ⚪ ⚪ 🔷🔷🔷🔷🔷🔷🔹🔹🔹🔹🔹🔹.....🚜 .....🏍️.....🐥🌱🌱🌻🌱🌱🌷___________________ -sinc…,⚪
149,"unbelievable to take the field with these beauts, i’m so excite to be part of such an amaze history ⚪️⚫️🐑 barbar…",⚪
150,"chorley 1v1 altrincham (3v1 on penners) with great win, on to the final coym ⚫️⚪️",⚪
151,"ft thistle 14-31 hawicka fantastic turn around from the weekend at gala from the lads. it’s come yet, it’s come yet.#thistle 🔵⚪️🔵⚪️🔵",⚪
152,top quality 👍🔴⚪️🔵🇬🇧🇬🇧🇬🇧,⚪
153,#vnl #volleyball #ネーションズリーグ #火の鳥nippon#vnl2019【week1 day3 result】⚫️🇯🇵jpn 1 - 3 bel🇧🇪⚪️←👀⚪️🇳🇱ned 3 - 0 kor🇰🇷⚫️…,⚪
154,it be 1 o’clock and in the last hour 🔴 fake wa mention 0 time and reach 1971032523 people. ⚪️ truth wa menti…,⚪
155,18 yr old me:24 yr old me:32 yr old me:50 yr old me:⚪️───────────── 0:01…,⚪
156,when i'm older i want to ⚪ get married⚪ go to college⚪ get my own place🔘 ride on the top of a metro bus 🤠,⚪
157,thank you for this incredible memory you and the other guy give the fans! 🔴⚪🔵,⚪
158,come on!🔴⚪️🔵,⚪
159,liverpool football club. it's be one hell of a ride this season. heart rate through the roof. football be a funny old game 🔴⚪,⚪
160,ɴᴏᴡ ᴘʟᴀʏɪɴɢ: heavy metal football──────⚪───────────────◄◄⠀▐▐ ⠀►►⠀⠀ ⠀ 1:17 / 3:48 ⠀ ───○ 🔊⠀ ᴴᴰ ⚙ ❐ ⊏⊐,⚪
161,good morning m8 🔴⚪️🔵🇬🇧🇬🇧,⚪
162,⚫⚪ newcastle upon tyne ⚪⚫ #nufc #ncfc #newcastle #newcastleupontyne,⚪
163,14 year old me:18 year old me:25 year old me:80 year old me:⚪️───────────── 0:01…,⚪
164,never stop chase your dream and push yourself that little bite further. you never know when they'll come true ⚽🔵⚪,⚪
165,thanks...quality..now get himplaying the flute😁🔴⚪️🔵,⚪
166,"good morningeveryone,, today be the last day of the month,,,,,🇦🇹⚪⚫🔻🔻we be march to the new month 😁😁😁😁😁",⚪
167,greatest comeback tonight 🔴⚪️,⚪
168,thank you for everything lee wallace🇬🇧🔵⚪️🔴,⚪
169,i'm⚪️ single⚪️ taken⭕️ always get play . 😔,⚪
170,se viene river!!!!! ⚪❤⚪💪#vamosriver #vamostodosunidos #juntossomosmásgrandes #elmásgr4ndedelahistoria,⚪
171,cmon u ullaaaa ⚫️⚪️🏉 who be go tonight?,⚪
172,well do nigel. a true man of the people 🔴⚪️🔵,⚪
173,⚫️⚫️⚫️⚪️4444nail-biter head into the 4th.,⚪
174,"right, let's get the season back in track start now. #uptheyeds 🔴 ⚪",⚪
175,📢📢📢📢📢📢📢📢📢📢📢its stream night in america!🔴⚪️🔵🔴⚪️🔵🔴⚪️🔵🔴⚪️🔵➡️ join me a i take over twitch and host…,⚪
176,never miss a saint game #loyal ⚫️⚪️#hailhail,⚪
177,"⚪️ a woman, oh my god someone actually unfollowed me after read this tweet lol",⚪
178,we’ve just land at heathrow and on our way 😃🍒⚪️,⚪
179,🔽6 | 0 -- 1 | *️⃣*️⃣*️⃣ | ⚪⚪| line out to left.,⚪
180,i am..⚪️ single ⚪️ take 🔘 currently talk to a cute guy 🥰,⚪
181,can’t wait to start ⚪️⚫️,⚪
182,🔽9 | 0 -- 0 | *️⃣*️⃣*️⃣ | ⚫⚪| double to left. to second.,⚪
183,on route to billericay 🚌 last game of the regular season before the play-offs start on wednesday. come on the city boys! ⚫️⚪️ #romans,⚪
184,i am:⚪️ gay⚪️ straight ⚪️ bisexual🔘 dead because of jisung in chronosaurus,⚪
185,great news that ha sign to stay 🔵⚫️⚪️ #bathfamily 😍,⚪
186,"5-1 freya goddard, crack free kick⚫️⚪️⚽️",⚪
187,today be the day let's go #bluewhiteignite let's get this w!!! 🏀🏀🏀🔵⚫⚪🤾🤾⛹🏾,⚪
188,we be go up 🙌🏻🔴⚪️ #cafc,⚪
189,indeed 🔴⚪️🤝,⚪
190,thank you all!🔵⚪️🔵,⚪
191,"at bdtbl for the parade, 2 year ago wa amazing, today be go to be something else 👌 🔴⚪🔴⚔️ #twitterblades",⚪
192,all the best to and in tonight’s cup final against 👊🔴⚪️,⚪
193,welcome back whe #gopies ⚫⚪⚫⚪,⚪
194,i am: ⚪️gay⚪️straight⚪️bisexual ⚪️asexual🔘annoyed at people who tell me to stop bounce my leg because it’s a…,⚪
195,huge win in ct for congrats fellas!! 🔵⚪️. halfway home to grab the ‘ship. #weare,⚪
196,if we stay up will there be sherbet in back at the club 🤔🔵⚪️,⚪
197,up the viking ⚫️⚪️,⚪
198,30 min til kick off 🔴⚪️🔴⚪️🤞🏻🤞🏻🤞🏻bochum ist rot wei 🔴⚪️,⚪
199,come on derby ⚪️,⚪
200,come on! pull one back! 🔴 #ajax 2-1 #thfc ⚪️ (3-1),⚪
201,nice! 🔴⚪🔵⚽️,⚪
202,"⚪🔴 history, pride and honor💳 juan antonio virumbralesmember number 1⃣lion 🦁 since 1939",⚪
203,"who care about not win the europa league final, there’s more important things. rip jose antonio reyes. forever an invincible 🔴⚪️",⚪
204,"a massive thankyou to the staff, player and fan for this season! 🔴⚪️⚔️",⚪
205,it’s great actually up the saints🔴⚪️⚫️,⚪
206,i am:⚪️ single ⚪️ in a relationship 🔘 deeply distraught that “tailless squirrels” wa not a choice for liu’s new mascot.i will be spam tweet until i feel like i’m do so ignore me mute me whatever,⚪
207,come on wigan!!! 🍒⚪🍒⚪ #slcatwig #wiganwarriors #rugbyleague #superleague,⚪
208,⭐️ ⭐️ ⭐️ ⭐️ ⭐️just get start bro!!! #bbn🔵⚪️,⚪
209,yes we can!❤️⚪️,⚪
210,"a always, never go out of style 🖤⚪️. an old dress but still a firm favourite xxx #shoplocal…",⚪
211,"reposted from - you'll always be a part of our history ⚪⚫. thank you so much, 👏👏👏…",⚪
212,red nation 🔴⚪,⚪
213,long distance relationship suck because:⚪ you can't kiss⚪ you can't fuck🔘 you can't show them your meme in person,⚪
214,13th in league one and you sack your manager. hope we smash you tomorrow 🔴⚪🔴⚪,⚪
215,matchday activation do ✅ #bidvestwits 🔵⚪️ #nakanjani #absaprem,⚪
216,great match!!! #siiiuuu 👊💪 #finoallafine #tilltheend ⚪⚫,⚪
217,class poem from a young saffron 🔶⚪️,⚪
218,game day 🔴⚪️2003’s⚪️🔴🏆 central league 🆚 west park navy 📆 saturday 4th may 2019📍 hunterhill sport hub g64 1ru…,⚪
219,excite to see her play for the 🔵⚪💙,⚪
220,so much ❤️ for our brazilian bianconeri! 🇧🇷⚪️⚫️#balocco,⚪
221,declan john be a jack ⚫️⚪️,⚪
222,this is:⚪️ necessary⚪️ helpful🔘 what we’re not gonna do,⚪
223,perez: i have a great feel hazard will be come to madrid.hazard🇧🇪 🔜 ⚪️ 👀,⚪
224,it's the greatest sight that i have ever seen!! 🔴⚪🔵 ibrox stadium,⚪
225,wembley it be !! 🔴⚪️cafc🔴⚪️,⚪
226,terriblee ⚪❤⚪,⚪
227,"what a team, what a season, what a man stendel is. fully deserve for the way we’ve been. next stop champions! 🔴⚪️❤️",⚪
228,word 1 😀🔴⚪️👍🏻😘,⚪
229,gennaro gattuso ha leave ac milanwatch this space 🔴⚪⚽😁,⚪
230,🔼4 | 1 -- 0 | 1️⃣*️⃣*️⃣ | ⚪⚪| walks. to second.,⚪
231,vamoo liverpoooolll 🔴⚪,⚪
232,ahhh lad i’m still buzzing!! roll on courtney’s for the final #allezallezallez 🔴⚪️🔴⚪️,⚪
233,gutting news. rip to this legend! jose antoniooooooo 🔴⚪️,⚪
234,happy birthday x hope u have a nice day 🔴⚪🔵,⚪
235,all the best linesy . you be far too creative for coughlans bore football . 🔵⚪️🔵⚪️. #utg,⚪
236,🔽5 | 1 -- 4 | *️⃣*️⃣*️⃣ | ⚪⚪| single to right.,⚪
237,28mins and bristol union lady take the lead.2-1 come on sod ⚫️⚪️⚫️⚪️⚽️🏆,⚪
238,"absolutely spot on, i’m excite about my team for the first time in a long while. behind stevie and his team 100% 🔴⚪️🔵",⚪
239,impressive ajax but wait till 55 🔴⚪️🔵,⚪
240,i’m so glad it wa a great day for her and your family rip 🔵⚪️🔵⚪️❤️,⚪
241,super killie away 🔵⚪️🔵,⚪
242,matchday 🔴⚪🔴⚪,⚪
243,congrats mab 🤘🏿🔵⚪️,⚪
244,"all the best with your injury, come back stronger physically and mentally next season 🔴⚪️⚫️",⚪
245,"huge game today, we need to keep the pressure on and hopefully barnsley slip up #sunderlandtilidie 🔴⚪🔴⚪",⚪
246,"must say i think (ot) ha be do a fine job of run this twitter account! great content, photos, information etc! 👍🔵⚪️⚽️",⚪
247,79' salford look to respond...hollands with a vital header away from a whitehead cross [1-1] #spitfires 🔵⚪️,⚪
248,congrats sis!!! ']['u 🍒⚪️🎓 😘❣️,⚪
249,give lennon the job!!!💚⚫️⚪️,⚪
250,howay the lad !!!! ⚫️⚪️⚫️⚪️ #nufc,⚪
251,"match day 🔴⚪️🏆 supplementary cup group 4🆚 🏟 airbus fc, 3g⏰ 7:00 kick off🎟 free entryour last…",⚪
252,blame george long 😂😂🔴⚫️⚪️⚔️,⚪
253,when pochettino catch son &amp; foyth in the dress room 🤣🤣⚪️🔴 spur #howmarket,⚪
254,“i’m not fuck leaving” absolute legend mate 🔴⚪️⚫️⚔️,⚪
255,great job #bbn #weareuk 🔵⚪️,⚪
256,bless 🏈🙏🏽to receive another sec offer from the university of kentucky‼️⚪️🔵 #bbn,⚪
