,contents,emoji
0,contents,emoji
1,🏇 | mustashry a 5/1 shoot for the queen anne stake at royal ascot follow today's win in the lockinge stake at n…,🏇
2,🏇 turf paradise free pick 🏇👉,🏇
3,🏇 kentucky derby contenders: and look at derby contender game winner (post position #16…,🏇
4,"🏇 15:05 #redcar | 5f handicapif in the same form a when lead from pillar to post at windsor a fortnight ago,…",🏇
5,🏇 gendarme win the 14:15 bath for shotgunpaddy at 5/2 (9/4 sp).view their verify result here:▶️…,🏇
6,lot 830 national broodmare sale 🏇🏼 desert lash (reward for effort au x misha’s belle aus) #maiden…,🏇
7,keep clam and canter on 🏇#horsesofindia #canteristhecureforallevil,🏇
8,all set to go for a great day race at hamilton 🏇🏻 🍻🍹,🏇
9,light and not so light horseman and woman - #riding #trotting #galloping 🏇🏻across the #adelaidehills at #templewood…,🏇
10,📉 40/1 yes or no boost 📉proving a popular a always for sandown today!!exclusive with skybet 🔷🏇🏻bet £5 &amp; get…,🏇
11,"dayjur wa different class, especially in 1990! 🏇💨",🏇
12,we can’t wait! woohoo!!! 🏇 #njproud,🏇
13,that wa a peach of a ride aboard the no money no honey 💵 🍯 🏇,🏇
14,.kazoom win #portaugusta (aus)taken 11/2👍🏇🏽😎💰,🏇
15,harry’s bar (nap) very disappoint 🏇🤬,🏇
16,🏇5⃣ | we pick our five favourite horse ride by the great ruby walsh:,🏇
17,wednesday's go report 🏇#epsom - good (good to firm in places)#fontwell - good to firm (good in places)…,🏇
18,🇺🇸 the 17 u entry include:🏇🏻 newspaperofrecord🏇🏻 bind for nowhere🏇🏻 abyssinian🏇🏻 jo jo air🏇🏻 the mackem b…,🏇
19,"ride ""the rock says"" on his way to score a hat 🏇🎩trick (5-3-1-0), in the slop at…",🏇
20,"🌻🌷💐spring time in iroquois!! swim pools, lush lawns......time to play!!! 🏊🏼‍♂️🏇🏼🏌🏾‍♂️. call today for your pr…",🏇
21,2 from 2 i reckon they didn’t make their flight !! 💪🏼✌🏼🏇🇭🇰🇮🇪🍀😂🛫,🏇
22,good luck to all the connection and the diodoro team a they send out 4 runner today 🏇,🏇
23,country house defeat maximum security in the kentucky derby:#kentuckyderby 🏇,🏇
24,.mark’s choice👍🏇🏽💰😎,🏇
25,give u a few good one david 🏇😉,🏇
26,get that wagon on me😛🏇🏾,🏇
27,"🏇🏽👁‍🗨 flat name to follow this season 👁‍🗨🏇🏽we've pick out one horse, jockey and trainer for you to follow this…",🏇
28,congrats 💪🏼elite multi-sport athlete represent the flag 🇬🇧 in two sport 🏇+🏊🏻‍♀️,🏇
29,"happy friday! #cincodemayo 🇲🇽 and the #kentuckyderby 🏇🏼 both take place this weekend! in this week’s blog, i be sh…",🏇
30,"🏇sixties groove be go to win the brisbane cup...ok that might need further think about what else go there, b…",🏇
31,"and all sane american know it, too. 🇺🇸⚓️🌈🏇🌹🌹🌹🌹🌹",🏇
32,💙💝🔛⓵ sigo de volta💯🔛⓶ follow me #ifb 🎖️🔛⓷ retweet &amp; like this🏆🔛⓸ follow everyone who s/lks🏇🔛⓹ turn my notifi…,🏇
33,friday's go report 🏇#sandown - good to firm (good in places)#doncaster - good#perth - good#bangor - good…,🏇
34,safety always come first.😊🏇🏇🏇,🏇
35,up the dogwood 😍🏇,🏇
36,today's horse race tip and bet of the day be now available 🏇,🏇
37,🏇🏻 rab havlin ride calyx at haydock on saturday👀 frankie dettori be head over to ireland to ride too darn hot…,🏇
38,thank michael 🏇,🏇
39,"when a guest start the conversation off with ""i'm a country boy, not city folk like you guy here"" you know it's gonna be a doozey 🐴🏇🐎",🏇
40,ifb all🌏🌍🌎 very fast🏇🏇🏇ifb all🌏🌍🌎 very fast🏇🏇🏇ifb all🌏🌍🌎 very fast🏇🏇🏇ifb all🌏🌍🌎 very fast🏇🏇🏇#retweet,🏇
41,very clever🏇🏇✈✈,🏇
42,“mood swing chicken” 🏇🏽🏇🏽🏇🏽 #kentuckyderbyname,🏇
43,🏇 al boum photo to face 7⃣ rival in wednesday's punchestown gold cup.willie mullins' cheltenham hero go up aga…,🏇
44,"🏇 go update 🏇#doncaster - good#goodwood - good, good to firm in places#hexham - good, good to firm in place…",🏇
45,good luck.. now wish me luck i’m go to the race track 🏇🏼,🏇
46,they say to wear something sensible... oops! #derbyday 👒🏇 (dress by the one and only #johnathankayne)…,🏇
47,"craig wa always my and my late friend , matt graf go to jockey 🏇 miss them both.",🏇
48,do well at 1-8 😂😂😂🏇,🏇
49,🏇 | the derby | #epsom #investecderbynew &amp; exist customersmoney back a free bet if bangkok (ridden by brand…,🏇
50,so when will you be run hunny ? 🏇🏻🏇🏻🏇🏻🏇🏻🏇🏻🏇🏻,🏇
51,it always make me happy to see one of my kid run well and race ❤🏇,🏇
