,contents,emoji
0,contents,emoji
1,if he ask you what you finna tell him?😳👀,😳
2,i don't want to exist myself... i don't want to exist with you. 😳😳😳 be that smth hyuck in au would say.,😳
3,and his missus 😳,😳
4,this graphic 😳,😳
5,yo imagine take a long drive in the rain while listen to moonchild 😳 that’d be magical,😳
6,that's why we say in france american be the best haha. 😳😳,😳
7,disgust treatment of these animal 😳😡,😳
8,could you imagine liv do this? 😳😂,😳
9,also this 😳,😳
10,oh my!😳😂😂😂yous not get an ugly mug yous be handsome😊i guess dat wouldn’t rhyme tho🤔😂😂😂,😳
11,i just do tummy time with my baby and watch her spin so she could yell her protest in my direction. 😳 she's onl…,😳
12,😳 oh on feel okay krazycries,😳
13,dig people up again to fill seat 😳,😳
14,i dont even know ateez ka and he like rlllyyyy 🤤🤤🤤🤤👺👺👺🤡🤡😍😍🤤🤤😳😳🖐🖐🥰🥰😖😖😖😖😖,😳
15,do you fee him load of benny or summat 😳,😳
16,a shyster and a snake oil salesman- a marriage make in... ? fill in your own word please 😳,😳
17,jexz i want it so badly smfh 😳😪,😳
18,😳 storex tank?,😳
19,that be terrify to watch 😳,😳
20,for fuck sake 😳 what the hell be go on?!!!!,😳
21,oh well then... 😳😯😂,😳
22,this one kinda dont make sense im sorry😳,😳
23,if y’all think last night wa bad for okc.....everybody up and have they breakfast now 😳😳😳😳,😳
24,"""his key"" 😳",😳
25,after coffee.. 😳🤣,😳
26,i wanna give you a big fat kiss rn but only if it’s okay with you 😳 — omg stop i'm blush 🙈,😳
27,you’ve get to keep pogba. he’s in the team of the year 😳,😳
28,this nigga wa so drink he piss himself in his bed 😳🤭,😳
29,wots the chance of a heavyweight one 😳,😳
30,that would 100% be me 😳🙈😂,😳
31,"aha you see it, but i’m tryna see sumn too 😳🙊🙈",😳
32,he spell “ nothing” out slowly 😳,😳
33,i'm a sucker for you!😳😳😳😳🤓👏🤗,😳
34,i literally say this 1000x a day 😳,😳
35,tell u im workiiiiiiiiinnnnnn don’t believe me? u petttttyyyy😫🤦‍♂️😐😳do you have any spare glove #bestkeeperintheworld,😳
36,damian lillard wa real disrespectful with that shoot last night😳,😳
37,i’m always so worry this be me when someone post this 😭😳,😳
38,ihop celebration day this weekend? 😳,😳
39,bruh...i really be out of high school 13 year already 😳,😳
40,what the hell be this selina?😳,😳
41,good point. 😳😂,😳
42,nice find! that stuff’s bloody expensive 😳,😳
43,damn that's 3am for me😳 hope i can make it tho😄,😳
44,so tire tonight be that tire be not have a glass of wine 😳,😳
45,definitely tea bc it’s too watery for coffee but too brown for water 😳,😳
46,it’s a figure of speech 😳,😳
47,✌🏻♥️😳 ur not wrong,😳
48,6.83% darker than the average person 😳,😳
49,"30% in? oh, it get wilder, all right. 😳",😳
50,sunset porn 😳😳,😳
51,"ooooo!! 😳sorry i don't know, but the studio may be the same",😳
52,break in the new boot 🥾😎yorkshire 3 peak challenge be this saturday!!⛰⛰⛰and i be feel 😳😖🤯🥺it would be…,😳
53,i forget i follow all these freaky page on snap.. i’m at work click through and my co worker behind me like 😳 ..😂😂😂😂,😳
54,whatdjdnsjdnsjdj you’re stalk me 😳😳😳,😳
55,he ha you muted😳,😳
56,damn she fine 😳🤤,😳
57,my brain still hang up😳,😳
58,"so, you be say trump just might be....? 😳🙀🤯🐷👎🇺🇸👍",😳
59,113 day till we drop lexi off at ucf! 😎😳🤯 harding charter preparatory high school,😳
60,doe that mean he’s still in the cup then 😳😳,😳
61,me to...and the girl be nice also.....hahahahahaha😝😳,😳
62,si those be 8years 😳,😳
63,the horse isn't black or white so it might be ariana 😳,😳
64,two sixth men from the same team 😳,😳
65,my shower speaker be still turn on and so everything ive be play ha be blast for my parent to hear wide and far 😳,😳
66,jungkook not only pat jimin's head ，he wa lick jimin's ear，such a...oh my gosh😳😳😍😭,😳
67,joe johnson in the big 3 now😳🔥,😳
68,"love you 3,000😳",😳
69,penu ho treasure?😳,😳
70,me in the uber on the way to wembley look out the window a if i’ll see bts: 😳,😳
71,😳...you mean the lady fell into a ditch and died??,😳
72,you’re a barrel of laugh this morning ain’t ya 😳😂,😳
73,hahaha im so curious abt it might fuck arohnd and watch it😳,😳
74,"i’m use this a proof.if you don’t wear the glasses, i’m gonna sue the pant off of you,don’t let me down😳",😳
75,swear i’d never watch channel 5 again but here i am😳 #hoarders my fave!,😳
76,i check viagogo too. omygash. 😳😳😳 the price.,😳
77,"oh wow, whaaaat, thank you very much!😳😳😳😳 i be happy to read the article!!😭",😳
78,wide awake 😳😳😳,😳
79,so when be the second season of #deadtome gonna be on because i don’t think i can manage to wait too long. 😳,😳
80,but namjoon be better 😳,😳
81,omfg!!! 😂😂😂😳😳😳😳 morning made!!!🙌🏽🙌🏽🙌🏽 saw how his friend keep on check if he’s alright u…,😳
82,i’ve just wake up....liverpool have basically win the champion league 😳😳😳,😳
83,"awe shucks, 😳😳😳",😳
84,imagine rosie with short hair like that tho... 😳,😳
85,"wow, i read that completely wrong 😳",😳
86,what if we 😳 villianized our friend 🤪 instead of talk to them like adult 🤔😂,😳
87,ou softball legit 😳,😳
88,on a serious note😳these scientist must do their bite siyashona ifutha😤😤,😳
89,lmao i wa just cap but y’all get your heart break too 😳😳,😳
90,"pg&amp;e power line cause california’s deadliest fire, investigator conclude - los angeles times😳😳😳😳😳😳😳😳😳",😳
91,the new low. more tp come 😳,😳
92,i love me some you😳,😳
93,attend little shreya’s school of management today and this wa lesson number one 😳 🤣,😳
94,imayginewell looky here👀 #racism #whitesupremacy sure ha a hell of a shelf life 😳,😳
95,be tiffany acyived in china ??holy shit a sixer fan with common sense😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳,😳
96,"you either get it or you don’t lolwtf #ajaxtottenham #ajatot 😳😱😳😱😳😱😳😱😳😱😳. what be you do #ajax 2-0 already!! by jolly, i hope amsterdam still exi…",😳
97,o hhhhh it you!!! ur actually here jfkffj 😳 thank again!,😳
98,check comment below 😳,😳
99,i want ✊🏼✊🏼 20 nct member 🎤😆 sing 😲😲 on my wed 💍💍why not 21?? 😳😳because johnny suh won't sing 😱😱 he'll…,😳
100,cy- cycling? 😳,😳
101,wow!! 😳😳wilder just kill that dude!! 😵🥊😵🥊😴🤤🥴🥴☠️,😳
102,fudge! why be i still awake 😳,😳
103,"aaa.... very hot hot hot 🌞🔥☀️can i go to home from school? please, answer me!!!☺️😳🌿",😳
104,damn wash machine in the kitchen 😳,😳
105,and i oooop- 😳,😳
106,fav pic from yesterday’s pop up event💘 the 3rd pic give me go hye mi vibe😳,😳
107,ooh remember when you lot forget to mention a small £1million donation from bernie ecclestone 😳 people in glass hou…,😳
108,when’s your birthday then😳,😳
109,imagine call these zooper doopers 😳,😳
110,girl no one want your boyfriend 🤣 that’s why you’re with him 😳🤣,😳
111,you be crazy😳🤣🤣,😳
112,blake wa different sheesh😳,😳
113,i’m not even joke when i say she look like she ha the mumps. 😳,😳
114,wait shouldn’t you not be waste your 1% 😳,😳
115,thank you 😊😳🥰 well hello okay!!,😳
116,"i get compliment for my flow fringe quite often, so.i totally understand 😳😳💩💩😂😂😂",😳
117,😳 nude porn real military sex www terror woman sexy video com woman india sex virgin island girl fuck toptee…,😳
118,god damn that aura. 😳👍,😳
119,my blood pressure be skyhigh after watch their unbox video.....🤯😳,😳
120,summer ha arrive in charlotte 😅😅😅... it’s literally go to be just shy of 100 degree this next week 😳... fores…,😳
121,no you literally just join in when it have nothing to do with you😳👏🏽👏🏽,😳
122,😳😂 i know. this one tough!! lol,😳
123,please tell me this isn't real😳,😳
124,clearly look fuck amazing😳😳😳i think you forget this be someone who wear his own bore merch everyday,😳
125,"🙊🙊😳😳the softest noise come out of her— elegant palm come to cup her big toddies,, a hesitant rub.",😳
126,i wasn’t prepare for it 😳,😳
127,damn people really get in trouble for vandalism? 😳,😳
128,u tryna fall into these arm doe? 😳,😳
129,ow baby chaeng😳,😳
130,you bitch be press &amp; it show all over your ugly as face 😳🥴,😳
131,you think?😬😳,😳
132,"knees. they need knee guard gaaawd 😳. watch two kid smash together for the ball, clearly both hurt (one be min…",😳
133,i literally couldn't bring myself to 😳the white trousers.the white bow.*nervous laughter*,😳
134,if he doesn’t die first 😳,😳
135,yalll jada hit that abc to confirm she could drive😳😳😳,😳
136,these people be get whooped.😳 #facupfinal,😳
137,"i have and.... i have a hangover, wee bite dizzy 🥴 when a reach the toap, bite whit a view 😳🏴󠁧󠁢󠁳󠁣󠁴󠁿❤️",😳
138,i do too 😳😳😳,😳
139,que!? 😳luke perry's daughter say he wa bury in a mushroom suit - cnn,😳
140,"hoard of people exercise their rights. all fine and good. on day like today, i don’t miss it. 😳🤷‍♂️",😳
141,dirty birdy 😳,😳
142,i fw that! it very like music i bump but keep to myself. be you my fbi agent? how'd you know? 😳,😳
143,i hear my sister be finally home.this bitch and her friend take more than 12hours to drive from plett to bloem😳,😳
144,tornado warn be over... tornado watch ha be canceled... but.. it's still really noisy outside. 😳 #homealone #kcwx,😳
145,follow everyone who like and retweets this 🍢😳,😳
146,next af 😳💁🏼‍♀️,😳
147,😳 *signs gym membership*,😳
148,a wolf😳😳😳ok the song amaze i love it and the video wa also really cool and gay next,😳
149,i’m see it around the same time and me too every time i come on the tl i’m scar 😳😳,😳
150,my bros be really in the field and they dont play disrespect here😳,😳
151,this sound like shawn mend but better 😳,😳
152,thank you! 🥰😳,😳
153,bright burn finna come out 😳,😳
154,"for the love of...! 😳 please tell me you’re a russian troll, because if…",😳
155,chokerende 😳,😳
156,omg that kick though 😳😳,😳
157,the dumb thing we do for the dumb people we love chekka!!!! i **** u 🖕😖😡😠😳,😳
158,maybe you’ve convince me 😳,😳
159,bro i be pregnant and it yours — 😳😳 we’re not vaccinate it,😳
160,"[idm] i'm look for new moot but for those who aren’t homophobic and other group phobic, just rep this tweet and i'll hit you up!😳💜",😳
161,in my petter parker feel . spiderlings😳,😳
162,i really mu go to the optician ....i never saw the wolves...😳,😳
163,my think too!😳,😳
164,100% 🙌🏻 the way he try to play the piano at 2 and a half be incredible! i teach 6 year old who aren’t a good a him😳,😳
165,yeh...*sigh and melts*😳,😳
166,what a big ring you have 😳,😳
167,i don’t work a 9-5 job but a 3-12:30 pm one 🤷🏻‍♀️🤦🏻‍♀️😳,😳
168,just catch up on the hughie fury fight...people actually pay to go and watch that 😳,😳
169,🧢 - who be the people in your pfp because wow they 😳,😳
170,so there’s no light in the whole of abuja? 😳,😳
171,rutin😳👏🏻👏🏻👏🏻,😳
172,i just get an airdrop from someone name joons tiddies 😳,😳
173,i’m well. thank you. 😳 watcha up to?,😳
174,"""omg nix 😳😳""",😳
175,well i'd soon take down ya particular m'dear! 😳😅,😳
176,we in koreatown and half of the head here have something of bts 😳,😳
177,this look like most foreign mf parent 😳😂💀💀💀,😳
178,task do unfollowed.......😳,😳
179,wow awesome!! that wa just last year 😳,😳
180,"(alden voice:) ""excuse me!"" 😳😂🙈#aldenbackonsundaypinasaya",😳
181,she’s give me - little kid from the grudge - vibe 😳,😳
182,don’t lie 😳❤️,😳
183,dame time 😳,😳
184,have me fall in love den she curve me 😳,😳
185,so...i eat a chocolate chip muffin with ice cream after iftaar.so much for a healthy start to #ramadan 😳🤷🏽‍♂️,😳
186,but.... you know what happen to tony in that movie... 😳 right tony???,😳
187,apple music be try to change the mean of vision of love- it take quite a turn 😳😳🤪,😳
188,isn't he look at soobin???😳,😳
189,he be only 2 second off in 100 free 😳😳gorgeous!,😳
190,kendrick easily 😳,😳
191,y'all wild😳💀,😳
192,😳 why u always try me i’m on the bench not even possible 🥴,😳
193,omg i think so 😳🤓🕵️‍♀️,😳
194,clearly i on drug 😳,😳
195,shit. i graduate tomorrow. 😳,😳
196,"i’ve look at so much art today, i’m overwhemed by creativity! 😳😁",😳
197,the number of reply this tweet be get 😳,😳
198,what? a bite more? be that even possible? 😮😳 not refer to hit the gym btw..,😳
199,man come on!😳😂,😳
200,oomf be cute 😔😳,😳
201,your merch quality be as 😳,😳
