,contents,emoji
0,contents,emoji
1,"congrats and good luck!👏👏🎉😙#england #news: lioness have a great day, nicenneetz! 🎉",😙
2,i want followers🥺🤧😙#armyfollowarmy,😙
3,"see u in 579 day boy, hope u always be healty. take care, xiumin oppa! 🖤🌻😙☹️.",😙
4,awesome video 😙,😙
5,see you july 31st 😙,😙
6,still cute though😙,😙
7,goodmorningppl😙,😙
8,"army, follow who rts and like 😗#gainalex#josigainsr u go to be present in the exolusion #5 😙😙😙",😙
9,"dear ex..i won’t block you, or delete you. i’m keep you there, so you’re able to see how happy i be without you. 😏😙",😙
10,🅱️” you’re cute and seem cool😙,😙
11,daddy and my boyfriend! 😍😙,😙
12,"jgh from divi, thank babs! 😙",😙
13,i didn't get to put in an imywould that have make a difference 😙,😙
14,congratulation sara!!!! 😙i luv ur dress btw!,😙
15,thank you via ☺️😙,😙
16,guy if you reply to annoy rat in the comment untag the other group 😙#bbmastopsocial exo,😙
17,awwwww oscar i luvs yoo to hope all be well wiv everybody. ❤️❤️❤️❤️❤️❤️❤️❤️😙,😙
18,aaaa thankyouuu😙,😙
19,may i be the cosmo to your wanda?😙,😙
20,taeeee!! iloveyouuuu super duper handsome boy😁😙💖#bbmastopsocial bts,😙
21,i know word aren't enought pero mahal na mahal kita 😙❤️,😙
22,thank you💖😙💖😙💖😙💖,😙
23,blonde first then dye it red😙,😙
24,"🦋: mabait🙈: 8/10💗: hiiii, bond u soon teee, imissyouuu❤️ goodluck sa g12, godbless and take care alwaysss love u😙❤️",😙
25,tune in play me dear agony by break benjamin let win those ticket 😰🙏😙,😙
26,hope ir give him chance for one duet song 😙😙😙 nice voice,😙
27,i love you so much my love!❤😍😙,😙
28,my favorite classmates😙,😙
29,yes baby..pls do take care always while on tour..have a safe flight and come back home safely..😙😙😙#bbmastopsocial bts,😙
30,finally home. time to turn off my brain for the next 36 hour ✌🏻😙,😙
31,i already get my ticket 😙😙,😙
32,our lovely j-hope 😙,😙
33,enjoy fresh biryani 😙,😙
34,#benditafuria beto te re doy 😍😍😍😙😙,😙
35,this one be a blast😙😙,😙
36,wanna do it for once and yes finally i can do it now😙#ทฤษฎีจีบเธอ #ออฟกัน,😙
37,rehas nimo daii. thankyou😙,😙
38,si uforward tuone how lucky you are😙😙,😙
39,can’t wait for me nightly pre-exam cry later tonight 😙✌🏻,😙
40,he look so cute 😙😙#bbmastopsocial bts,😙
41,nah i put a minimum 2gz in a wood 😙💨🍃🍁🔥⛽️💪🏾💚🦇,😙
42,thank you ros💖 iloveutoo😙,😙
43,detective pikachu movie date with my pokemon master 😍😙❤#pikachu #pokemkontrainer #detectivepikachu…,😙
44,yes besh. love you too ☹️😙,😙
45,"money be money,, get an iphone so u can ft me when ur 3078mi away 😙",😙
46,allow yourself closer to god 😙😙,😙
47,😙o ho 😏 saksh 😍 apne parent ke pyar ki sakshi💝 make them proud🤗! love always ❤️.,😙
48,of course not 😙,😙
49,we look cute😙,😙
50,my twi have the answer😙,😙
51,"🌷🌸🛍😙🌸🛍🌷🌸🛍blazers, jackets&amp; coat🌷🛍🌸50% off🌷🛍🌸#shopbrandosclothing🐞",😙
52,got! it's just that you don't know😙,😙
53,"oooooooyy, yes, my hasband be so beautiful💛💛💛💛and your so beautiful too😙😏",😙
54,okay and fry i suppose when they’re skinny 😙,😙
55,"we backkk ((; ,, 😙",😙
56,this thread be go down well with my cornflakes this morning lovelies. haha. 😙,😙
57,good baby 😚😙😍😍,😙
58,welcome love😙,😙
59,so cute 😙i really love them so much 💜vote bts for #bbmastopsocial(),😙
60,ur welcome bub 😙😙😙,😙
61,i can get apps now omg about to kiss emily 😙 thank to her i can get pubg and candy crush :3,😙
62,"sis.❤️🤪you’re a really amaze person and i’m glad we’re friends.😙i love you, see you tomorrow.😂",😙
63,then time for circle if you sell cd's and you don't show this movie forget 😙🤣😂😂😀,😙
64,aww! 'huge hugs' 😙😙😙😙,😙
65,among many.....😙,😙
66,you're still my 'baby girl for life' sha 😙,😙
67,okie note 😙💕,😙
68,i feel like talk my shit rn but let me just go to sleep gotta work at 6am so goodnight 😙,😙
69,yas 🔥 da mah bitch 😙,😙
70,this be what whygee get for try hard to create a concept for social issue without an actual storyline. it backfire 😙,😙
71,/le reply before you tag/ 😙😙😙,😙
72,jk bby i love you😙,😙
73,what a view to wake up to in the morning 😙😙,😙
74,what wa your favorite cartoon? — avatar:the last airbender + winx club 😙,😙
75,yes ma’am !! ease be overrate 😙✨,😙
76,you be a beautiful damsel 👍👍👍👍😚😙😙❤❤🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞,😙
77,thank bb 😙💓,😙
78,hi~~~ will you be more active here or in ig later? 🧐😙😁,😙
79,healthy erotic😙,😙
80,my think be wonder but my head strait 😙,😙
81,thank suppoive fwen 😙🥰✨,😙
82,aweee thank you but that's a song sangay 😙,😙
83,happy birthday bet!😙 loveuuu!!❤,😙
84,on a sungday afternoon 😙🎶,😙
85,haaaaappy bihdaaaaay mbtc and gbu!! love u😙😙❣️,😙
86,thankyouuuu!😙,😙
87,🙆‍♀️😁🙆‍♀️🖤😁💙😋💙😍💙🙂😙🙂🤗😙☺🤗😙☺😶😙😀😗🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️💃💃💃💃💃jessy the craze mandy fan stop troll 🚔#bbnaija,😙
88,"thank you, you be too😙😙okay goodnight everyone i love ethan grayson emma and all of you &lt;3",😙
89,that's awesome my friend. 😙👏,😙
90,happy 18th katkat!! 😙💖,😙
91,thank hunnay😙😙😙,😙
92,thank you next 😙,😙
93,what a mood 😙,😙
94,thank fam and all the best for you too ❤😙😙 i'll study hard,😙
95,my favorite ily😙,😙
96,aw we love the downie ✌️😙,😙
97,you're no fool rach 😙,😙
98,😙👋byebye to all my free time,😙
99,"hi atee! thank u for everything,, u d best 💫 i love you &amp; i miss you more 😙",😙
100,back on my bullshit 😙,😙
101,#auspol my tip be ....if his lip be move .... 😙,😙
102,thanks😙😙😙😙😙,😙
103,it’s 6:00 and i still don’t have a dress for graduation 😙,😙
104,and then he take it all off and reveal a sicken bodysuit that showcase the color of china yaaaas 😍😙,😙
105,happy bihday to i hope you enjoy your birthday and be 19yrs old 💞💟💝🎂💖🎊🎉😍😘😙,😙
106,der war supreme! 😙👌,😙
107,thank u ily 😙,😙
108,😙😙😍😍 i'm gonna miss y'all next year (imma come visit all the time),😙
109,just my (humble) opinion 😉😁😙😁😉,😙
110,thank youuu!!!😙😙,😙
111,love you 💜💜💜😙😙😙,😙
112,"okay i will agree with uwi today 😙 because why not? my duality be good thooo 😆😆 thank you, uwi!need…",😙
113,first person to like and reply to this tweet get a #cryptocurrency tip 😙,😙
114,"i almost forget it your birthday omo, happiest birthday to jimin to my jungkook, love ya sm meme beb! see you soonest 💗😙",😙
