,contents,emoji
0,contents,emoji
1,good mornin 👋🏼,👋
2,hey guys!!!!!👋,👋
3,no need to fight 😩im beat you bitch at life 🤤👋🏽,👋
4,"2mins to go in 3q, down by 16? 👋🏾🚪🚶🏾‍♂️",👋
5,ndo ujifunze 😂😂😂👋🏾🤰🏾,👋
6,if we be facebook friend and have never speak or barely speak say hey!!!!! 👋🏼❤,👋
7,👋🏾👋🏾 nap time,👋
8,hi yes it's me. jung hoseok. i'd like to take a moment and appreciate my mate . hi baby 👋you're d…,👋
9,booooooom!💥 washiwep washineyney 😂👋,👋
10,waddle on pena 👋i'll miss hear your voice in vc with people scream in the back,👋
11,"actually show how many “friends” you have when you have a baby😂 they all go, cyaaa 👋",👋
12,hi just drop by to say hi 👋 and let you know i have a fabulous mindful self-compassion day comin…,👋
13,👋🏻 fortnite,👋
14,👋 i wanna play on it,👋
15,depression hour with paige be over sorry i'm go to go be hopeless elsewhere 👋,👋
16,ok back to nap 👋 i luv clc even tho their hair except sorns and yujins look kinda clap today,👋
17,thanos wa right half the people in the universe gotta go on the real 👋🏻👋🏻👋🏻👋🏻,👋
18,brooo yah gotta listen to this one and the last one 😂😂😂👋🏾,👋
19,take that £100mil for eriksen and let him go 👋🏻,👋
20,42 and mom of two! 👋 proud marmy#bbmastopsocial + bts,👋
21,finally finish watch and it wa phenomenal. ramus malek wa amaze 👋,👋
22,say harooo! for me. 👋,👋
23,"ok, i know i'd never hear of them either!hi, tara! 👋🙂",👋
24,good morning 👋,👋
25,hi robyn 👋we're sorry that you're wait a while for a reply. it sound like we might have just h…,👋
26,hey there👋😃i love the color burgundy and to make abstract arts!,👋
27,👋😋 hi iqra your wed snap be gorgeous 🌸😊,👋
28,hello 👋🏼😈🔞💦 #plussize #kinky #escort #domme,👋
29,"bore of your shit now, unfollowed 👋🏾",👋
30,okay bye then damn there aren’t any rule that say you have to respond block and mute also exist 👋,👋
31,thank for stop by 👋 🙂,👋
32,toxic toxic toxicccc yeah right fuck outta here 👋🏽,👋
33,thank we and all safarians!!good night/day👋😘🐾 #safarilive,👋
34,"hi sten 👋 i'm apply to startup estonia this week for 2, wonder if you know so…",👋
35,hi friend 👋🏼,👋
36,"btw, i'm plan to tweet some of my poems. if ever you want to read it, lez be mutuals!❤👋",👋
37,hi👋 i don't wanna bother you fam. i just want your opinion please🙏. a great ceo tell me this kind of a…,👋
38,😶👋hello.. i be a uni student. this be what happen in my day. at 10am i be - 👣at 12pm i be - 🍗at 2pm - 📚at 4pm…,👋
39,"yes, so welcomeeee👋👋👋👋💜",👋
40,shotgun👋🙂. i’d offer to ride in back but i get car sick.,👋
41,hello guy i’m try to be notice here 👋🏻👀,👋
42,"pakk this, pakk that. jaqae this, jaqae that. how you jaqae yourself to the next appointment. pakkkkk 🙃👋🏾",👋
43,"including, apparently, the simple act of competent discernment, what with me be agnostic👋👋",👋
44,hi joe 👋 i wa wonder if you’d be able to tell me whereabouts in lake como your #leanin15 dvd was…,👋
45,sure! hi. 👋🏻,👋
46,thank you very much!! 🙂👋👋🌞,👋
47,"hey, 👋 should we tell the student about our special guest during the springfest music festival yet or naw?",👋
48,hi 👋 i want to tell you that both of bioprotect x and callbar x doesn’t work ..,👋
49,yo mike add me i’ll help you slap 👋🏾 these lil kid xbox gt neoxer x,👋
50,thank u :) 👋🏻,👋
51,we’re here at the big cat 5k race this morning! come say hello 👋😺,👋
52,👋 join me at,👋
53,goodbye 👋🏻😫💔,👋
54,good morning creep duo. 👋🏿,👋
55,hello hello berteena!signs of life and greet from florence!happy weekend 🙋‍♂️👋,👋
