,contents,emoji
0,contents,emoji
1,selena doesn’t even have a work kidney how do you expect her to able to sing better ☠️☠️☠️ demi can…,☠
2,i forget how drake’s view album be the embodiment of my first yr in uni hahaha bismillah winter wonderland memz ☠️,☠
3,"a buddy of mine, who happen to be an auburn fan 🙄, just send me this. 😂😂😂😂👍🤢☠️",☠
4,uncultured☠️,☠
5,im be over here dumbfounded!! arya be a fuckin bad as bitch!!!!☠☠☠☠ #gameofthrones,☠
6,my mom make little gorditas for my dog ☠️,☠
7,i saw the first proactive commercial in a long as time now it’s v curology☠️ #proactive #curology #acne #facemedicine,☠
8,☠️🖤pmp tattoo parlour🖤☠️#tattoos#tattooink#ink #love #a #instagram #special #amezing #tattoo #yes#instacool…,☠
9,"well, i definitely won’t be fly anymore ☠️☠️☠️",☠
10,between #endgame &amp; #got i'm spent...i'm still not over #blacksails ☠,☠
11,give me something to believe in - poison ☠️,☠
12,that’s either the best drive instructor in the world or just smart as dog but i’m ☠️,☠
13,dear someone? you think of me every single day?🥺🙃☠️,☠
14,「☠️」： call me back when the rest of the ffx character show up.,☠
15,"""i'm only 12 year old"" ☠",☠
16,6 arena win with and co tonight. #seaofthieves update continue to smash it!🤘🏴‍☠️,☠
17,"you think disappoint your parent be bad? try disappoint your bos 😭☠️ parent will always love you, companie…",☠
18,"they be a relieve a we are. phew, those be some torturous months. ☠️ #neighbours",☠
19,i can see #femi - give up your land be better than death ☠. 😁 😁 😁,☠
20,wow!! 😳😳wilder just kill that dude!! 😵🥊😵🥊😴🤤🥴🥴☠️,☠
21,a dawg ☠️☠️,☠
22,only pixtures i get from today ☠️,☠
23,im soooo weak☠️☠️☠️,☠
24,☠️ this why i say what i say 😒28 🥃😌,☠
25,☠️☠️no more hub and hangout 🏴‍☠️🏴‍☠️🚀🚀🚀its all twitter 🚀🚀🚀gonna drop a major runner tomorrow 🇺🇸🇺🇸 ve day may 8th…,☠
26,just binge #deadtome on and i need more stat!!! ☠️,☠
27,coz your a bomb 😂😂☠️💔your analytical power assist you on your rise to success toda... more for virgo,☠
28,look back at the drink text you’ve send like ☠️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,☠
29,how mad he get ha me weakkk. “you know that fuckin period smell” ☠️☠️☠️☠️,☠
30,"man fuck bran, fuck sansa, fuck arya, and fuck jon, fuck all the starks😡😡😡😡😡😡😡😡😡☠️😡they kill my baby dany... actu…",☠
31,i wa try to lower my volume and lower the brightness instead 😂😂☠️ i love myself man. 😂,☠
32,seven☠️⚔️😈👿 mark lee in vampire suit can step me,☠
33,be i get igor tattoo on me rn on second listen??? yh i am. ☠️,☠
34,when they get all the notificationfs from a tweet back in 2012. lol explain yourself namjoon ☠️☠️☠️,☠
35,idk why i’m fight my sleep cu i’m bout to pas out 😭😭☠️,☠
36,i really need some self control ffs ☠️,☠
37,"okay guys, what do you think about the music when do a montage? be it better to use a single music or a mashup? pick you poison ☠️",☠
38,"☠ alsjksns maybe i wanna ask him first and if he isn't in the good mood, yeah i won't force him to do that",☠
39,i jus tell him yesterday i’m stack for atleast a year of rent and leave my mom without notice ☠️,☠
40,omg ☠️☠️☠️☠️ fry,☠
41,☠️☠️ play no game bout the carter’s,☠
42,“not the sausage!!!!” 😂🤣💀☠️,☠
43,"yeah right... co be not the one who choke you.. if it wa me, i would've give you rat poison ☠",☠
44,they upload the vocal pick video without donghyun ☠️,☠
45,all of year 3 be up and enjoy their cook breakfast ready for their pirate day 🏴‍☠️,☠
46,"reposted from - ""goonies never say die!"" 🏴‍☠️ recreate shoot from the original goony cast. 🦇-…",☠
