,contents,emoji
0,contents,emoji
1,❝ wo ladki cigarette pee rahi hai ❞❝ yahan chalta hai ❞difference ♥naina's world ha be limit to ahmedaba…,❞
2,⠀⠀⠀⠀ ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ ❝ 𝑰 𝒍𝒊𝒌𝒆 𝒕𝒆𝒙𝒕𝒔 𝒇𝒓𝒐𝒎 𝒎𝒚 ⠀⠀⠀⠀𝒆𝒙𝒆𝒔 𝒘𝒉𝒆𝒏 𝒕𝒉𝒆𝒚 𝒘𝒂𝒏𝒕 𝒂 ⠀⠀⠀⠀𝒔𝒆𝒄𝒐𝒏𝒅 𝒄𝒉𝒂𝒏𝒄𝒆 ❞⠀⠀⠀ ⠀⠀༺♥༻⠀⠀⠀⠀ ⠀⠀⠀⠀…,❞
3,━ ❝𝑸𝒖𝒆𝒆𝒏 𝒐𝒇 𝑨𝒊𝒓 𝒂𝒏𝒅 𝑫𝒂𝒓𝒌𝒏𝒆𝒔𝒔 (𝑻𝒉𝒆 𝑫𝒂𝒓𝒌 𝑨𝒓𝒕𝒊𝒇𝒊𝒄𝒆𝒔 #𝟑) by𝑪𝒂𝒔𝒔𝒂𝒏𝒅𝒓𝒂 𝑪𝒍𝒂𝒓𝒆 ❞ 📖 | 3 of 30.,❞
4,❝ know a park rise ❞¦ ¦ ¦ ¦ |¦ ¦ ¦ ¦ ❃ `°꧂¦ ¦ ¦ ☪¦ ¦ °✦¦ °☽ ♡° 。✿…,❞
5,❝ day 118 ❞— 28/04/19t_______t💓✨💘🌸,❞
6,❝ day 117 ❞— 27/04/19love u 💓,❞
7,❝don't change yourself for anyone❞ 💙 #yehrishteyhainpyaarke,❞
8,"❝...archen, be you alright?❞eve walk over to archen, put a hand on his shou…",❞
9,"❝please love all 7 of us, without leave any member out.❞gwenchana,fighting,i purple u💜#taehyungyouareperfect…",❞
10,"╭┈─────── ೄྀ࿐ ˊˎ-╰┈─➤ ❝𝐄𝐗𝐎 𝘓𝘐𝘝𝘌，𝐵𝓇𝑜𝒶𝒹𝒸𝒶𝓈𝓉，𝘝𝘓𝘖𝘎,𝘦𝘵𝘤.❞ ©2019",❞
11,"𝐿𝒾𝓀𝑒 𝓉𝒽𝑒 ______𝓈𝓂𝒶𝓇𝓉 ____ 𝒾𝓃 ______𝒞____ ______ 𝓌💞𝓊𝓁𝒹 𝓈𝒶𝓎, ❝𝑅𝑒𝓂𝑒𝓂𝒷𝑒𝓇, 𝓃❤ _____ 🍪𝓇 _____❞...-(2/3) 🎀 ✮✴",❞
12,𝐝𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐟𝐨𝐫: ❝ the prettiest cake for my pretty baby~ ❤️ ❞,❞
13,"˗ˏˋ꒰ day 016/ 365 ꒱ˎˊ˗❝ i want to write you a song, one that's beautiful a you be sweet.❞ ☁️",❞
14,"🐸 lysette &amp; namjoon 🐨❝some have their bibles, and some go to church. well, i find my heaven inside of her.❞- h…",❞
15,"❝in my anxious and suffer life, you come to me like a ray of light and make me smile❞ ♡☀️",❞
16,🦊 annabeth &amp; jeonghan 🦒❝tell me that i'll see you again 'cause i don't know if i can let you go.❞- kiss me kiss…,❞
17,⛓.˚ 𝘵𝘢𝘬𝘦 𝘺𝘰𝘶𝘳 𝘵𝘪𝘮𝘦 𝘫𝘶𝘴𝘵 𝘳𝘦𝘮𝘦𝘮𝘣𝘦𝘳 𝘵𝘩𝘢𝘵 𝘪 𝘭𝘰𝘷𝘦 𝘺𝘰𝘶 ❞{ #atsd #atinyselcaday },❞
18,🐱 28/31❝ 𝐲𝐨𝐮 𝐚𝐫𝐞 𝐭𝐡𝐞 𝐥𝐨𝐯𝐞 𝐨𝐟 𝐦𝐲 𝐥𝐢𝐟𝐞. ❞,❞
19,"aw, what’s the problem? ❝👍!❞",❞
20,ㅤ🕊 ❝ i wanna write you a songㅤ one a beautiful a you be sweet ❞,❞
21,"❝ so, that's a yes? ❞ he know envy too well.don't tell me ya didn't seeee that 😭😭",❞
22,"❝ naina, kahan jaa rahi ho? ❞i love these little moment ♥sameer understand how naina ha be bothering/stressi…",❞
23,[...] my pretty prince 🥺 ❞,❞
24,❝ time to put that great power to good use. ❞ 🕸🕷《#spiderman | #marvelrp 》,❞
25,"🎤 ❝ oh?! be they goinf to l — let u on the s — stage again?! ❞its false hope, but it'd al…",❞
26,"🌻 ❝ my train be go great! i'm learn a lot! what about you, shizune? ❞",❞
27,❝👉wanted👈❞load dealer or retailerlifetime businessask me how..?,❞
28,"💌 d-23: stage favorito 💌❝ too bad, but it's too sweet ❞",❞
29,"tonight! may 23...🎙sag-aftra radio player present ❝the philadelphia story❞ at chicago cultural center, 7pm. see y…",❞
30,❝ 𝙻𝚒𝚏𝚎 𝚒𝚜 𝚙𝚊𝚒𝚗. 𝙰𝚗𝚢𝚘𝚗𝚎 𝚠𝚑𝚘 𝚜𝚊𝚢𝚜 𝚘𝚝𝚑𝚎𝚛𝚠𝚒𝚜𝚎 𝚒𝚜 𝚝𝚛𝚢𝚒𝚗𝚐 𝚝𝚘 𝚜𝚎𝚕𝚕 𝚢𝚘𝚞 𝚜𝚘𝚖𝚎𝚝𝚑𝚒𝚗𝚐. ❞《♡》▪please do not reply to pinned▪…,❞
31,↳ 𝙢𝙤𝙧𝙣𝙞𝙣𝙜 𝙩𝙞𝙢𝙚 ༄ ✧ ❝𝚋𝚎 𝚜𝚝𝚛𝚘𝚗𝚐 𝚊𝚜 𝚖𝚞𝚌𝚑 𝚊𝚜 𝚢𝚘𝚞 𝚌𝚊𝚗❞ ⇢ 🐇🍼,❞
32,"╔ ╗ 🕷╚ ╝ 𝙟𝙪𝙨𝙩 𝙪𝙥𝙡𝙤𝙖𝙙𝙚𝙙 𝙖 𝙥𝙞𝙘𝙩𝙪𝙧𝙚.❝𝒅𝒐 𝒚𝒐𝒖 𝒆𝒗𝒆𝒏 𝒐𝒘𝒏 𝒂 𝒔𝒉𝒊𝒓𝒕?❞ 𝒅𝒖𝒉, 𝒋𝒖𝒔𝒕 𝒕𝒉𝒐𝒖𝒈𝒉𝒕 𝑰 𝒍𝒐𝒐𝒌𝒆𝒅 𝒈𝒐…",❞
33,✧ 𝐄𝐌𝐌𝐀 𝐇𝐎𝐅𝐅𝐌𝐀𝐍 ✧📲 𝙞𝙨 𝙩𝙮𝙥𝙞𝙣𝙜 . . .❝ 𝙃𝙞 𝙬𝙚𝙡𝙘𝙤𝙢𝙚 𝙩𝙤 𝙩𝙝𝙚 𝙝𝙚𝙖𝙫𝙚𝙣𝙡𝙮 𝙝𝙚𝙡𝙡! ❞ ┊ ✧ model &amp; youtuber! au…,❞
34,❝jewe update chara❞: 🍜💕,❞
35,💌 d-22: shipp favorito 💌❝ not even the god above can separate the two of u ❞,❞
36,❝ 180 𝘥𝘢𝘺𝘴 𝘸𝘪𝘵𝘩 𝘬𝘪𝘮 𝘴𝘶𝘯𝘸𝘰𝘰ㅡ 🌈💌💗 ❞,❞
37,how good be your hearing? — ❝good 'nuff for have one near go out.❞,❞
38,⠀ ❝ 𝙵𝚊𝚒𝚝𝚑 𝚒𝚜 𝚖𝚢 𝚜𝚠𝚘𝚛𝚍 𝚃𝚛𝚞𝚝𝚑 𝚒𝚜 𝚖𝚢 𝚜𝚑𝚒𝚎𝚕𝚍 𝙺𝚗𝚘𝚠𝚕𝚎𝚍𝚐𝚎 𝚒𝚜 𝚖𝚢 𝚊𝚛𝚖𝚘𝚞𝚛. ❞ ▪…,❞
39,"#🐱🌿 ❝alone we can do so little, together we can do so much.❞ —helen keller",❞
40,🐼 emeraude &amp; jaehyun 🍞❝why won't you love me?❞- why won't you love me,❞
41,❝webslinger or normal boy? 🤔❞,❞
42,❝ where be you touching? 👀 ❞,❞
43,📷| millie vía instastories ❰22/04/19❱:❝family day ☆❞ have lunch with his family on monday 🍝🍷👪,❞
44,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ🕷️ : great 𝐩𝐨𝐰𝐞𝐫𝐬, great 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐢𝐛𝐢𝐥𝐢𝐭𝐢𝐞𝐬. ❞",❞
45,❝i come with knife and agony.❞🔪revamped acc.💉#lewdrp / non.🔪#detailedrp / #openrp / #opendms💉ships w/ chem (g…,❞
46,❝..want you in my bloodline💕 ❞ -ลิตา ‣ 🐈 ⸋ ˕ ♥︎ ༌ ‣ talk skinship ( can req.)⸋ ˕ ♡ ༌ ‣ 2…,❞
47,❝ 𝑰'𝒅 𝒅𝒐 𝒂𝒏𝒚𝒕𝒉𝒊𝒏𝒈 𝒇𝒐𝒓 𝒐𝒏𝒆 𝒎𝒐𝒓𝒆 𝒏𝒊𝒈𝒉𝒕. ❞ globgor butterfly 🌹- serious/crack rp🌹- mirror detail…,❞
48,"——————↠✉︎↞—————— ❝yeah, it’s cool, i’ll be okay.❞ i felt your pain wash over me…",❞
49,🌈❝do you know why the rainbow ha 7 colours? because bangtan ha 7 members.❞- kim taehyung#premiosmtvmiaw…,❞
50,❝ 𝐬𝐚𝐜𝐞𝐲'𝐬 𝐮𝐩𝐝𝐚𝐭𝐞 𝐜𝐡𝐚𝐫𝐚 ❞ dia be nominate on the show today!! pls vote on the starpass app 💎💗✨,❞
51,"☇ ❝coming in this world fully naked never felt this safe, in a foreign place❞",❞
52,❝❝❝🏵️537🏵️❞❞❞❝❝❝🏵️days left🏵️❞❞❞,❞
