,contents,emoji
0,contents,emoji
1,oral path feelzzz 😨... buti may bonus question na what be love,😨
2,wait on bran to take control of all of the dead like😨🥶 #battleofwinterfell,😨
3,bro didn’t have to drip like that 😨,😨
4,whew. just when i think i want another cat 😨,😨
5,a 50 piece and the game winner for the series?! 😨,😨
6,i legit scared😱😫😨😮,😨
7,be #star gonna follow through? 😨 find out tonight at 9/8c.,😨
8,i can’t breatheeeeeeee 😨 hayfever be such a horrible bitch!!,😨
9,this hold cell scene...😨😰🤬🤬🤬 #whentheyseeus,😨
10,when she start cuss i wa like “😮😨😂😂”,😨
11,i always think i have a fat as to realize today si you all hip and tits. 😨,😨
12,man i wish that wa the same for me 😨🥺,😨
13,what if it not me noona 😨😰😰😰😰,😨
14,and trash - shame on anyone who pay to read this garbage🤢😨,😨
15,you want show the world that football be better then your religion 😱 😧😨,😨
16,be everything i didn’t know i need 😨,😨
17,be this death? 😨,😨
18,this remind me of when run through the fence in 8th grade 😂😂 i wa in leave field like 😨,😨
19,mpozi where in the body do we find inner beauty🙊😨_🤔,😨
20,hit this mango pod and i’m in love again 😨,😨
21,could y’all imagine be in h when uber eat cake out 😨 quite possibly would have be the largest game changer of them all,😨
22,omg prince ha the gun 😱😱 #hollyoaks i'm scar for romeo 😨😨,😨
23,😭😭😭😭😭😭😭😭 😭😭 😭😨 😨 we will miss u😭😭😭😭😭😭😭😭😭😭😭😭,😨
24,omg that’s so expensive why???? 😰😨😓😓,😨
25,"no faint spell due to hypoglycemia or hyperthermia nyana? i collapse once, i have no idea what cause it 😨😨",😨
26,"oh noze, hope he’s ok 😨 paw cross ❤️🐾🐾❤️",😨
27,how will i? 😨,😨
28,you’re not get enough sleep—and it’s kill you 😨,😨
29,fact 💀💀👻👻😳😨😨🤮🤮,😨
30,omg - that sign!!! 😨😨😨,😨
31,the most common lie be ‘i be fine'.😦😨#tuesdaymotivation,😨
32,truth hurt 😨,😨
33,wait so some lucky soul get to share a room with you? 😨 x,😨
34,"why be i not at minglewood hall tonight? oh yeahh, work tomorrow 😨 cannot believe i be miss gunna, shy glizzy, a…",😨
35,oh boy... 😨😰,😨
36,every producer and presenter of a live show ha go through this range of emotion 😳🤬😨😱😀😊,😨
37,"oh, no! we're really sorry about the wait time! 😨 let's get in touch via dm to check what can we do for you!",😨
38,#avengersendgame emoji rat spoiler: 😥😮😫😄🤯😲😃😔😊🤣🙌😀😨😨😨😰😱😳😟😩😍😕😔😱😃🤩🤩🤩🤩🤩🤩😐😯😫😭😢😶🤨🤣🤔😯😍😍😍 ...what a rollercoaster 🎢,😨
39,#gameofthrones oooh the smile 😨,😨
40,but god you're amaze yaz 😭😭😭😭 ai mabak'yeke❤😨,😨
41,enough of dod!!!!!😨😩😖please 🛑!!! #gh,😨
42,what turnout? there's nobody there michaelia. ..hellooooo😨,😨
43,69 303 spoil votes😨🙆bo camron,😨
44,"i laugh when i read this, but seriously...it's scary af! doe he actually believe this? i'm thinkin' he does.😨",😨
45,the struggle in life be about to start 😨,😨
46,😨 &gt; skateboarder dy in collision with dump truck,😨
47,"the nostrils!! the nostril be the worst!!! 😨😨😨 so big deep and dark, they will swallow everything 😰",😨
48,make the mistake of have someone video my golf swing so i can look for way to improve....what a horror show😨,😨
49,wait what 😨😨,😨
50,no way 😳😳😱😱😨,😨
51,how do they recognize you at home? you look too much alike😨😨,😨
52,"¿te follas los rostros, juddy? 😨😂😂😂😂😂",😨
53,what the hell! 😨,😨
54,why be i like this 😩😩i cant let it go though 😨😨😨😳i feel you,😨
55,*shudder* 😨😨😱,😨
56,monster ball w/ halle berry 😨,😨
57,"okay, so now i'm not so sure about taylor debut #1😨😨 cause this mean it's gonna be an alternative song, which m…",😨
58,resist the obvious answer 😨,😨
59,i make a spam let’s see how it go 😨,😨
60,teka antagal ko na silang di pinapanood and now that im back my childhood be go and i'm cry and--😨😰😭😭,😨
61,😍😨 these deal won’t last.▶▶ order here:,😨
62,😨😨it wasn't a guy.... caroline it look like u gonna stay single 4 life!! 😂😂,😨
