,contents,emoji
0,contents,emoji
1,we anty tyba ya galby ❤️🥰🙈,🙈
2,they’re all so beautiful~🙈 same outfit during the hitouch and photo just now! all smile so cheerfully!😍 can you i…,🙈
3,to be fair that whole cult don’t know when to shut up 🙈🙈🙈,🙈
4,"bophelo i have the whole week to work on that. from all the work i would have done, i deserve bare body a a treat 😂😂🙈😝",🙈
5,you’re such a cutie. 🙈💗,🙈
6,be this the same gordon brown that sell all the country’s gold for fund ah yes same one 🙈😂😂,🙈
7,likecommentsubscribe 😉😘🙈,🙈
8,h-how a-re u 👀🙈,🙈
9,be yourself 😘❤🙈,🙈
10,unexpected chat from him🙈,🙈
11,how bless you areeee 😭🙈,🙈
12,ship them to san francisco or beverly hills! 🙊🙉🙈san diego receive flight of migrant family from texas border p…,🙈
13,🙈🙈 be there😥😥👍,🙈
14,i wa read too fast &amp; i think it say pregnant. 🙈,🙈
15,😭😂🙈 biba too cute. happily cry 😍❤,🙈
16,oof like if it weren’t for all the gc’s we be in i don’t think i ever would have talk with you 🙈,🙈
17,matee the whole series 😩🙈. but it’s so good shoot so well the reality be so tragic tho 😔,🙈
18,"girllll i'm sayin' 👀🔥 (those perfect, full lip too. i think he ha such a beautiful mouth, ugh 🙈💀) he's a…",🙈
19,that’s me fuck then 🙈,🙈
20,going🛫fail in physics🙈but who cares😂 don't ever have to study that shit again!👌so who rly won😍😍,🙈
21,i can change one of thoes for u 🙈😜,🙈
22,i wanna give you a big fat kiss rn but only if it’s okay with you 😳 — omg stop i'm blush 🙈,🙈
23,🙈🙉🙊simplistic attitude.,🙈
24,omggg! conpeeer! 🙈😍😍,🙈
25,that would 100% be me 😳🙈😂,🙈
26,"aha you see it, but i’m tryna see sumn too 😳🙊🙈",🙈
27,it 2idiots 🤣🤣 it look like batik but we don't really know what they think it be 🙈🙈 we're talk about…,🙈
28,omg it's clap 🙈💖✨,🙈
29,uff yeh avi 🙈🙈,🙈
30,more vmin moment please 😂😭🥺🙈,🙈
31,gent y'all get fvxked for car now 😂😂😂 can't relate 🙈,🙈
32,vincent naman! 🙈,🙈
33,i’m so excite and i cant wait to share nature’s palette latest product but i dont wanna jinx it 🤫🤭🙈,🙈
